[40412] ['(4-9i)', '(5+6i)', '(6+6i)', '(9-3i)'] -> (((4-9i) + (5+6i)) + ((6+6i) + (9-3i)))
[40416] ['(4-9i)', '(5+6i)', '(6+7i)', '(8-3i)'] -> (2i * ((-4i + (5-7i)) - (5+i)))
[40421] ['(4-9i)', '(5+6i)', '(6+7i)', '(9-4i)'] -> (((4-9i) + (5+6i)) + ((6+7i) + (9-4i)))
[40439] ['(4-9i)', '(5+6i)', '(6+8i)', '(9-5i)'] -> (((4-9i) + (5+6i)) + ((6+8i) + (9-5i)))
[40448] ['(4-9i)', '(5+6i)', '(6+9i)', '(7+3i)'] -> (((4-9i) * ((6+9i) - (5+6i))) - (7+3i))
[40453] ['(4-9i)', '(5+6i)', '(6+9i)', '(9-6i)'] -> (((4-9i) + (5+6i)) + ((6+9i) + (9-6i)))
[40512] ['(4-9i)', '(5+6i)', '(7-6i)', '(8+9i)'] -> (((4-9i) + (5+6i)) + ((7-6i) + (8+9i)))
[40525] ['(4-9i)', '(5+6i)', '(7-5i)', '(8+8i)'] -> ((6+3i) * ((5+i) - ((8+6i) / (3-i))))
[40540] ['(4-9i)', '(5+6i)', '(7-4i)', '(8+7i)'] -> (((4-9i) + (5+6i)) + ((7-4i) + (8+7i)))
[40556] ['(4-9i)', '(5+6i)', '(7-3i)', '(8+6i)'] -> (((4-9i) + (5+6i)) + ((7-3i) + (8+6i)))
[40565] ['(4-9i)', '(5+6i)', '(7-2i)', '(8+5i)'] -> (((4-9i) + (5+6i)) + ((7-2i) + (8+5i)))
[40577] ['(4-9i)', '(5+6i)', '(7-i)', '(7+5i)'] -> (((8+2i) * (9-i)) - ((4-2i) * (9+7i)))
[40583] ['(4-9i)', '(5+6i)', '(7-i)', '(8+4i)'] -> (((1-i) + (7+i)) * ((5+3i) - (2+3i)))
[40595] ['(4-9i)', '(5+6i)', '7', '(8+3i)'] -> (((4-9i) + (5+6i)) + (7 + (8+3i)))
[40608] ['(4-9i)', '(5+6i)', '(7+i)', '(8+2i)'] -> (2i * ((-4i + (5+i)) - (5+9i)))
[40617] ['(4-9i)', '(5+6i)', '(7+2i)', '(8+i)'] -> (((4-9i) + (5+6i)) + ((7+2i) + (8+i)))
[40626] ['(4-9i)', '(5+6i)', '(7+3i)', '8'] -> (((1-7i) * (1+5i)) - ((4-3i) + (8+i)))
[40638] ['(4-9i)', '(5+6i)', '(7+4i)', '(8-i)'] -> (((4-9i) + (5+6i)) + ((7+4i) + (8-i)))
[40643] ['(4-9i)', '(5+6i)', '(7+5i)', '(8-2i)'] -> (((4-9i) + (5+6i)) + ((7+5i) + (8-2i)))
[40656] ['(4-9i)', '(5+6i)', '(7+6i)', '(8-3i)'] -> (((4-9i) + (5+6i)) + ((7+6i) + (8-3i)))
[40660] ['(4-9i)', '(5+6i)', '(7+6i)', '(8+9i)'] -> (((4-9i) + (8+9i)) * ((7+6i) - (5+6i)))
[40663] ['(4-9i)', '(5+6i)', '(7+7i)', '(8-4i)'] -> (((4-5i) + (6+8i)) + ((7-8i) + (7+5i)))
[40671] ['(4-9i)', '(5+6i)', '(7+8i)', '(8-5i)'] -> (((4-9i) + (5+6i)) + ((7+8i) + (8-5i)))
[40679] ['(4-9i)', '(5+6i)', '(7+9i)', '(8-6i)'] -> (((4-9i) + (5+6i)) + ((7+9i) + (8-6i)))
[40923] ['(4-9i)', '(5+7i)', '(6-9i)', '(7-7i)'] -> (((5+7i) + (7-7i)) * ((6-9i) - (4-9i)))
[40961] ['(4-9i)', '(5+7i)', '(6-7i)', '(9+9i)'] -> (((4-9i) + (5+7i)) + ((6-7i) + (9+9i)))
[40969] ['(4-9i)', '(5+7i)', '(6-6i)', '(7-4i)'] -> ((6-6i) * (((4-9i) + (5+7i)) - (7-4i)))
[40978] ['(4-9i)', '(5+7i)', '(6-6i)', '(9+8i)'] -> (((4-9i) + (5+7i)) + ((6-6i) + (9+8i)))
[40989] ['(4-9i)', '(5+7i)', '(6-5i)', '(9+7i)'] -> (((4-9i) + (5+7i)) + ((6-5i) + (9+7i)))
[40997] ['(4-9i)', '(5+7i)', '(6-4i)', '(9+6i)'] -> (((4-9i) + (5+7i)) + ((6-4i) + (9+6i)))
[41010] ['(4-9i)', '(5+7i)', '(6-3i)', '(9+5i)'] -> (((4-9i) + (5+7i)) + ((6-3i) + (9+5i)))
[41014] ['(4-9i)', '(5+7i)', '(6-2i)', '8'] -> (8 * (((4-9i) + (5+7i)) - (6-2i)))
[41018] ['(4-9i)', '(5+7i)', '(6-2i)', '(9+4i)'] -> ((-4i + 2i) * ((7+3i) - (7-9i)))
[41038] ['(4-9i)', '(5+7i)', '(6-i)', '(9+3i)'] -> (((4-2i) * (9+3i)) - ((9-9i) + (9+3i)))
[41055] ['(4-9i)', '(5+7i)', '6', '(9+2i)'] -> (((1-i) * (8-7i)) + ((2+3i) * (7-3i)))
[41065] ['(4-9i)', '(5+7i)', '(6+i)', '(8-3i)'] -> (((4-9i) + (8-3i)) * ((5+7i) / (6+i)))
[41068] ['(4-9i)', '(5+7i)', '(6+i)', '(9+i)'] -> (((6-6i) * (8-8i)) / ((1-4i) - 1))
[41089] ['(4-9i)', '(5+7i)', '(6+2i)', '9'] -> (((4-9i) + (5+7i)) + ((6+2i) + 9))
[41102] ['(4-9i)', '(5+7i)', '(6+3i)', '(9-i)'] -> (((4-9i) + (5+7i)) + ((6+3i) + (9-i)))
[41110] ['(4-9i)', '(5+7i)', '(6+4i)', '(9-2i)'] -> (((4-9i) + (5+7i)) + ((6+4i) + (9-2i)))
[41122] ['(4-9i)', '(5+7i)', '(6+5i)', '(9-3i)'] -> (((4-9i) + (5+7i)) + ((6+5i) + (9-3i)))
[41127] ['(4-9i)', '(5+7i)', '(6+6i)', '7'] -> ((6+6i) * (((4-9i) + (5+7i)) - 7))
[41133] ['(4-9i)', '(5+7i)', '(6+6i)', '(9-4i)'] -> (((1-4i) - 1) * ((6+5i) - (6-i)))
[41141] ['(4-9i)', '(5+7i)', '(6+7i)', '(9-5i)'] -> ((-4i * 2i) + ((7+2i) + (9-2i)))
[41151] ['(4-9i)', '(5+7i)', '(6+8i)', '(8-3i)'] -> (((4-9i) + (8-3i)) * ((6+8i) - (5+7i)))
[41154] ['(4-9i)', '(5+7i)', '(6+8i)', '(9-6i)'] -> (((4-9i) + (5+7i)) + ((6+8i) + (9-6i)))
[41164] ['(4-9i)', '(5+7i)', '(6+9i)', '(9-7i)'] -> (((4-9i) + (5+7i)) + ((6+9i) + (9-7i)))
[41186] ['(4-9i)', '(5+7i)', '(7-7i)', '(8+9i)'] -> (((3-4i) + (5+4i)) * ((8-9i) - (5-9i)))
[41198] ['(4-9i)', '(5+7i)', '(7-6i)', '(8+8i)'] -> (((3-4i) * (5+5i)) - ((5-9i) + (6+4i)))
[41210] ['(4-9i)', '(5+7i)', '(7-5i)', '(8+7i)'] -> (((4-9i) + (5+7i)) + ((7-5i) + (8+7i)))
[41220] ['(4-9i)', '(5+7i)', '(7-4i)', '(8+6i)'] -> (((4-9i) + (5+7i)) + ((7-4i) + (8+6i)))
[41231] ['(4-9i)', '(5+7i)', '(7-3i)', '(8+i)'] -> ((9+5i) + ((1-i) * ((2+3i) + (8+2i))))
[41233] ['(4-9i)', '(5+7i)', '(7-3i)', '(8+5i)'] -> (((4-9i) + (5+7i)) + ((7-3i) + (8+5i)))
[41243] ['(4-9i)', '(5+7i)', '(7-2i)', '(8+4i)'] -> (((4-9i) + (5+7i)) + ((7-2i) + (8+4i)))
[41254] ['(4-9i)', '(5+7i)', '(7-i)', '(8+3i)'] -> (((4-9i) + (5+7i)) + ((7-i) + (8+3i)))
[41258] ['(4-9i)', '(5+7i)', '7', '(8+2i)'] -> (((4-9i) + (5+7i)) + (7 + (8+2i)))
[41264] ['(4-9i)', '(5+7i)', '(7+i)', '(8+i)'] -> (((4-9i) + (5+7i)) + ((7+i) + (8+i)))
[41269] ['(4-9i)', '(5+7i)', '(7+2i)', '8'] -> (((4-9i) + (5+7i)) + ((7+2i) + 8))
[41282] ['(4-9i)', '(5+7i)', '(7+3i)', '(8-i)'] -> (((4-9i) + (5+7i)) + ((7+3i) + (8-i)))
[41297] ['(4-9i)', '(5+7i)', '(7+4i)', '(8-2i)'] -> (((4-9i) + (5+7i)) + ((7+4i) + (8-2i)))
[41310] ['(4-9i)', '(5+7i)', '(7+5i)', '(8-3i)'] -> (((9+6i) * ((1-7i) + (1+5i))) - (6-6i))
[41323] ['(4-9i)', '(5+7i)', '(7+6i)', '(8-4i)'] -> (((4-9i) + (5+7i)) + ((7+6i) + (8-4i)))
[41329] ['(4-9i)', '(5+7i)', '(7+7i)', '(8-5i)'] -> (((4-9i) + (5+7i)) + ((7+7i) + (8-5i)))
[41331] ['(4-9i)', '(5+7i)', '(7+7i)', '(8+9i)'] -> (((4-9i) + (8+9i)) * ((7+7i) - (5+7i)))
[41332] ['(4-9i)', '(5+7i)', '(7+8i)', '(8-6i)'] -> (((9-6i) - (5+2i)) / ((3-i) / (6+6i)))
[41344] ['(4-9i)', '(5+7i)', '(7+9i)', '(8-7i)'] -> (((6-3i) + (6-i)) + ((6+i) + (6+3i)))
[41551] ['(4-9i)', '(5+8i)', '(6-9i)', '(7-8i)'] -> (((5+8i) + (7-8i)) * ((6-9i) - (4-9i)))
[41586] ['(4-9i)', '(5+8i)', '(6-8i)', '(9+9i)'] -> (((4-9i) + (5+8i)) + ((6-8i) + (9+9i)))
[41608] ['(4-9i)', '(5+8i)', '(6-7i)', '(9+8i)'] -> (((4-9i) + (5+8i)) + ((6-7i) + (9+8i)))
[41613] ['(4-9i)', '(5+8i)', '(6-6i)', '(7-3i)'] -> ((6-6i) * (((4-9i) + (5+8i)) - (7-3i)))
[41632] ['(4-9i)', '(5+8i)', '(6-6i)', '(9+7i)'] -> (((4-9i) + (5+8i)) + ((6-6i) + (9+7i)))
[41648] ['(4-9i)', '(5+8i)', '(6-5i)', '(9+6i)'] -> (((4-9i) + (5+8i)) + ((6-5i) + (9+6i)))
[41683] ['(4-9i)', '(5+8i)', '(6-4i)', '(9+5i)'] -> (((4-9i) + (5+8i)) + ((6-4i) + (9+5i)))
[41713] ['(4-9i)', '(5+8i)', '(6-3i)', '(9+4i)'] -> (((4-9i) + (5+8i)) + ((6-3i) + (9+4i)))
[41741] ['(4-9i)', '(5+8i)', '(6-2i)', '(9+3i)'] -> (((4-9i) + (5+8i)) + ((6-2i) + (9+3i)))
[41763] ['(4-9i)', '(5+8i)', '(6-i)', '8'] -> (8 * (((4-9i) + (5+8i)) - (6-i)))
[41777] ['(4-9i)', '(5+8i)', '(6-i)', '(9+2i)'] -> (((4-9i) + (5+8i)) + ((6-i) + (9+2i)))
[41800] ['(4-9i)', '(5+8i)', '6', '(9+i)'] -> (((4-9i) + (5+8i)) + (6 + (9+i)))
[41822] ['(4-9i)', '(5+8i)', '(6+i)', '9'] -> (((1-7i) - (1+5i)) * ((8-5i) - (8-7i)))
[41845] ['(4-9i)', '(5+8i)', '(6+2i)', '(9-i)'] -> (((4-9i) + (5+8i)) + ((6+2i) + (9-i)))
[41864] ['(4-9i)', '(5+8i)', '(6+3i)', '(9-2i)'] -> ((9+3i) + (3i * (-4i - (1+i))))
[41886] ['(4-9i)', '(5+8i)', '(6+4i)', '(9-3i)'] -> ((4+4i) + (-4i * (3i + (1+2i))))
[41906] ['(4-9i)', '(5+8i)', '(6+5i)', '(9-4i)'] -> ((6 * ((9-9i) - (4-8i))) - (6-6i))
[41916] ['(4-9i)', '(5+8i)', '(6+6i)', '(7+i)'] -> ((6+6i) * (((4-9i) + (5+8i)) - (7+i)))
[41926] ['(4-9i)', '(5+8i)', '(6+6i)', '(9-5i)'] -> (((4-9i) + (5+8i)) + ((6+6i) + (9-5i)))
[41953] ['(4-9i)', '(5+8i)', '(6+7i)', '(9-6i)'] -> (((4-9i) + (5+8i)) + ((6+7i) + (9-6i)))
[41970] ['(4-9i)', '(5+8i)', '(6+8i)', '(9-7i)'] -> (((4-9i) + (5+8i)) + ((6+8i) + (9-7i)))
[41981] ['(4-9i)', '(5+8i)', '(6+9i)', '(8-3i)'] -> (6 - ((9+9i) * ((6-3i) - (7-4i))))
[41986] ['(4-9i)', '(5+8i)', '(6+9i)', '(9-8i)'] -> (((6-3i) * (8-8i)) / ((7-3i) - 6))
[42020] ['(4-9i)', '(5+8i)', '(7-8i)', '(8+9i)'] -> (((1-7i) - (1+5i)) * ((9-2i) - (9-4i)))
[42041] ['(4-9i)', '(5+8i)', '(7-7i)', '(8+8i)'] -> (6 * (((6-3i) + 7) - (9-3i)))
[42058] ['(4-9i)', '(5+8i)', '(7-6i)', '(8+7i)'] -> ((8-2i) * ((3-i) - ((6-8i) / (5+3i))))
[42070] ['(4-9i)', '(5+8i)', '(7-5i)', '(8+6i)'] -> (((4-9i) + (5+8i)) + ((7-5i) + (8+6i)))
[42089] ['(4-9i)', '(5+8i)', '(7-4i)', '(8+5i)'] -> (((4-9i) + (5+8i)) + ((7-4i) + (8+5i)))
[42104] ['(4-9i)', '(5+8i)', '(7-3i)', '(8+4i)'] -> ((6-i) - (-4i + (3i * (1+6i))))
[42117] ['(4-9i)', '(5+8i)', '(7-2i)', '(8+3i)'] -> (((4-9i) + (5+8i)) + ((7-2i) + (8+3i)))
[42139] ['(4-9i)', '(5+8i)', '(7-i)', '(8+2i)'] -> ((-4i * (1+7i)) + (3i - (4-i)))
[42154] ['(4-9i)', '(5+8i)', '7', '(8+i)'] -> (((4-9i) + (5+8i)) + (7 + (8+i)))
[42165] ['(4-9i)', '(5+8i)', '(7+i)', '8'] -> (((4-9i) + (5+8i)) + ((7+i) + 8))
[42180] ['(4-9i)', '(5+8i)', '(7+2i)', '(8-i)'] -> ((-4i * 3i) * ((3+8i) - (1+8i)))
[42191] ['(4-9i)', '(5+8i)', '(7+3i)', '(8-2i)'] -> (-4i * ((1+8i) + ((6-3i) / 3i)))
[42204] ['(4-9i)', '(5+8i)', '(7+4i)', '(8-3i)'] -> (((4-9i) + (5+8i)) + ((7+4i) + (8-3i)))
[42217] ['(4-9i)', '(5+8i)', '(7+5i)', '(8-4i)'] -> (((4-9i) + (5+8i)) + ((7+5i) + (8-4i)))
[42230] ['(4-9i)', '(5+8i)', '(7+6i)', '(8-5i)'] -> (((4-9i) + (5+8i)) + ((7+6i) + (8-5i)))
[42236] ['(4-9i)', '(5+8i)', '(7+7i)', '(8-6i)'] -> (((4-9i) + (5+8i)) + ((7+7i) + (8-6i)))
[42248] ['(4-9i)', '(5+8i)', '(7+8i)', '(8-7i)'] -> (((4-5i) + (8+5i)) * ((9-8i) - (7-8i)))
[42251] ['(4-9i)', '(5+8i)', '(7+8i)', '(8+9i)'] -> (((4-9i) + (8+9i)) * ((7+8i) - (5+8i)))
[42260] ['(4-9i)', '(5+8i)', '(7+9i)', '(8-8i)'] -> (((4-9i) + (5+8i)) + ((7+9i) + (8-8i)))
[42570] ['(4-9i)', '(5+9i)', '(6-9i)', '(7-9i)'] -> (((5+9i) + (7-9i)) * ((6-9i) - (4-9i)))
[42584] ['(4-9i)', '(5+9i)', '(6-9i)', '(9+9i)'] -> (((7+6i) * ((7-7i) - (4-5i))) - (9+4i))
[42610] ['(4-9i)', '(5+9i)', '(6-8i)', '(9+8i)'] -> (((4-9i) + (5+9i)) + ((6-8i) + (9+8i)))
[42628] ['(4-9i)', '(5+9i)', '(6-7i)', '(9+7i)'] -> (((4-9i) + (5+9i)) + ((6-7i) + (9+7i)))
[42640] ['(4-9i)', '(5+9i)', '(6-6i)', '(7-2i)'] -> ((6-6i) * (((4-9i) + (5+9i)) - (7-2i)))
[42657] ['(4-9i)', '(5+9i)', '(6-6i)', '(9+6i)'] -> (((4-9i) + (5+9i)) + ((6-6i) + (9+6i)))
[42684] ['(4-9i)', '(5+9i)', '(6-5i)', '(9+5i)'] -> (((4-9i) + (5+9i)) + ((6-5i) + (9+5i)))
[42711] ['(4-9i)', '(5+9i)', '(6-4i)', '(9+4i)'] -> (((2-5i) - (8+i)) * ((3-i) - (5-3i)))
[42728] ['(4-9i)', '(5+9i)', '(6-3i)', '(9+3i)'] -> (((4-9i) + (5+9i)) + ((6-3i) + (9+3i)))
[42757] ['(4-9i)', '(5+9i)', '(6-2i)', '(9+2i)'] -> (((4-9i) + (5+9i)) + ((6-2i) + (9+2i)))
[42773] ['(4-9i)', '(5+9i)', '(6-i)', '(9+i)'] -> (((6-3i) - (6+i)) * (8 - (8-6i)))
[42789] ['(4-9i)', '(5+9i)', '6', '8'] -> (8 * (((4-9i) + (5+9i)) - 6))
[42799] ['(4-9i)', '(5+9i)', '6', '9'] -> (((4-9i) + (5+9i)) + (6 + 9))
[42820] ['(4-9i)', '(5+9i)', '(6+i)', '(9-i)'] -> (((4-9i) + (5+9i)) + ((6+i) + (9-i)))
[42840] ['(4-9i)', '(5+9i)', '(6+2i)', '(9-2i)'] -> (((1-4i) - (3-6i)) * ((1+i) - (7+7i)))
[42868] ['(4-9i)', '(5+9i)', '(6+3i)', '(9-3i)'] -> (((4-9i) + (5+9i)) + ((6+3i) + (9-3i)))
[42888] ['(4-9i)', '(5+9i)', '(6+4i)', '(9-4i)'] -> (((4-9i) + (5+9i)) + ((6+4i) + (9-4i)))
[42905] ['(4-9i)', '(5+9i)', '(6+5i)', '(9-5i)'] -> (((4-9i) + (5+9i)) + ((6+5i) + (9-5i)))
[42912] ['(4-9i)', '(5+9i)', '(6+6i)', '(7+2i)'] -> ((6+6i) * (((4-9i) + (5+9i)) - (7+2i)))
[42920] ['(4-9i)', '(5+9i)', '(6+6i)', '(9-6i)'] -> (((4-9i) + (5+9i)) + ((6+6i) + (9-6i)))
[42937] ['(4-9i)', '(5+9i)', '(6+7i)', '(9-7i)'] -> (((6-3i) - (6+i)) * ((9+i) - (9-5i)))
[42951] ['(4-9i)', '(5+9i)', '(6+8i)', '(9-8i)'] -> (((4-9i) + (5+9i)) + ((6+8i) + (9-8i)))
[42968] ['(4-9i)', '(5+9i)', '(6+9i)', '(9-9i)'] -> (((4-9i) + (5+9i)) + ((6+9i) + (9-9i)))
[42985] ['(4-9i)', '(5+9i)', '(7-9i)', '(8+9i)'] -> (((4-9i) + (5+9i)) + ((7-9i) + (8+9i)))
[43002] ['(4-9i)', '(5+9i)', '(7-8i)', '(8+8i)'] -> (((4-9i) + (5+9i)) + ((7-8i) + (8+8i)))
[43013] ['(4-9i)', '(5+9i)', '(7-7i)', '(8+7i)'] -> (((4-9i) + (5+9i)) + ((7-7i) + (8+7i)))
[43028] ['(4-9i)', '(5+9i)', '(7-6i)', '(8+6i)'] -> (((4-9i) + (5+9i)) + ((7-6i) + (8+6i)))
[43040] ['(4-9i)', '(5+9i)', '(7-5i)', '(8+5i)'] -> (3 * ((3+3i) + ((1-4i) * (1+i))))
[43054] ['(4-9i)', '(5+9i)', '(7-4i)', '(8+4i)'] -> (((4-9i) + (5+9i)) + ((7-4i) + (8+4i)))
[43065] ['(4-9i)', '(5+9i)', '(7-3i)', '(8+3i)'] -> (((4-9i) + (5+9i)) + ((7-3i) + (8+3i)))
[43078] ['(4-9i)', '(5+9i)', '(7-2i)', '(8+2i)'] -> (((4-9i) + (5+9i)) + ((7-2i) + (8+2i)))
[43097] ['(4-9i)', '(5+9i)', '(7-i)', '(8+i)'] -> (((4-9i) + (5+9i)) + ((7-i) + (8+i)))
[43105] ['(4-9i)', '(5+9i)', '7', '8'] -> (((4-9i) + (5+9i)) + (7 + 8))
[43115] ['(4-9i)', '(5+9i)', '(7+i)', '(8-i)'] -> (((4-9i) + (5+9i)) + ((7+i) + (8-i)))
[43123] ['(4-9i)', '(5+9i)', '(7+2i)', '(8-3i)'] -> (((4-9i) + (8-3i)) * ((5+9i) / (7+2i)))
[43124] ['(4-9i)', '(5+9i)', '(7+2i)', '(8-2i)'] -> (((4-9i) + (5+9i)) + ((7+2i) + (8-2i)))
[43143] ['(4-9i)', '(5+9i)', '(7+3i)', '(8-3i)'] -> (-4i * ((3+7i) + ((3-9i) / 3i)))
[43161] ['(4-9i)', '(5+9i)', '(7+4i)', '(8-4i)'] -> (((4-9i) + (5+9i)) + ((7+4i) + (8-4i)))
[43172] ['(4-9i)', '(5+9i)', '(7+5i)', '(8-5i)'] -> (((4-9i) + (5+9i)) + ((7+5i) + (8-5i)))
[43190] ['(4-9i)', '(5+9i)', '(7+6i)', '(8-6i)'] -> (((4-9i) + (5+9i)) + ((7+6i) + (8-6i)))
[43204] ['(4-9i)', '(5+9i)', '(7+7i)', '(8-7i)'] -> (((3-i) * 6) - ((2-5i) - (8+i)))
[43220] ['(4-9i)', '(5+9i)', '(7+8i)', '(8-8i)'] -> (((4-9i) + (5+9i)) + ((7+8i) + (8-8i)))
[43231] ['(4-9i)', '(5+9i)', '(7+9i)', '(8-9i)'] -> (((4-9i) + (5+9i)) + ((7+9i) + (8-9i)))
[43239] ['(4-9i)', '(5+9i)', '(7+9i)', '(8+9i)'] -> ((8-8i) * ((1+i) - ((1-4i) / (3+5i))))
[43497] ['(4-9i)', '(6-9i)', '(6-9i)', '(6+9i)'] -> ((3+3i) * ((4+9i) + ((1-7i) - (1+6i))))
[43522] ['(4-9i)', '(6-9i)', '(6-8i)', '(6+8i)'] -> (((6-9i) - (4-9i)) * ((6-8i) + (6+8i)))
[43535] ['(4-9i)', '(6-9i)', '(6-7i)', '(6-6i)'] -> (((6-9i) * ((6-7i) - (4-9i))) - (6-6i))
[43540] ['(4-9i)', '(6-9i)', '(6-7i)', '(6+7i)'] -> (((6-9i) - (4-9i)) * ((6-7i) + (6+7i)))
[43576] ['(4-9i)', '(6-9i)', '(6-6i)', '(6+6i)'] -> (((6-9i) - (4-9i)) * ((6-6i) + (6+6i)))
[43603] ['(4-9i)', '(6-9i)', '(6-5i)', '(6+5i)'] -> (((6-9i) - (4-9i)) * ((6-5i) + (6+5i)))
[43632] ['(4-9i)', '(6-9i)', '(6-4i)', '(6+4i)'] -> (((6-9i) - (4-9i)) * ((6-4i) + (6+4i)))
[43662] ['(4-9i)', '(6-9i)', '(6-3i)', '(6+3i)'] -> (8 * ((6+3i) - ((1-i) + (2+4i))))
[43692] ['(4-9i)', '(6-9i)', '(6-2i)', '(6-i)'] -> (((6-2i) * (6-i)) - ((4-9i) + (6-9i)))
[43693] ['(4-9i)', '(6-9i)', '(6-2i)', '(6+2i)'] -> (((6-9i) - (4-9i)) * ((6-2i) + (6+2i)))
[43723] ['(4-9i)', '(6-9i)', '(6-i)', '(6+i)'] -> (((6-9i) - (4-9i)) * ((6-i) + (6+i)))
[43762] ['(4-9i)', '(6-9i)', '6', '8'] -> (3i * ((-4i + (3+5i)) - (3+9i)))
[43848] ['(4-9i)', '(6-9i)', '(6+6i)', '(7-2i)'] -> (((4+3i) * ((1-4i) * (1+i))) - (5+3i))
[43930] ['(4-9i)', '(6-9i)', '(7-8i)', '(8-3i)'] -> (((4-9i) + (8-3i)) * ((7-8i) - (6-9i)))
[43955] ['(4-9i)', '(6-9i)', '(7-6i)', '(7+3i)'] -> (((4-9i) * ((7-6i) - (6-9i))) - (7+3i))
[44178] ['(4-9i)', '(6-9i)', '(7+9i)', '(7+9i)'] -> (((4-9i) + (6-9i)) + ((7+9i) + (7+9i)))
[44191] ['(4-9i)', '(6-9i)', '(8-9i)', '(8+9i)'] -> (((4-9i) + (8+9i)) * ((8-9i) - (6-9i)))
[44513] ['(4-9i)', '(6-8i)', '(6-2i)', '(6+6i)'] -> (((6-2i) * (6+6i)) / ((6-8i) - (4-9i)))
[44549] ['(4-9i)', '(6-8i)', '6', '(6+i)'] -> (6 * ((6+i) + ((4-9i) - (6-8i))))
[44560] ['(4-9i)', '(6-8i)', '6', '(8+4i)'] -> (-4i * ((5-4i) + (3i - (5-7i))))
[44624] ['(4-9i)', '(6-8i)', '(6+3i)', '8'] -> (((6+3i) * 8) / ((6-8i) - (4-9i)))
[44714] ['(4-9i)', '(6-8i)', '(6+8i)', '(8+9i)'] -> (((3-4i) + (5-7i)) + ((8+5i) + (8+6i)))
[44728] ['(4-9i)', '(6-8i)', '(6+9i)', '(8+8i)'] -> (((4-9i) + (6-8i)) + ((6+9i) + (8+8i)))
[44767] ['(4-9i)', '(6-8i)', '(7-7i)', '(8-3i)'] -> (((4-9i) + (8-3i)) * ((7-7i) - (6-8i)))
[44799] ['(4-9i)', '(6-8i)', '(7-5i)', '(7+3i)'] -> (((4-9i) * ((7-5i) - (6-8i))) - (7+3i))
[44915] ['(4-9i)', '(6-8i)', '(7+8i)', '(7+9i)'] -> (((4-9i) + (6-8i)) + ((7+8i) + (7+9i)))
[44955] ['(4-9i)', '(6-8i)', '(8-8i)', '(8+9i)'] -> (((4-9i) + (8+9i)) * ((8-8i) - (6-8i)))
[45079] ['(4-9i)', '(6-8i)', '(8+4i)', '(8+8i)'] -> (((5-6i) - (5+6i)) / ((3-4i) / (8+6i)))
[45188] ['(4-9i)', '(6-7i)', '(6-6i)', '(6-6i)'] -> (((6-7i) * (6-6i)) - ((4-9i) * (6-6i)))
[45200] ['(4-9i)', '(6-7i)', '(6-6i)', '(9+4i)'] -> (((6-7i) * ((6-6i) - (4-9i))) - (9+4i))
[45267] ['(4-9i)', '(6-7i)', '(6-2i)', '(7-8i)'] -> (((3-i) * (5+6i)) - ((6+5i) - (9-8i)))
[45306] ['(4-9i)', '(6-7i)', '6', '(6+2i)'] -> ((6-i) - ((3-4i) * ((5-6i) - (7-3i))))
[45319] ['(4-9i)', '(6-7i)', '6', '(8+8i)'] -> ((6 * (8+8i)) / ((6-7i) - (4-9i)))
[45368] ['(4-9i)', '(6-7i)', '(6+2i)', '(8-7i)'] -> (((8-7i) * ((6-7i) - (4-9i))) - (6+2i))
[45450] ['(4-9i)', '(6-7i)', '(6+6i)', '8'] -> (((6+6i) * 8) / ((6-7i) - (4-9i)))
[45452] ['(4-9i)', '(6-7i)', '(6+6i)', '(9-6i)'] -> (-4i * ((7+i) + (3i - (7-2i))))
[45473] ['(4-9i)', '(6-7i)', '(6+7i)', '(8+9i)'] -> (((4-9i) + (6-7i)) + ((6+7i) + (8+9i)))
[45496] ['(4-9i)', '(6-7i)', '(6+8i)', '(8+8i)'] -> (((4-9i) + (6-7i)) + ((6+8i) + (8+8i)))
[45512] ['(4-9i)', '(6-7i)', '(6+9i)', '(8+7i)'] -> (((4-9i) + (6-7i)) + ((6+9i) + (8+7i)))
[45525] ['(4-9i)', '(6-7i)', '(7-9i)', '(8-4i)'] -> (((7-9i) * ((6-7i) - (4-9i))) - (8-4i))
[45557] ['(4-9i)', '(6-7i)', '(7-7i)', '(8-9i)'] -> (((6-7i) * ((7-7i) - (4-9i))) - (8-9i))
[45572] ['(4-9i)', '(6-7i)', '(7-6i)', '(8-3i)'] -> (((4-9i) + (8-3i)) * ((7-6i) - (6-7i)))
[45592] ['(4-9i)', '(6-7i)', '(7-4i)', '(7+3i)'] -> (((4-9i) * ((7-4i) - (6-7i))) - (7+3i))
[45660] ['(4-9i)', '(6-7i)', '(7+i)', '(7+5i)'] -> ((7-6i) - ((4-3i) * ((3-9i) - (5-6i))))
[45737] ['(4-9i)', '(6-7i)', '(7+7i)', '(7+9i)'] -> (((4-9i) + (6-7i)) + ((7+7i) + (7+9i)))
[45749] ['(4-9i)', '(6-7i)', '(7+8i)', '(7+8i)'] -> (((4-9i) + (6-7i)) + ((7+8i) + (7+8i)))
[45790] ['(4-9i)', '(6-7i)', '(8-8i)', '8'] -> (((8-8i) * ((6-7i) - (4-9i))) - 8)
[45814] ['(4-9i)', '(6-7i)', '(8-7i)', '(8+9i)'] -> (3i * ((9-3i) - (-4i + (9+9i))))
