[1] ['1', '1', '3'] -> (1 / 3) - 1 mod 37
[873] ['21', '21', '25'] -> 25 - (21 / 21) mod 37
[874] ['21', '21', '26'] -> (26 / 21) + 21 mod 37
[875] ['21', '21', '30'] -> 21 - (21 / 30) mod 37
[876] ['21', '21', '33'] -> (21 + 33) * 21 mod 37
[877] ['21', '21', '34'] -> 21 / (21 - 34) mod 37
[878] ['21', '22', '22'] -> (22 * 22) + 21 mod 37
[879] ['2', '2', '9'] -> (2 + 9) / 2 mod 37
[880] ['21', '22', '27'] -> (21 / 27) - 22 mod 37
[881] ['21', '22', '34'] -> (22 * 34) - 21 mod 37
[882] ['21', '22', '35'] -> 21 / (22 - 35) mod 37
[883] ['21', '22', '36'] -> (22 - 36) / 21 mod 37
[884] ['21', '23', '32'] -> (32 / 23) + 21 mod 37
[885] ['21', '25', '27'] -> (21 * 27) - 25 mod 37
[886] ['21', '26', '26'] -> (21 - 26) / 26 mod 37
[887] ['21', '26', '30'] -> (26 * 30) + 21 mod 37
[888] ['21', '26', '31'] -> (26 / 31) - 21 mod 37
[889] ['21', '26', '36'] -> (21 / 26) + 36 mod 37
[890] ['1', '2', '30'] -> (2 * 30) + 1 mod 37
[891] ['2', '2', '11'] -> (11 * 2) + 2 mod 37
[892] ['21', '27', '27'] -> (27 + 27) * 21 mod 37
[893] ['21', '27', '34'] -> 21 / (27 + 34) mod 37
[894] ['21', '28', '28'] -> (21 * 28) + 28 mod 37
[895] ['21', '29', '33'] -> 29 / (33 - 21) mod 37
[896] ['21', '29', '35'] -> (21 * 35) + 29 mod 37
[897] ['21', '30', '30'] -> (30 + 30) / 21 mod 37
[898] ['21', '30', '35'] -> (21 - 35) * 30 mod 37
[899] ['21', '30', '36'] -> 36 - (30 / 21) mod 37
[900] ['21', '31', '36'] -> 31 - (36 / 21) mod 37
[901] ['21', '32', '32'] -> 32 / (21 - 32) mod 37
[902] ['2', '2', '15'] -> (15 / 2) - 2 mod 37
[903] ['21', '32', '34'] -> (34 / 32) - 21 mod 37
[904] ['21', '33', '33'] -> (33 / 21) + 33 mod 37
[905] ['21', '33', '34'] -> (21 * 33) + 34 mod 37
[906] ['21', '34', '34'] -> (34 / 21) - 34 mod 37
[907] ['21', '36', '36'] -> 36 / (21 + 36) mod 37
[908] ['22', '22', '29'] -> (22 * 29) - 22 mod 37
[909] ['22', '22', '30'] -> 22 - (30 / 22) mod 37
[910] ['22', '22', '32'] -> (32 - 22) / 22 mod 37
[911] ['22', '23', '27'] -> 22 / (27 - 23) mod 37
[912] ['22', '23', '29'] -> (22 - 29) * 23 mod 37
[913] ['2', '2', '23'] -> (2 / 2) + 23 mod 37
[914] ['22', '23', '30'] -> (23 / 30) + 22 mod 37
[915] ['22', '24', '36'] -> (22 + 36) / 24 mod 37
[916] ['22', '25', '33'] -> 25 / (22 + 33) mod 37
[917] ['22', '25', '36'] -> (25 / 22) - 36 mod 37
[918] ['22', '26', '36'] -> (36 - 26) / 22 mod 37
[919] ['22', '27', '27'] -> (27 - 22) * 27 mod 37
[920] ['22', '27', '30'] -> 27 / (22 + 30) mod 37
[921] ['22', '27', '31'] -> 22 / (31 - 27) mod 37
[922] ['22', '27', '33'] -> (22 / 27) - 33 mod 37
[923] ['22', '28', '28'] -> (28 - 22) / 28 mod 37
[924] ['2', '2', '25'] -> 25 - (2 / 2) mod 37
[925] ['22', '28', '29'] -> 22 - (28 * 29) mod 37
[926] ['22', '28', '34'] -> (34 / 22) - 28 mod 37
[927] ['22', '29', '29'] -> (22 - 29) / 29 mod 37
[928] ['22', '29', '32'] -> (29 / 32) - 22 mod 37
[929] ['22', '30', '31'] -> (22 / 30) - 31 mod 37
[930] ['22', '30', '35'] -> (30 + 35) * 22 mod 37
[931] ['22', '30', '36'] -> (22 - 36) * 30 mod 37
[932] ['22', '31', '32'] -> (22 - 31) / 32 mod 37
[933] ['22', '32', '32'] -> (32 - 22) * 32 mod 37
[934] ['22', '33', '33'] -> (33 / 22) - 33 mod 37
[935] ['2', '2', '26'] -> 2 - (2 * 26) mod 37
[936] ['22', '34', '34'] -> (34 * 34) - 22 mod 37
[937] ['23', '23', '23'] -> (23 / 23) + 23 mod 37
[938] ['23', '23', '25'] -> 25 - (23 / 23) mod 37
[939] ['23', '23', '26'] -> (23 - 26) / 23 mod 37
[940] ['23', '23', '29'] -> (23 * 29) + 23 mod 37
[941] ['23', '23', '30'] -> (23 - 30) * 23 mod 37
[942] ['23', '24', '35'] -> (23 + 35) / 24 mod 37
[943] ['23', '25', '30'] -> (25 * 30) - 23 mod 37
[944] ['23', '25', '31'] -> (31 - 23) / 25 mod 37
[945] ['23', '26', '35'] -> 35 / (26 - 23) mod 37
[946] ['2', '2', '30'] -> 2 - (30 / 2) mod 37
[947] ['23', '27', '27'] -> (27 / 27) + 23 mod 37
[948] ['23', '27', '29'] -> 27 / (23 + 29) mod 37
[949] ['23', '28', '30'] -> 23 / (28 + 30) mod 37
[950] ['23', '28', '32'] -> (23 * 32) + 28 mod 37
[951] ['23', '28', '35'] -> (28 - 35) * 23 mod 37
[952] ['23', '28', '36'] -> (23 + 36) * 28 mod 37
[953] ['23', '29', '31'] -> (31 / 29) - 23 mod 37
[954] ['23', '29', '32'] -> (29 - 32) / 23 mod 37
[955] ['23', '29', '36'] -> (29 - 36) * 23 mod 37
[956] ['23', '30', '30'] -> (30 / 30) + 23 mod 37
[957] ['2', '2', '32'] -> 2 / (2 + 32) mod 37
[958] ['23', '30', '32'] -> (30 / 23) - 32 mod 37
[959] ['23', '30', '33'] -> (30 - 33) / 23 mod 37
[960] ['23', '31', '36'] -> (31 + 36) * 23 mod 37
[961] ['23', '32', '34'] -> 32 / (23 - 34) mod 37
[962] ['23', '33', '33'] -> (33 / 33) + 23 mod 37
[963] ['23', '33', '36'] -> (33 - 36) / 23 mod 37
[964] ['23', '34', '34'] -> (34 / 34) + 23 mod 37
[965] ['23', '34', '36'] -> 36 / (23 + 34) mod 37
[966] ['24', '26', '32'] -> (26 + 32) / 24 mod 37
[967] ['24', '27', '31'] -> (27 + 31) / 24 mod 37
[968] ['2', '2', '36'] -> 2 / (36 - 2) mod 37
[969] ['25', '25', '25'] -> 25 - (25 / 25) mod 37
[970] ['25', '25', '27'] -> (25 - 27) * 25 mod 37
[971] ['25', '25', '28'] -> (25 * 25) + 28 mod 37
[972] ['25', '25', '30'] -> 25 / (25 + 30) mod 37
[973] ['25', '25', '33'] -> (33 - 25) / 25 mod 37
[974] ['25', '25', '34'] -> (25 * 34) + 25 mod 37
[975] ['25', '26', '26'] -> 25 - (26 / 26) mod 37
[976] ['25', '27', '34'] -> (27 - 25) / 34 mod 37
[977] ['25', '27', '35'] -> (35 - 27) / 25 mod 37
[978] ['25', '27', '36'] -> (36 / 25) + 27 mod 37
[979] ['2', '3', '10'] -> (10 - 2) * 3 mod 37
[980] ['25', '28', '28'] -> 25 - (28 / 28) mod 37
[981] ['25', '28', '31'] -> (31 - 25) / 28 mod 37
[982] ['25', '28', '33'] -> (28 * 33) + 25 mod 37
[983] ['25', '28', '36'] -> (36 - 28) / 25 mod 37
[984] ['25', '29', '29'] -> 25 - (29 / 29) mod 37
[985] ['25', '29', '33'] -> (25 / 29) - 33 mod 37
[986] ['25', '29', '35'] -> (25 * 29) - 35 mod 37
[987] ['25', '30', '33'] -> 30 / (25 - 33) mod 37
[988] ['25', '30', '34'] -> 34 - (25 * 30) mod 37
[989] ['25', '31', '35'] -> (31 * 35) - 25 mod 37
[990] ['2', '3', '20'] -> (2 - 3) / 20 mod 37
[991] ['25', '32', '32'] -> 25 - (32 / 32) mod 37
[992] ['25', '33', '33'] -> 25 - (33 / 33) mod 37
[993] ['25', '33', '36'] -> (33 / 25) + 36 mod 37
[994] ['25', '34', '34'] -> 25 - (34 / 34) mod 37
[995] ['25', '34', '36'] -> (34 - 36) * 25 mod 37
[996] ['25', '35', '35'] -> 25 - (35 / 35) mod 37
[997] ['26', '26', '27'] -> 27 / (26 + 26) mod 37
[998] ['26', '26', '29'] -> (26 + 29) * 26 mod 37
[999] ['26', '26', '31'] -> (26 - 31) / 26 mod 37
[1000] ['26', '26', '33'] -> (26 + 26) / 33 mod 37
[1001] ['1', '2', '31'] -> (2 * 31) - 1 mod 37
[1002] ['2', '3', '21'] -> (21 * 3) - 2 mod 37
[1003] ['26', '26', '34'] -> 34 - (26 * 26) mod 37
[1004] ['26', '27', '28'] -> (27 + 28) * 26 mod 37
[1005] ['26', '27', '33'] -> (33 / 26) + 27 mod 37
[1006] ['26', '27', '34'] -> (26 / 27) + 34 mod 37
[1007] ['26', '27', '35'] -> 35 - (27 / 26) mod 37
[1008] ['26', '28', '32'] -> (32 - 26) / 28 mod 37
[1009] ['26', '28', '36'] -> (26 * 28) + 36 mod 37
[1010] ['26', '29', '29'] -> (26 - 29) * 29 mod 37
[1011] ['26', '29', '35'] -> 35 / (29 - 26) mod 37
[1012] ['26', '30', '33'] -> (26 / 30) + 33 mod 37
[1013] ['2', '3', '26'] -> (2 / 3) - 26 mod 37
[1014] ['26', '31', '35'] -> 31 / (35 - 26) mod 37
[1015] ['26', '32', '35'] -> (26 - 35) / 32 mod 37
[1016] ['26', '32', '36'] -> (36 - 26) * 32 mod 37
[1017] ['26', '35', '35'] -> (26 * 35) - 35 mod 37
[1018] ['27', '27', '28'] -> (27 / 28) + 27 mod 37
[1019] ['27', '27', '29'] -> (27 + 29) / 27 mod 37
[1020] ['27', '27', '31'] -> (27 / 31) - 27 mod 37
[1021] ['27', '27', '33'] -> 27 - (27 * 33) mod 37
[1022] ['27', '28', '28'] -> (28 + 28) / 27 mod 37
[1023] ['27', '28', '30'] -> (27 * 30) + 28 mod 37
[1024] ['2', '3', '27'] -> (2 + 3) * 27 mod 37
[1025] ['27', '28', '35'] -> (35 / 27) - 28 mod 37
[1026] ['27', '28', '36'] -> 36 - (28 / 27) mod 37
[1027] ['27', '29', '35'] -> 29 - (27 / 35) mod 37
[1028] ['27', '31', '32'] -> 32 - (31 / 27) mod 37
[1029] ['27', '31', '33'] -> (33 / 27) + 31 mod 37
[1030] ['27', '31', '35'] -> 27 - (31 / 35) mod 37
[1031] ['27', '32', '32'] -> (32 / 27) - 32 mod 37
[1032] ['27', '34', '35'] -> (27 - 35) * 34 mod 37
[1033] ['27', '35', '35'] -> (27 + 35) * 35 mod 37
[1034] ['28', '28', '29'] -> (28 / 29) - 28 mod 37
[1035] ['2', '4', '4'] -> (2 + 4) * 4 mod 37
[1036] ['28', '28', '30'] -> (28 / 30) + 28 mod 37
[1037] ['28', '28', '33'] -> 28 / (28 - 33) mod 37
[1038] ['28', '28', '34'] -> (34 - 28) / 28 mod 37
[1039] ['28', '28', '36'] -> (36 / 28) + 28 mod 37
[1040] ['28', '29', '29'] -> 29 - (29 / 28) mod 37
[1041] ['28', '29', '30'] -> (29 + 30) * 28 mod 37
[1042] ['28', '29', '31'] -> (28 - 31) * 29 mod 37
[1043] ['28', '29', '32'] -> (32 / 29) + 28 mod 37
[1044] ['28', '29', '36'] -> 36 / (28 + 29) mod 37
[1045] ['28', '30', '33'] -> 33 - (30 / 28) mod 37
[1046] ['2', '4', '5'] -> (2 / 4) + 5 mod 37
[1047] ['28', '32', '32'] -> 32 - (28 * 32) mod 37
[1048] ['28', '34', '34'] -> (28 * 34) + 34 mod 37
[1049] ['28', '35', '36'] -> (28 / 35) - 36 mod 37
[1050] ['29', '29', '32'] -> (29 - 32) * 29 mod 37
[1051] ['29', '29', '33'] -> (29 * 33) + 29 mod 37
[1052] ['29', '29', '35'] -> (29 * 35) - 29 mod 37
[1053] ['29', '29', '36'] -> (29 - 36) / 29 mod 37
[1054] ['29', '30', '32'] -> (29 * 30) - 32 mod 37
[1055] ['29', '30', '33'] -> (30 - 33) * 29 mod 37
[1056] ['29', '30', '36'] -> (36 / 30) - 29 mod 37
[1057] ['2', '4', '6'] -> 6 - (2 / 4) mod 37
[1058] ['29', '32', '34'] -> 32 / (29 + 34) mod 37
[1059] ['29', '33', '33'] -> (33 * 33) - 29 mod 37
[1060] ['29', '35', '36'] -> (35 + 36) * 29 mod 37
[1061] ['30', '30', '30'] -> (30 + 30) * 30 mod 37
[1062] ['30', '30', '34'] -> 34 / (30 + 30) mod 37
[1063] ['30', '33', '34'] -> (33 / 30) + 34 mod 37
[1064] ['30', '34', '36'] -> (30 + 36) * 34 mod 37
[1065] ['30', '35', '35'] -> (30 / 35) - 35 mod 37
[1066] ['31', '31', '34'] -> (31 * 34) - 31 mod 37
[1067] ['31', '32', '32'] -> 32 / (31 + 32) mod 37
[1068] ['2', '4', '10'] -> (10 * 2) + 4 mod 37
[1069] ['31', '33', '33'] -> (31 / 33) - 33 mod 37
[1070] ['31', '34', '36'] -> (34 + 36) * 31 mod 37
[1071] ['32', '32', '36'] -> (32 * 32) + 36 mod 37
[1072] ['32', '35', '35'] -> 35 / (35 - 32) mod 37
[1073] ['32', '35', '36'] -> (36 / 35) - 32 mod 37
[1074] ['33', '33', '34'] -> (33 + 33) * 34 mod 37
[1075] ['33', '33', '35'] -> (33 + 35) * 33 mod 37
[1076] ['33', '33', '36'] -> (36 / 33) + 33 mod 37
[1077] ['33', '34', '36'] -> 36 - (33 * 34) mod 37
[1078] ['33', '35', '36'] -> 35 / (36 - 33) mod 37
[1079] ['2', '4', '13'] -> 2 - (13 * 4) mod 37
[1080] ['34', '34', '36'] -> (36 - 34) / 34 mod 37
[1081] ['34', '36', '36'] -> (36 / 34) + 36 mod 37
[1082] ['2', '4', '21'] -> (2 * 4) - 21 mod 37
[1083] ['2', '4', '23'] -> 2 - (23 / 4) mod 37
[1084] ['1', '1', '8'] -> 1 - (1 / 8) mod 37
[1085] ['1', '2', '33'] -> 2 / (1 + 33) mod 37
[1086] ['2', '4', '28'] -> (2 + 4) / 28 mod 37
[1087] ['2', '5', '11'] -> (11 - 2) / 5 mod 37
[1088] ['2', '5', '19'] -> (19 / 5) - 2 mod 37
[1089] ['2', '5', '35'] -> 35 / (5 - 2) mod 37
[1090] ['2', '6', '11'] -> 6 / (2 - 11) mod 37
[1091] ['2', '6', '22'] -> 22 / (6 - 2) mod 37
[1092] ['2', '6', '26'] -> 6 / (2 + 26) mod 37
[1093] ['2', '6', '27'] -> 27 - (6 / 2) mod 37
[1094] ['2', '6', '33'] -> (2 / 33) + 6 mod 37
[1095] ['2', '7', '32'] -> (7 - 32) * 2 mod 37
[1096] ['1', '3', '3'] -> (1 - 3) / 3 mod 37
[1097] ['2', '8', '8'] -> (2 * 8) + 8 mod 37
[1098] ['2', '8', '11'] -> 2 / (8 - 11) mod 37
[1099] ['2', '8', '12'] -> (12 * 8) + 2 mod 37
[1100] ['2', '8', '15'] -> 15 - (2 / 8) mod 37
[1101] ['2', '8', '16'] -> (16 * 2) - 8 mod 37
[1102] ['2', '8', '17'] -> (8 / 2) - 17 mod 37
[1103] ['2', '8', '25'] -> 2 - (25 * 8) mod 37
[1104] ['2', '8', '26'] -> 2 / (26 + 8) mod 37
[1105] ['2', '8', '36'] -> (2 - 36) * 8 mod 37
[1106] ['2', '9', '11'] -> 9 - (11 * 2) mod 37
[1107] ['1', '3', '5'] -> 1 - (5 / 3) mod 37
[1108] ['2', '9', '18'] -> (2 / 18) - 9 mod 37
[1109] ['2', '9', '19'] -> (2 + 9) * 19 mod 37
[1110] ['2', '9', '27'] -> 9 - (2 / 27) mod 37
[1111] ['2', '9', '32'] -> (2 / 9) + 32 mod 37
[1112] ['2', '9', '33'] -> (33 - 2) / 9 mod 37
[1113] ['2', '9', '36'] -> (9 / 2) - 36 mod 37
[1114] ['2', '10', '10'] -> (10 * 10) - 2 mod 37
[1115] ['2', '10', '18'] -> (10 / 2) - 18 mod 37
[1116] ['2', '10', '22'] -> (22 - 10) * 2 mod 37
[1117] ['2', '10', '26'] -> (10 / 26) - 2 mod 37
[1118] ['1', '3', '6'] -> (1 + 3) * 6 mod 37
[1119] ['2', '10', '31'] -> (31 / 2) - 10 mod 37
[1120] ['2', '11', '12'] -> 11 - (12 * 2) mod 37
[1121] ['2', '11', '14'] -> 2 / (11 - 14) mod 37
[1122] ['2', '11', '16'] -> 16 / (11 + 2) mod 37
[1123] ['2', '11', '18'] -> 2 - (11 / 18) mod 37
[1124] ['2', '11', '19'] -> (11 / 19) + 2 mod 37
[1125] ['2', '11', '25'] -> (2 * 25) + 11 mod 37
[1126] ['2', '11', '27'] -> (27 / 11) - 2 mod 37
[1127] ['2', '11', '31'] -> 31 / (11 - 2) mod 37
[1128] ['2', '11', '32'] -> (2 - 11) / 32 mod 37
[1129] ['1', '3', '23'] -> 1 / (3 - 23) mod 37
[1130] ['2', '12', '13'] -> 12 - (13 / 2) mod 37
[1131] ['2', '12', '17'] -> 12 / (17 + 2) mod 37
[1132] ['2', '12', '20'] -> 12 / (2 - 20) mod 37
[1133] ['2', '12', '29'] -> 2 - (12 * 29) mod 37
[1134] ['2', '12', '36'] -> (12 + 36) / 2 mod 37
[1135] ['2', '13', '15'] -> 13 - (15 / 2) mod 37
[1136] ['2', '13', '17'] -> (2 / 17) + 13 mod 37
[1137] ['2', '13', '20'] -> 13 - (2 / 20) mod 37
[1138] ['2', '13', '22'] -> (22 / 2) + 13 mod 37
[1139] ['2', '13', '23'] -> (2 - 23) / 13 mod 37
[1140] ['1', '3', '25'] -> (1 - 3) * 25 mod 37
[1141] ['2', '13', '25'] -> (25 - 13) * 2 mod 37
[1142] ['2', '14', '26'] -> (26 - 14) * 2 mod 37
[1143] ['2', '14', '28'] -> (14 * 28) + 2 mod 37
[1144] ['2', '14', '34'] -> (14 + 34) / 2 mod 37
[1145] ['2', '15', '16'] -> 16 / (15 - 2) mod 37
[1146] ['2', '15', '20'] -> (20 / 15) - 2 mod 37
[1147] ['2', '15', '25'] -> (2 + 25) / 15 mod 37
[1148] ['2', '15', '27'] -> (27 - 15) * 2 mod 37
[1149] ['2', '15', '33'] -> (15 + 33) / 2 mod 37
[1150] ['2', '16', '20'] -> (2 * 20) - 16 mod 37
[1151] ['1', '3', '31'] -> (1 + 3) / 31 mod 37
[1152] ['2', '16', '22'] -> (22 - 2) * 16 mod 37
[1153] ['2', '16', '29'] -> (16 * 2) + 29 mod 37
[1154] ['2', '16', '30'] -> (2 - 16) * 30 mod 37
[1155] ['2', '17', '17'] -> 2 / (17 + 17) mod 37
[1156] ['2', '17', '18'] -> (2 - 18) * 17 mod 37
[1157] ['2', '17', '20'] -> 2 / (17 - 20) mod 37
[1158] ['2', '17', '21'] -> 21 - (17 * 2) mod 37
[1159] ['2', '17', '24'] -> (2 / 17) - 24 mod 37
[1160] ['2', '17', '26'] -> (17 / 26) + 2 mod 37
[1161] ['2', '17', '31'] -> (17 + 31) / 2 mod 37
[1162] ['1', '3', '32'] -> (32 / 3) + 1 mod 37
[1163] ['2', '17', '34'] -> (17 / 2) + 34 mod 37
[1164] ['2', '17', '36'] -> (2 + 36) / 17 mod 37
[1165] ['2', '18', '26'] -> (26 / 18) + 2 mod 37
[1166] ['2', '18', '27'] -> (27 - 2) / 18 mod 37
[1167] ['2', '18', '32'] -> (18 / 32) - 2 mod 37
[1168] ['2', '18', '36'] -> 36 / (18 + 2) mod 37
[1169] ['2', '19', '20'] -> (2 / 19) + 20 mod 37
[1170] ['2', '19', '26'] -> 2 - (26 / 19) mod 37
[1171] ['2', '19', '36'] -> 36 / (2 - 19) mod 37
[1172] ['2', '20', '21'] -> (2 * 20) + 21 mod 37
[1173] ['1', '3', '33'] -> (3 * 33) - 1 mod 37
[1174] ['2', '20', '25'] -> 25 / (20 - 2) mod 37
[1175] ['2', '20', '33'] -> (33 / 20) + 2 mod 37
[1176] ['2', '21', '29'] -> 29 - (2 * 21) mod 37
[1177] ['2', '21', '33'] -> (33 - 21) * 2 mod 37
[1178] ['2', '22', '23'] -> (2 * 23) - 22 mod 37
[1179] ['2', '22', '24'] -> (22 / 2) - 24 mod 37
[1180] ['2', '22', '25'] -> 2 / (22 - 25) mod 37
[1181] ['2', '22', '27'] -> (22 + 27) * 2 mod 37
[1182] ['2', '22', '31'] -> 31 - (2 * 22) mod 37
[1183] ['2', '25', '26'] -> (2 * 25) - 26 mod 37
[1184] ['1', '4', '4'] -> (1 / 4) - 4 mod 37
[1185] ['2', '25', '29'] -> (25 * 29) + 2 mod 37
[1186] ['2', '25', '32'] -> (32 / 25) + 2 mod 37
[1187] ['2', '26', '28'] -> (2 * 26) - 28 mod 37
[1188] ['2', '26', '29'] -> 2 / (26 - 29) mod 37
[1189] ['2', '26', '30'] -> (2 + 30) / 26 mod 37
[1190] ['2', '26', '32'] -> (2 + 26) / 32 mod 37
[1191] ['2', '26', '34'] -> (34 - 2) / 26 mod 37
[1192] ['2', '26', '35'] -> (26 * 35) + 2 mod 37
[1193] ['2', '27', '27'] -> (27 * 27) - 2 mod 37
[1194] ['2', '27', '31'] -> (31 / 2) + 27 mod 37
[1195] ['1', '1', '11'] -> 11 / (1 + 1) mod 37
[1196] ['1', '4', '8'] -> (4 - 1) * 8 mod 37
[1197] ['2', '28', '33'] -> (2 - 33) / 28 mod 37
[1198] ['2', '28', '34'] -> 28 / (34 - 2) mod 37
[1199] ['2', '29', '36'] -> (36 - 2) * 29 mod 37
[1200] ['2', '30', '32'] -> (30 - 2) / 32 mod 37
[1201] ['2', '30', '35'] -> (30 / 35) + 2 mod 37
[1202] ['2', '30', '36'] -> (2 * 30) - 36 mod 37
[1203] ['2', '31', '31'] -> (2 + 31) * 31 mod 37
[1204] ['2', '31', '33'] -> (2 / 33) - 31 mod 37
[1205] ['2', '32', '33'] -> (2 * 33) + 32 mod 37
[1206] ['2', '32', '35'] -> 2 / (32 - 35) mod 37
[1207] ['1', '4', '9'] -> 9 / (1 + 4) mod 37
[1208] ['2', '32', '36'] -> 2 - (36 / 32) mod 37
[1209] ['2', '33', '36'] -> 2 / (33 - 36) mod 37
[1210] ['3', '3', '4'] -> (3 + 3) * 4 mod 37
[1211] ['3', '3', '9'] -> (3 * 9) - 3 mod 37
[1212] ['3', '3', '14'] -> (3 / 3) - 14 mod 37
[1213] ['3', '3', '16'] -> (3 / 16) + 3 mod 37
[1214] ['3', '3', '21'] -> 3 - (3 / 21) mod 37
[1215] ['3', '3', '22'] -> (3 * 3) - 22 mod 37
[1216] ['3', '3', '23'] -> (3 / 3) + 23 mod 37
[1217] ['3', '3', '25'] -> 25 - (3 / 3) mod 37
[1218] ['1', '4', '11'] -> (1 + 4) / 11 mod 37
[1219] ['3', '3', '28'] -> (3 + 3) / 28 mod 37
[1220] ['3', '4', '6'] -> (4 - 6) / 3 mod 37
[1221] ['3', '4', '7'] -> (4 / 7) - 3 mod 37
[1222] ['3', '4', '8'] -> (3 + 4) / 8 mod 37
[1223] ['3', '4', '16'] -> (16 * 4) - 3 mod 37
[1224] ['3', '4', '36'] -> 36 - (3 * 4) mod 37
[1225] ['3', '5', '8'] -> 5 / (3 + 8) mod 37
[1226] ['3', '5', '10'] -> (5 / 3) + 10 mod 37
[1227] ['3', '5', '14'] -> 5 / (14 - 3) mod 37
[1228] ['3', '5', '17'] -> 5 - (17 / 3) mod 37
[1229] ['1', '4', '12'] -> (4 / 12) - 1 mod 37
[1230] ['3', '5', '20'] -> (20 / 3) + 5 mod 37
[1231] ['3', '5', '29'] -> 5 / (3 - 29) mod 37
[1232] ['3', '6', '17'] -> (17 / 3) + 6 mod 37
[1233] ['3', '6', '30'] -> (3 + 30) / 6 mod 37
[1234] ['3', '7', '7'] -> 3 / (7 + 7) mod 37
[1235] ['3', '7', '8'] -> 8 - (3 * 7) mod 37
[1236] ['3', '7', '12'] -> 3 - (7 / 12) mod 37
[1237] ['3', '7', '13'] -> (3 / 7) + 13 mod 37
[1238] ['3', '7', '21'] -> 3 / (21 - 7) mod 37
[1239] ['3', '7', '26'] -> (3 - 26) * 7 mod 37
[1240] ['1', '4', '14'] -> (4 - 1) / 14 mod 37
[1241] ['3', '7', '30'] -> 3 / (7 - 30) mod 37
[1242] ['3', '8', '14'] -> (8 / 14) - 3 mod 37
[1243] ['3', '8', '15'] -> 8 / (3 - 15) mod 37
[1244] ['3', '8', '17'] -> 3 - (17 / 8) mod 37
[1245] ['3', '8', '20'] -> (20 / 8) + 3 mod 37
[1246] ['3', '8', '23'] -> (23 * 3) - 8 mod 37
[1247] ['3', '8', '30'] -> (3 * 30) + 8 mod 37
[1248] ['3', '9', '9'] -> (3 - 9) / 9 mod 37
[1249] ['3', '9', '10'] -> 3 - (10 * 9) mod 37
[1250] ['3', '9', '16'] -> (9 / 3) - 16 mod 37
[1251] ['1', '4', '26'] -> (26 / 4) - 1 mod 37
[1252] ['3', '9', '17'] -> (17 - 9) * 3 mod 37
[1253] ['3', '9', '22'] -> 9 - (3 / 22) mod 37
[1254] ['3', '9', '23'] -> 3 / (23 - 9) mod 37
[1255] ['3', '10', '13'] -> 10 - (3 / 13) mod 37
[1256] ['3', '10', '14'] -> (10 - 3) * 14 mod 37
[1257] ['3', '10', '16'] -> 16 / (10 + 3) mod 37
[1258] ['3', '10', '19'] -> 10 / (19 + 3) mod 37
[1259] ['3', '10', '21'] -> (21 - 3) / 10 mod 37
[1260] ['3', '11', '19'] -> (19 - 11) * 3 mod 37
[1261] ['3', '11', '22'] -> (22 - 3) * 11 mod 37
[1262] ['1', '4', '30'] -> 4 / (1 + 30) mod 37
[1263] ['3', '11', '23'] -> (3 / 23) + 11 mod 37
[1264] ['3', '11', '26'] -> (11 * 26) - 3 mod 37
[1265] ['3', '11', '30'] -> 30 / (3 - 11) mod 37
[1266] ['3', '11', '36'] -> 11 / (3 + 36) mod 37
[1267] ['3', '12', '12'] -> (12 * 3) - 12 mod 37
[1268] ['3', '12', '14'] -> (12 - 14) / 3 mod 37
[1269] ['3', '12', '16'] -> 12 / (16 + 3) mod 37
[1270] ['3', '12', '17'] -> (12 / 3) - 17 mod 37
[1271] ['3', '12', '25'] -> (12 * 3) + 25 mod 37
[1272] ['3', '12', '35'] -> 3 / (12 - 35) mod 37
[1273] ['1', '4', '33'] -> (1 / 4) + 33 mod 37
[1274] ['3', '13', '17'] -> 3 - (13 / 17) mod 37
[1275] ['3', '13', '26'] -> 26 - (13 * 3) mod 37
[1276] ['3', '13', '27'] -> 3 / (27 - 13) mod 37
[1277] ['3', '14', '16'] -> (14 - 16) / 3 mod 37
[1278] ['3', '14', '17'] -> 3 - (14 * 17) mod 37
[1279] ['3', '14', '20'] -> (14 * 20) + 3 mod 37
[1280] ['3', '14', '22'] -> (22 - 14) * 3 mod 37
[1281] ['3', '14', '25'] -> (25 * 3) - 14 mod 37
[1282] ['3', '14', '29'] -> 29 - (14 * 3) mod 37
[1283] ['3', '14', '32'] -> 32 / (3 - 14) mod 37
[1284] ['1', '4', '34'] -> (34 * 4) - 1 mod 37
[1285] ['3', '15', '16'] -> (15 * 3) + 16 mod 37
[1286] ['3', '15', '21'] -> (15 * 3) - 21 mod 37
[1287] ['3', '15', '23'] -> (23 - 15) * 3 mod 37
[1288] ['3', '15', '26'] -> (15 + 3) * 26 mod 37
[1289] ['3', '15', '28'] -> (3 / 15) - 28 mod 37
[1290] ['3', '15', '32'] -> 32 - (15 * 3) mod 37
[1291] ['3', '15', '34'] -> 15 - (3 * 34) mod 37
[1292] ['3', '16', '16'] -> 16 / (16 - 3) mod 37
[1293] ['3', '16', '18'] -> (16 - 18) / 3 mod 37
[1294] ['3', '16', '20'] -> (3 - 20) * 16 mod 37
[1295] ['1', '4', '35'] -> 35 / (4 - 1) mod 37
[1296] ['3', '16', '21'] -> 21 / (3 - 16) mod 37
[1297] ['3', '16', '22'] -> 16 - (22 * 3) mod 37
[1298] ['3', '16', '25'] -> (25 / 16) - 3 mod 37
[1299] ['3', '16', '28'] -> (16 / 28) - 3 mod 37
