[1] ['1', '1', '12'] -> (1 + 1) * 12 mod 89
[16486] ['32', '52', '82'] -> (52 * 82) + 32 mod 89
[16487] ['32', '52', '86'] -> 86 - (32 * 52) mod 89
[16488] ['32', '53', '58'] -> (58 - 32) / 53 mod 89
[16489] ['32', '53', '67'] -> 32 / (53 + 67) mod 89
[16490] ['32', '53', '68'] -> 32 - (68 / 53) mod 89
[16491] ['3', '16', '63'] -> 16 / (63 - 3) mod 89
[16492] ['32', '53', '69'] -> 32 - (53 * 69) mod 89
[16493] ['32', '53', '70'] -> (32 * 53) - 70 mod 89
[16494] ['32', '53', '77'] -> (32 - 53) / 77 mod 89
[16495] ['32', '53', '78'] -> 53 / (32 - 78) mod 89
[16496] ['32', '53', '84'] -> 32 / (84 - 53) mod 89
[16497] ['32', '54', '58'] -> (54 + 58) * 32 mod 89
[16498] ['32', '54', '59'] -> (32 / 54) - 59 mod 89
[16499] ['32', '54', '60'] -> (54 / 60) + 32 mod 89
[16500] ['32', '54', '61'] -> 61 - (32 * 54) mod 89
[16501] ['32', '54', '66'] -> 32 / (54 + 66) mod 89
[16502] ['3', '16', '64'] -> (3 - 64) / 16 mod 89
[16503] ['32', '54', '70'] -> 54 - (70 / 32) mod 89
[16504] ['32', '54', '71'] -> (32 - 71) / 54 mod 89
[16505] ['32', '54', '77'] -> (77 - 54) * 32 mod 89
[16506] ['32', '54', '78'] -> (32 / 78) - 54 mod 89
[16507] ['32', '54', '83'] -> 83 / (54 - 32) mod 89
[16508] ['32', '55', '68'] -> (32 / 68) - 55 mod 89
[16509] ['32', '55', '73'] -> 73 - (55 / 32) mod 89
[16510] ['32', '55', '76'] -> (76 / 32) + 55 mod 89
[16511] ['32', '55', '77'] -> (32 + 55) * 77 mod 89
[16512] ['32', '55', '78'] -> (78 - 55) * 32 mod 89
[16513] ['3', '16', '69'] -> (69 / 16) + 3 mod 89
[16514] ['32', '55', '85'] -> (32 / 55) - 85 mod 89
[16515] ['32', '55', '86'] -> 32 / (86 - 55) mod 89
[16516] ['32', '56', '56'] -> (56 + 56) * 32 mod 89
[16517] ['32', '56', '57'] -> (32 - 57) * 56 mod 89
[16518] ['32', '56', '63'] -> (32 + 56) / 63 mod 89
[16519] ['32', '56', '66'] -> (32 + 66) / 56 mod 89
[16520] ['32', '56', '68'] -> (68 / 32) - 56 mod 89
[16521] ['32', '56', '77'] -> (32 * 56) - 77 mod 89
[16522] ['32', '56', '79'] -> (79 - 56) * 32 mod 89
[16523] ['32', '56', '82'] -> (56 / 82) + 32 mod 89
[16524] ['3', '16', '72'] -> 72 - (16 * 3) mod 89
[16525] ['32', '56', '86'] -> (86 / 56) + 32 mod 89
[16526] ['32', '57', '62'] -> (32 - 57) / 62 mod 89
[16527] ['32', '57', '66'] -> 66 / (57 - 32) mod 89
[16528] ['32', '57', '67'] -> (57 * 67) + 32 mod 89
[16529] ['32', '57', '68'] -> 68 - (32 * 57) mod 89
[16530] ['32', '57', '69'] -> (32 * 57) + 69 mod 89
[16531] ['32', '57', '78'] -> (78 / 57) + 32 mod 89
[16532] ['32', '57', '80'] -> (80 - 57) * 32 mod 89
[16533] ['32', '58', '59'] -> (32 / 59) - 58 mod 89
[16534] ['32', '58', '62'] -> 32 / (58 + 62) mod 89
[16535] ['3', '16', '74'] -> (16 * 74) - 3 mod 89
[16536] ['32', '58', '64'] -> (32 - 64) / 58 mod 89
[16537] ['32', '58', '70'] -> (70 / 58) + 32 mod 89
[16538] ['32', '58', '74'] -> 32 - (58 / 74) mod 89
[16539] ['32', '58', '81'] -> (81 - 58) * 32 mod 89
[16540] ['32', '58', '83'] -> 32 - (58 * 83) mod 89
[16541] ['32', '58', '86'] -> (32 * 86) - 58 mod 89
[16542] ['32', '59', '63'] -> 32 - (59 / 63) mod 89
[16543] ['32', '59', '64'] -> 64 / (32 - 59) mod 89
[16544] ['32', '59', '65'] -> 32 - (59 * 65) mod 89
[16545] ['32', '59', '78'] -> 59 / (32 + 78) mod 89
[16546] ['3', '16', '76'] -> (76 / 16) - 3 mod 89
[16547] ['32', '59', '79'] -> (59 - 32) / 79 mod 89
[16548] ['32', '59', '80'] -> (59 - 32) * 80 mod 89
[16549] ['32', '59', '82'] -> (82 - 59) * 32 mod 89
[16550] ['32', '59', '83'] -> (32 / 83) + 59 mod 89
[16551] ['32', '59', '84'] -> (32 * 59) - 84 mod 89
[16552] ['32', '60', '60'] -> 32 / (60 + 60) mod 89
[16553] ['32', '60', '62'] -> (32 * 60) + 62 mod 89
[16554] ['32', '60', '65'] -> (32 / 60) + 65 mod 89
[16555] ['32', '60', '74'] -> 60 / (32 - 74) mod 89
[16556] ['32', '60', '75'] -> 75 - (32 * 60) mod 89
[16557] ['1', '13', '24'] -> (1 / 13) - 24 mod 89
[16558] ['3', '16', '81'] -> (16 + 81) * 3 mod 89
[16559] ['32', '60', '77'] -> (60 * 77) + 32 mod 89
[16560] ['32', '60', '83'] -> (83 - 60) * 32 mod 89
[16561] ['32', '61', '61'] -> 61 - (32 / 61) mod 89
[16562] ['32', '61', '62'] -> (62 / 32) + 61 mod 89
[16563] ['32', '61', '71'] -> (32 - 71) * 61 mod 89
[16564] ['32', '61', '73'] -> 73 / (61 - 32) mod 89
[16565] ['32', '61', '82'] -> (82 - 32) * 61 mod 89
[16566] ['32', '62', '66'] -> (32 + 66) * 62 mod 89
[16567] ['32', '62', '67'] -> 62 / (32 + 67) mod 89
[16568] ['32', '62', '68'] -> (62 - 32) / 68 mod 89
[16569] ['3', '16', '83'] -> (16 / 83) - 3 mod 89
[16570] ['32', '62', '72'] -> (62 - 32) * 72 mod 89
[16571] ['32', '62', '75'] -> (32 * 75) - 62 mod 89
[16572] ['32', '62', '77'] -> (32 / 62) - 77 mod 89
[16573] ['32', '62', '81'] -> 81 / (32 - 62) mod 89
[16574] ['32', '62', '82'] -> (82 / 32) - 62 mod 89
[16575] ['32', '62', '85'] -> (85 - 62) * 32 mod 89
[16576] ['32', '62', '86'] -> (62 * 86) + 32 mod 89
[16577] ['32', '62', '87'] -> (32 * 62) + 87 mod 89
[16578] ['32', '63', '68'] -> 63 / (68 - 32) mod 89
[16579] ['32', '63', '70'] -> (63 / 70) + 32 mod 89
[16580] ['3', '16', '85'] -> (3 / 16) + 85 mod 89
[16581] ['32', '63', '73'] -> (32 / 73) - 63 mod 89
[16582] ['32', '63', '74'] -> (32 - 74) * 63 mod 89
[16583] ['32', '63', '75'] -> 32 - (63 * 75) mod 89
[16584] ['32', '63', '87'] -> (87 / 32) + 63 mod 89
[16585] ['32', '64', '65'] -> (32 - 65) * 64 mod 89
[16586] ['32', '64', '69'] -> 69 - (32 / 64) mod 89
[16587] ['32', '64', '78'] -> 32 - (64 * 78) mod 89
[16588] ['32', '64', '79'] -> 79 / (32 + 64) mod 89
[16589] ['32', '64', '80'] -> (32 + 80) / 64 mod 89
[16590] ['32', '64', '87'] -> (87 - 64) * 32 mod 89
[16591] ['3', '16', '88'] -> (88 - 16) / 3 mod 89
[16592] ['32', '64', '88'] -> (88 - 32) * 64 mod 89
[16593] ['32', '65', '66'] -> 65 - (66 / 32) mod 89
[16594] ['32', '65', '74'] -> (32 - 74) / 65 mod 89
[16595] ['32', '65', '75'] -> 32 - (75 / 65) mod 89
[16596] ['32', '65', '79'] -> (79 - 32) / 65 mod 89
[16597] ['32', '65', '82'] -> 82 - (32 / 65) mod 89
[16598] ['32', '65', '86'] -> 32 - (65 / 86) mod 89
[16599] ['32', '65', '88'] -> (88 - 65) * 32 mod 89
[16600] ['32', '66', '70'] -> (66 * 70) + 32 mod 89
[16601] ['32', '66', '71'] -> (32 * 71) + 66 mod 89
[16602] ['3', '17', '19'] -> (17 + 3) * 19 mod 89
[16603] ['32', '66', '72'] -> (66 / 32) + 72 mod 89
[16604] ['32', '66', '75'] -> 32 - (66 / 75) mod 89
[16605] ['32', '66', '80'] -> (80 / 32) + 66 mod 89
[16606] ['32', '66', '82'] -> 66 / (32 + 82) mod 89
[16607] ['32', '66', '84'] -> (32 / 84) + 66 mod 89
[16608] ['32', '67', '69'] -> (32 - 67) / 69 mod 89
[16609] ['32', '67', '70'] -> 67 / (32 - 70) mod 89
[16610] ['32', '67', '73'] -> (32 * 67) - 73 mod 89
[16611] ['32', '67', '74'] -> (32 / 67) + 74 mod 89
[16612] ['32', '67', '81'] -> (67 / 32) - 81 mod 89
[16613] ['3', '17', '20'] -> 20 / (3 - 17) mod 89
[16614] ['32', '67', '83'] -> 67 / (83 - 32) mod 89
[16615] ['32', '67', '87'] -> (87 / 67) + 32 mod 89
[16616] ['32', '68', '69'] -> (69 - 32) * 68 mod 89
[16617] ['32', '68', '75'] -> (32 + 68) * 75 mod 89
[16618] ['32', '68', '79'] -> (79 / 68) + 32 mod 89
[16619] ['32', '68', '84'] -> (32 - 84) * 68 mod 89
[16620] ['32', '68', '86'] -> 86 / (32 + 68) mod 89
[16621] ['32', '68', '87'] -> (32 + 87) / 68 mod 89
[16622] ['32', '69', '72'] -> (69 - 32) / 72 mod 89
[16623] ['32', '69', '73'] -> (73 / 32) + 69 mod 89
[16624] ['3', '17', '21'] -> (21 / 3) + 17 mod 89
[16625] ['32', '69', '78'] -> (32 * 78) - 69 mod 89
[16626] ['32', '69', '86'] -> (86 - 32) / 69 mod 89
[16627] ['32', '69', '87'] -> 87 / (69 - 32) mod 89
[16628] ['32', '70', '79'] -> (32 - 70) * 79 mod 89
[16629] ['32', '70', '81'] -> 70 / (32 - 81) mod 89
[16630] ['32', '70', '82'] -> (32 * 82) + 70 mod 89
[16631] ['32', '70', '83'] -> (70 / 32) + 83 mod 89
[16632] ['32', '70', '84'] -> (32 + 70) * 84 mod 89
[16633] ['32', '71', '71'] -> 71 - (32 * 71) mod 89
[16634] ['32', '71', '78'] -> (32 + 71) * 78 mod 89
[16635] ['3', '17', '22'] -> (17 / 22) + 3 mod 89
[16636] ['32', '71', '80'] -> 71 - (80 / 32) mod 89
[16637] ['32', '71', '83'] -> (32 / 71) - 83 mod 89
[16638] ['32', '71', '84'] -> 71 - (32 / 84) mod 89
[16639] ['32', '72', '79'] -> (72 * 79) + 32 mod 89
[16640] ['32', '72', '84'] -> (32 - 84) / 72 mod 89
[16641] ['32', '72', '87'] -> (32 + 87) * 72 mod 89
[16642] ['32', '73', '75'] -> (75 - 32) * 73 mod 89
[16643] ['32', '73', '84'] -> 84 / (32 - 73) mod 89
[16644] ['32', '73', '86'] -> 73 / (32 + 86) mod 89
[16645] ['32', '74', '76'] -> 32 - (74 / 76) mod 89
[16646] ['3', '17', '28'] -> 3 / (17 - 28) mod 89
[16647] ['32', '74', '78'] -> 78 - (32 * 74) mod 89
[16648] ['32', '74', '84'] -> (74 / 32) - 84 mod 89
[16649] ['32', '74', '85'] -> 74 - (32 * 85) mod 89
[16650] ['32', '74', '86'] -> (32 + 74) / 86 mod 89
[16651] ['32', '75', '76'] -> 76 / (32 + 75) mod 89
[16652] ['32', '75', '77'] -> (32 + 77) / 75 mod 89
[16653] ['32', '76', '76'] -> (76 - 32) / 76 mod 89
[16654] ['32', '76', '81'] -> (32 * 81) - 76 mod 89
[16655] ['32', '76', '82'] -> 82 - (76 / 32) mod 89
[16656] ['32', '76', '85'] -> (85 / 32) - 76 mod 89
[16657] ['3', '17', '32'] -> (3 * 32) + 17 mod 89
[16658] ['32', '77', '77'] -> 77 / (32 - 77) mod 89
[16659] ['32', '77', '82'] -> 32 - (82 / 77) mod 89
[16660] ['32', '77', '84'] -> (84 / 32) + 77 mod 89
[16661] ['32', '77', '86'] -> (32 / 77) + 86 mod 89
[16662] ['32', '78', '83'] -> 78 - (32 / 83) mod 89
[16663] ['32', '78', '88'] -> (88 / 78) + 32 mod 89
[16664] ['32', '79', '80'] -> (80 / 79) + 32 mod 89
[16665] ['32', '79', '82'] -> (32 + 79) * 82 mod 89
[16666] ['32', '79', '84'] -> (32 + 84) / 79 mod 89
[16667] ['32', '80', '80'] -> (80 * 80) + 32 mod 89
[16668] ['1', '2', '62'] -> (2 / 62) + 1 mod 89
[16669] ['1', '13', '29'] -> (13 / 29) - 1 mod 89
[16670] ['3', '17', '35'] -> 35 / (17 + 3) mod 89
[16671] ['32', '80', '83'] -> (83 - 32) / 80 mod 89
[16672] ['32', '80', '87'] -> (32 - 80) / 87 mod 89
[16673] ['32', '81', '87'] -> (81 / 32) - 87 mod 89
[16674] ['32', '82', '83'] -> 83 - (32 / 82) mod 89
[16675] ['32', '83', '84'] -> (32 * 84) - 83 mod 89
[16676] ['32', '83', '85'] -> 85 - (83 / 32) mod 89
[16677] ['32', '84', '87'] -> 87 / (32 - 84) mod 89
[16678] ['32', '85', '87'] -> 32 - (85 * 87) mod 89
[16679] ['32', '87', '88'] -> (32 * 87) + 88 mod 89
[16680] ['32', '88', '88'] -> (88 / 32) + 88 mod 89
[16681] ['3', '17', '39'] -> (3 / 17) - 39 mod 89
[16682] ['33', '33', '45'] -> 45 - (33 * 33) mod 89
[16683] ['33', '33', '57'] -> (33 + 33) * 57 mod 89
[16684] ['33', '33', '58'] -> (58 - 33) * 33 mod 89
[16685] ['33', '33', '63'] -> 33 - (33 / 63) mod 89
[16686] ['33', '33', '66'] -> (33 / 33) - 66 mod 89
[16687] ['33', '33', '71'] -> 71 / (33 + 33) mod 89
[16688] ['33', '33', '81'] -> (33 + 81) * 33 mod 89
[16689] ['33', '33', '86'] -> (33 * 33) - 86 mod 89
[16690] ['33', '34', '41'] -> (33 + 41) * 34 mod 89
[16691] ['33', '34', '42'] -> (33 / 42) - 34 mod 89
[16692] ['3', '17', '40'] -> (3 - 40) / 17 mod 89
[16693] ['33', '34', '45'] -> (45 / 33) - 34 mod 89
[16694] ['33', '34', '51'] -> (33 + 34) / 51 mod 89
[16695] ['33', '34', '52'] -> 52 - (34 / 33) mod 89
[16696] ['33', '34', '53'] -> (33 * 53) - 34 mod 89
[16697] ['33', '34', '71'] -> (33 + 71) / 34 mod 89
[16698] ['33', '34', '73'] -> 33 - (34 / 73) mod 89
[16699] ['33', '34', '80'] -> (34 + 80) * 33 mod 89
[16700] ['33', '34', '85'] -> (34 / 33) + 85 mod 89
[16701] ['33', '34', '86'] -> (33 * 86) + 34 mod 89
[16702] ['33', '35', '52'] -> (35 - 33) / 52 mod 89
[16703] ['3', '17', '41'] -> (17 / 3) - 41 mod 89
[16704] ['33', '35', '53'] -> 35 / (53 - 33) mod 89
[16705] ['33', '35', '59'] -> (33 * 59) + 35 mod 89
[16706] ['33', '35', '60'] -> (60 - 35) * 33 mod 89
[16707] ['33', '35', '72'] -> (72 - 33) / 35 mod 89
[16708] ['33', '35', '73'] -> (33 - 73) * 35 mod 89
[16709] ['33', '35', '76'] -> 35 / (33 + 76) mod 89
[16710] ['33', '35', '78'] -> (78 / 33) - 35 mod 89
[16711] ['33', '35', '80'] -> (33 * 80) - 35 mod 89
[16712] ['33', '35', '86'] -> (33 / 86) + 35 mod 89
[16713] ['33', '36', '40'] -> 36 - (40 / 33) mod 89
[16714] ['3', '17', '48'] -> (17 / 3) + 48 mod 89
[16715] ['33', '36', '49'] -> (49 / 33) + 36 mod 89
[16716] ['33', '36', '54'] -> 54 / (33 + 36) mod 89
[16717] ['33', '36', '55'] -> 55 - (33 * 36) mod 89
[16718] ['33', '36', '58'] -> (36 / 33) - 58 mod 89
[16719] ['33', '36', '59'] -> (33 - 59) / 36 mod 89
[16720] ['33', '36', '61'] -> (61 - 36) * 33 mod 89
[16721] ['33', '36', '64'] -> (33 / 64) + 36 mod 89
[16722] ['33', '36', '67'] -> 33 - (36 * 67) mod 89
[16723] ['33', '36', '70'] -> (33 + 36) * 70 mod 89
[16724] ['33', '36', '72'] -> 72 / (36 - 33) mod 89
[16725] ['3', '17', '49'] -> (3 + 49) / 17 mod 89
[16726] ['33', '36', '75'] -> (33 / 36) + 75 mod 89
[16727] ['33', '36', '76'] -> 36 / (33 - 76) mod 89
[16728] ['33', '36', '79'] -> 36 / (79 - 33) mod 89
[16729] ['33', '36', '81'] -> (33 - 36) * 81 mod 89
[16730] ['33', '36', '82'] -> (33 * 36) + 82 mod 89
[16731] ['33', '37', '39'] -> 37 / (33 + 39) mod 89
[16732] ['33', '37', '44'] -> 44 - (37 / 33) mod 89
[16733] ['33', '37', '45'] -> (33 * 45) - 37 mod 89
[16734] ['33', '37', '49'] -> (33 * 37) + 49 mod 89
[16735] ['33', '37', '50'] -> 37 / (33 - 50) mod 89
[16736] ['3', '17', '56'] -> (3 + 56) * 17 mod 89
[16737] ['33', '37', '55'] -> (55 / 33) - 37 mod 89
[16738] ['33', '37', '64'] -> (33 / 37) + 64 mod 89
[16739] ['33', '37', '66'] -> 33 - (66 / 37) mod 89
[16740] ['33', '37', '70'] -> 33 - (37 * 70) mod 89
[16741] ['33', '37', '71'] -> 37 - (33 / 71) mod 89
[16742] ['33', '37', '74'] -> (33 - 37) / 74 mod 89
[16743] ['33', '37', '77'] -> (37 + 77) * 33 mod 89
[16744] ['33', '37', '78'] -> 78 / (33 + 37) mod 89
[16745] ['33', '37', '82'] -> 82 / (33 - 37) mod 89
[16746] ['33', '37', '83'] -> (33 - 37) * 83 mod 89
[16747] ['3', '17', '57'] -> 17 - (3 * 57) mod 89
[16748] ['33', '37', '84'] -> 37 - (33 * 84) mod 89
[16749] ['33', '37', '85'] -> (37 / 33) - 85 mod 89
[16750] ['33', '37', '88'] -> 88 - (33 * 37) mod 89
[16751] ['33', '38', '41'] -> (38 - 33) / 41 mod 89
[16752] ['33', '38', '43'] -> (43 - 33) * 38 mod 89
[16753] ['33', '38', '48'] -> (33 - 38) / 48 mod 89
[16754] ['33', '38', '55'] -> (55 - 33) / 38 mod 89
[16755] ['33', '38', '67'] -> (33 * 67) + 38 mod 89
[16756] ['33', '38', '68'] -> (33 / 68) - 38 mod 89
[16757] ['33', '38', '71'] -> 71 - (38 / 33) mod 89
[16758] ['3', '17', '61'] -> 3 / (17 + 61) mod 89
[16759] ['33', '38', '73'] -> (33 * 38) - 73 mod 89
[16760] ['33', '38', '75'] -> 33 - (75 / 38) mod 89
[16761] ['33', '38', '77'] -> (33 / 38) + 77 mod 89
[16762] ['33', '38', '78'] -> (33 + 78) / 38 mod 89
[16763] ['33', '38', '85'] -> 38 - (33 / 85) mod 89
[16764] ['33', '38', '88'] -> (88 / 33) - 38 mod 89
[16765] ['33', '39', '39'] -> (39 / 33) + 39 mod 89
[16766] ['33', '39', '40'] -> (33 * 40) + 39 mod 89
[16767] ['33', '39', '49'] -> 39 - (33 * 49) mod 89
[16768] ['33', '39', '61'] -> (61 - 33) * 39 mod 89
[16769] ['3', '17', '64'] -> (3 / 64) + 17 mod 89
[16770] ['33', '39', '64'] -> (64 - 39) * 33 mod 89
[16771] ['33', '39', '65'] -> 65 - (33 * 39) mod 89
[16772] ['33', '39', '67'] -> (39 - 33) / 67 mod 89
[16773] ['33', '39', '68'] -> 39 / (68 - 33) mod 89
[16774] ['33', '39', '69'] -> (33 / 69) + 39 mod 89
[16775] ['33', '39', '72'] -> (33 * 39) + 72 mod 89
[16776] ['33', '39', '75'] -> (39 + 75) * 33 mod 89
[16777] ['33', '39', '76'] -> (33 - 76) / 39 mod 89
[16778] ['33', '39', '79'] -> (79 - 33) / 39 mod 89
[16779] ['33', '40', '41'] -> 40 - (33 / 41) mod 89
[16780] ['1', '13', '32'] -> (32 / 13) + 1 mod 89
[16781] ['3', '17', '68'] -> 17 - (68 / 3) mod 89
[16782] ['33', '40', '43'] -> (33 + 40) * 43 mod 89
[16783] ['33', '40', '44'] -> 33 - (40 / 44) mod 89
[16784] ['33', '40', '48'] -> (33 / 48) + 40 mod 89
[16785] ['33', '40', '50'] -> (33 * 40) - 50 mod 89
[16786] ['33', '40', '52'] -> (33 - 52) / 40 mod 89
[16787] ['33', '40', '67'] -> (40 - 33) * 67 mod 89
[16788] ['33', '40', '68'] -> (33 - 68) * 40 mod 89
[16789] ['33', '40', '74'] -> (40 + 74) * 33 mod 89
[16790] ['33', '40', '79'] -> 79 / (40 - 33) mod 89
[16791] ['33', '40', '83'] -> 40 - (83 / 33) mod 89
[16792] ['3', '17', '69'] -> 69 / (17 - 3) mod 89
[16793] ['33', '41', '42'] -> 42 - (33 * 41) mod 89
[16794] ['33', '41', '55'] -> (33 + 41) / 55 mod 89
[16795] ['33', '41', '59'] -> (33 - 41) / 59 mod 89
[16796] ['33', '41', '62'] -> (62 / 33) + 41 mod 89
[16797] ['33', '41', '63'] -> 63 - (41 / 33) mod 89
[16798] ['33', '41', '64'] -> (33 * 64) - 41 mod 89
[16799] ['33', '41', '66'] -> (66 - 41) * 33 mod 89
[16800] ['33', '41', '70'] -> 41 - (33 / 70) mod 89
[16801] ['33', '41', '74'] -> (41 / 33) + 74 mod 89
[16802] ['33', '41', '77'] -> (77 - 33) * 41 mod 89
[16803] ['3', '17', '73'] -> (3 * 73) - 17 mod 89
[16804] ['33', '41', '78'] -> (33 - 78) * 41 mod 89
[16805] ['33', '41', '81'] -> (33 / 41) - 81 mod 89
[16806] ['33', '41', '83'] -> (33 * 41) - 83 mod 89
[16807] ['33', '41', '85'] -> 85 / (33 + 41) mod 89
[16808] ['33', '41', '86'] -> (33 - 41) * 86 mod 89
[16809] ['33', '42', '42'] -> (42 / 33) - 42 mod 89
[16810] ['33', '42', '45'] -> (33 / 45) - 42 mod 89
[16811] ['33', '42', '47'] -> (42 / 33) + 47 mod 89
[16812] ['33', '42', '48'] -> (33 * 48) + 42 mod 89
[16813] ['33', '42', '55'] -> (33 / 42) + 55 mod 89
[16814] ['3', '17', '78'] -> (17 - 3) * 78 mod 89
[16815] ['33', '42', '59'] -> (59 - 33) * 42 mod 89
[16816] ['33', '42', '60'] -> 42 - (60 / 33) mod 89
[16817] ['33', '42', '64'] -> 33 - (42 / 64) mod 89
[16818] ['33', '42', '72'] -> (42 + 72) * 33 mod 89
[16819] ['33', '42', '75'] -> 75 - (33 * 42) mod 89
[16820] ['33', '42', '76'] -> 42 - (33 / 76) mod 89
[16821] ['33', '42', '81'] -> (33 + 42) / 81 mod 89
[16822] ['33', '42', '85'] -> (33 + 85) / 42 mod 89
[16823] ['33', '43', '43'] -> (33 / 43) - 43 mod 89
[16824] ['33', '43', '44'] -> 44 / (33 + 43) mod 89
[16825] ['3', '17', '81'] -> (3 - 17) / 81 mod 89
[16826] ['33', '43', '46'] -> (33 / 43) + 46 mod 89
[16827] ['33', '43', '49'] -> (33 - 49) * 43 mod 89
[16828] ['33', '43', '60'] -> (33 * 43) - 60 mod 89
[16829] ['33', '43', '62'] -> 62 / (43 - 33) mod 89
[16830] ['33', '43', '71'] -> (43 + 71) * 33 mod 89
[16831] ['33', '43', '74'] -> 33 - (43 / 74) mod 89
[16832] ['33', '43', '82'] -> (43 - 33) / 82 mod 89
[16833] ['33', '43', '85'] -> (85 / 33) + 43 mod 89
[16834] ['33', '43', '86'] -> (86 - 33) / 43 mod 89
[16835] ['33', '44', '44'] -> (33 + 44) / 44 mod 89
[16836] ['3', '17', '83'] -> 17 / (3 + 83) mod 89
[16837] ['33', '44', '45'] -> (33 - 45) / 44 mod 89
[16838] ['33', '44', '46'] -> 44 / (33 - 46) mod 89
[16839] ['33', '44', '47'] -> 47 - (33 / 44) mod 89
[16840] ['33', '44', '55'] -> 55 - (44 / 33) mod 89
[16841] ['33', '44', '56'] -> (33 * 56) - 44 mod 89
[16842] ['33', '44', '62'] -> (33 / 62) - 44 mod 89
[16843] ['33', '44', '68'] -> 68 / (33 + 44) mod 89
[16844] ['33', '44', '69'] -> (69 - 44) * 33 mod 89
[16845] ['33', '44', '71'] -> 33 - (44 * 71) mod 89
[16846] ['33', '44', '75'] -> (44 - 33) * 75 mod 89
[16847] ['3', '17', '87'] -> 87 - (3 / 17) mod 89
[16848] ['33', '44', '81'] -> (33 - 81) * 44 mod 89
[16849] ['33', '44', '82'] -> (44 / 33) + 82 mod 89
[16850] ['33', '44', '83'] -> (33 * 83) + 44 mod 89
[16851] ['33', '44', '84'] -> 33 - (44 / 84) mod 89
[16852] ['33', '44', '85'] -> (33 * 44) + 85 mod 89
[16853] ['33', '44', '86'] -> 86 / (44 - 33) mod 89
[16854] ['33', '44', '87'] -> (33 + 44) * 87 mod 89
[16855] ['33', '44', '88'] -> (33 / 44) - 88 mod 89
[16856] ['33', '45', '45'] -> (45 - 33) / 45 mod 89
[16857] ['33', '45', '46'] -> 45 / (46 - 33) mod 89
[16858] ['3', '18', '18'] -> (18 / 3) + 18 mod 89
[16859] ['33', '45', '47'] -> (33 / 45) + 47 mod 89
[16860] ['33', '45', '49'] -> 33 - (49 / 45) mod 89
[16861] ['33', '45', '55'] -> (45 / 33) + 55 mod 89
[16862] ['33', '45', '56'] -> (33 * 56) + 45 mod 89
[16863] ['33', '45', '62'] -> (33 / 62) + 45 mod 89
[16864] ['33', '45', '81'] -> (81 - 33) * 45 mod 89
[16865] ['33', '45', '82'] -> 82 - (45 / 33) mod 89
[16866] ['33', '45', '83'] -> (33 * 83) - 45 mod 89
[16867] ['33', '45', '85'] -> 85 - (33 * 45) mod 89
[16868] ['33', '45', '87'] -> (33 - 45) * 87 mod 89
[16869] ['3', '18', '20'] -> 18 / (20 + 3) mod 89
[16870] ['33', '46', '46'] -> 46 - (33 / 46) mod 89
[16871] ['33', '46', '49'] -> (49 - 33) * 46 mod 89
[16872] ['33', '46', '51'] -> (33 + 46) * 51 mod 89
[16873] ['33', '46', '58'] -> 33 - (58 / 46) mod 89
[16874] ['33', '46', '60'] -> 46 - (33 * 60) mod 89
[16875] ['33', '46', '61'] -> (46 / 33) - 61 mod 89
[16876] ['33', '46', '68'] -> (46 + 68) * 33 mod 89
[16877] ['33', '46', '69'] -> (69 - 33) / 46 mod 89
[16878] ['33', '46', '70'] -> (33 * 46) - 70 mod 89
[16879] ['33', '46', '75'] -> (75 / 33) + 46 mod 89
[16880] ['3', '18', '22'] -> (22 / 18) + 3 mod 89
[16881] ['33', '46', '84'] -> (46 - 33) * 84 mod 89
[16882] ['33', '46', '85'] -> (85 / 33) - 46 mod 89
[16883] ['33', '46', '86'] -> (33 - 86) / 46 mod 89
[16884] ['33', '46', '87'] -> (33 / 46) - 87 mod 89
[16885] ['33', '47', '47'] -> 47 - (47 / 33) mod 89
[16886] ['33', '47', '48'] -> (33 * 48) - 47 mod 89
[16887] ['33', '47', '55'] -> 55 - (33 / 47) mod 89
[16888] ['33', '47', '59'] -> (33 - 59) * 47 mod 89
[16889] ['33', '47', '69'] -> 69 / (47 - 33) mod 89
[16890] ['33', '47', '72'] -> (72 - 47) * 33 mod 89
[16891] ['1', '13', '39'] -> 1 / (39 - 13) mod 89
[16892] ['3', '18', '28'] -> (28 + 3) * 18 mod 89
[16893] ['33', '47', '75'] -> (33 * 47) + 75 mod 89
[16894] ['33', '47', '78'] -> (47 - 33) * 78 mod 89
[16895] ['33', '47', '81'] -> (33 - 47) / 81 mod 89
[16896] ['33', '47', '82'] -> (33 / 47) + 82 mod 89
[16897] ['33', '47', '87'] -> 47 - (33 * 87) mod 89
[16898] ['33', '47', '88'] -> (47 / 33) - 88 mod 89
[16899] ['33', '48', '49'] -> (33 / 48) - 49 mod 89
[16900] ['33', '48', '51'] -> (33 + 51) / 48 mod 89
[16901] ['33', '48', '59'] -> (33 + 48) / 59 mod 89
[16902] ['33', '48', '62'] -> (62 / 33) - 48 mod 89
[16903] ['3', '18', '29'] -> 3 / (18 - 29) mod 89
[16904] ['33', '48', '63'] -> (48 / 33) + 63 mod 89
[16905] ['33', '48', '64'] -> (33 * 64) + 48 mod 89
[16906] ['33', '48', '73'] -> (73 - 48) * 33 mod 89
[16907] ['33', '48', '74'] -> 74 - (48 / 33) mod 89
[16908] ['33', '48', '76'] -> 33 - (76 / 48) mod 89
