[1] ['1', '1', '5'] -> (1 + 1) / 5 mod 59
[5862] ['14', '27', '39'] -> (14 - 27) * 39 mod 59
[5863] ['14', '27', '40'] -> 40 / (14 + 27) mod 59
[5864] ['14', '27', '47'] -> 47 - (27 / 14) mod 59
[5865] ['14', '27', '50'] -> (14 * 50) - 27 mod 59
[5866] ['14', '27', '51'] -> 14 / (27 - 51) mod 59
[5867] ['14', '27', '52'] -> 27 / (52 - 14) mod 59
[5868] ['14', '27', '53'] -> (14 / 27) - 53 mod 59
[5869] ['14', '27', '54'] -> (54 - 27) * 14 mod 59
[5870] ['14', '27', '56'] -> (14 - 27) / 56 mod 59
[5871] ['2', '6', '14'] -> (14 / 6) + 2 mod 59
[5872] ['14', '27', '58'] -> (27 / 14) - 58 mod 59
[5873] ['14', '28', '30'] -> (14 - 30) * 28 mod 59
[5874] ['14', '28', '32'] -> (14 - 28) * 32 mod 59
[5875] ['14', '28', '33'] -> 28 - (14 / 33) mod 59
[5876] ['14', '28', '34'] -> 28 - (14 * 34) mod 59
[5877] ['14', '28', '35'] -> (28 - 14) / 35 mod 59
[5878] ['14', '28', '44'] -> (44 / 28) + 14 mod 59
[5879] ['14', '28', '45'] -> (14 * 28) + 45 mod 59
[5880] ['14', '28', '52'] -> 14 / (28 - 52) mod 59
[5881] ['14', '28', '53'] -> (14 / 28) + 53 mod 59
[5882] ['1', '5', '5'] -> (5 * 5) - 1 mod 59
[5883] ['2', '6', '18'] -> (18 - 6) * 2 mod 59
[5884] ['14', '28', '54'] -> 54 - (14 / 28) mod 59
[5885] ['14', '28', '55'] -> (55 - 28) * 14 mod 59
[5886] ['14', '28', '58'] -> (28 + 58) * 14 mod 59
[5887] ['14', '29', '29'] -> 29 / (14 + 29) mod 59
[5888] ['14', '29', '30'] -> 29 / (14 - 30) mod 59
[5889] ['14', '29', '31'] -> (14 * 29) + 31 mod 59
[5890] ['14', '29', '33'] -> (14 + 33) / 29 mod 59
[5891] ['14', '29', '34'] -> (34 / 14) - 29 mod 59
[5892] ['14', '29', '42'] -> (29 * 42) - 14 mod 59
[5893] ['14', '29', '43'] -> (29 / 14) + 43 mod 59
[5894] ['2', '6', '21'] -> (6 / 2) + 21 mod 59
[5895] ['14', '29', '46'] -> (14 * 46) + 29 mod 59
[5896] ['14', '29', '47'] -> (29 - 47) / 14 mod 59
[5897] ['14', '29', '51'] -> (14 - 29) / 51 mod 59
[5898] ['14', '29', '54'] -> (54 / 29) + 14 mod 59
[5899] ['14', '29', '55'] -> 55 - (14 / 29) mod 59
[5900] ['14', '30', '30'] -> 30 / (30 - 14) mod 59
[5901] ['14', '30', '37'] -> (14 / 37) + 30 mod 59
[5902] ['14', '30', '42'] -> (14 * 30) - 42 mod 59
[5903] ['14', '30', '46'] -> (14 * 46) - 30 mod 59
[5904] ['14', '30', '52'] -> 52 - (14 / 30) mod 59
[5905] ['2', '6', '22'] -> 22 / (2 - 6) mod 59
[5906] ['14', '30', '53'] -> 53 / (14 + 30) mod 59
[5907] ['14', '30', '55'] -> (14 / 30) + 55 mod 59
[5908] ['14', '31', '33'] -> (31 / 14) - 33 mod 59
[5909] ['14', '31', '34'] -> 31 / (14 + 34) mod 59
[5910] ['14', '31', '37'] -> (14 - 37) / 31 mod 59
[5911] ['14', '31', '39'] -> 31 - (39 / 14) mod 59
[5912] ['14', '31', '44'] -> 14 - (44 / 31) mod 59
[5913] ['14', '31', '49'] -> (31 - 49) / 14 mod 59
[5914] ['14', '31', '53'] -> 53 - (14 / 31) mod 59
[5915] ['14', '31', '56'] -> (14 * 31) - 56 mod 59
[5916] ['2', '6', '23'] -> 6 - (23 / 2) mod 59
[5917] ['14', '31', '58'] -> (58 - 31) * 14 mod 59
[5918] ['14', '32', '34'] -> 14 - (34 / 32) mod 59
[5919] ['14', '32', '36'] -> (36 / 32) - 14 mod 59
[5920] ['14', '32', '39'] -> (14 + 32) * 39 mod 59
[5921] ['14', '32', '44'] -> 14 - (32 / 44) mod 59
[5922] ['14', '32', '45'] -> (32 - 14) / 45 mod 59
[5923] ['14', '32', '47'] -> (32 / 14) + 47 mod 59
[5924] ['14', '32', '48'] -> (14 * 32) + 48 mod 59
[5925] ['14', '32', '52'] -> 32 / (14 - 52) mod 59
[5926] ['14', '32', '54'] -> (32 + 54) * 14 mod 59
[5927] ['2', '6', '27'] -> 27 - (6 / 2) mod 59
[5928] ['14', '32', '55'] -> 14 - (32 * 55) mod 59
[5929] ['14', '33', '38'] -> 14 - (33 / 38) mod 59
[5930] ['14', '33', '41'] -> (14 - 33) / 41 mod 59
[5931] ['14', '33', '42'] -> (14 * 42) - 33 mod 59
[5932] ['14', '33', '45'] -> (33 * 45) + 14 mod 59
[5933] ['14', '33', '47'] -> 33 - (14 * 47) mod 59
[5934] ['14', '33', '48'] -> (14 - 48) / 33 mod 59
[5935] ['14', '33', '49'] -> (33 / 49) - 14 mod 59
[5936] ['14', '33', '50'] -> (33 / 14) - 50 mod 59
[5937] ['14', '33', '52'] -> (14 / 52) - 33 mod 59
[5938] ['2', '6', '35'] -> (2 - 35) / 6 mod 59
[5939] ['14', '34', '40'] -> 34 / (40 - 14) mod 59
[5940] ['14', '34', '46'] -> (14 - 34) * 46 mod 59
[5941] ['14', '34', '47'] -> 34 / (14 - 47) mod 59
[5942] ['14', '34', '48'] -> (14 - 48) * 34 mod 59
[5943] ['14', '34', '50'] -> (34 - 14) / 50 mod 59
[5944] ['14', '34', '51'] -> 51 / (14 - 34) mod 59
[5945] ['14', '34', '53'] -> (53 / 34) - 14 mod 59
[5946] ['14', '34', '58'] -> 14 / (34 - 58) mod 59
[5947] ['14', '35', '41'] -> (14 - 35) * 41 mod 59
[5948] ['14', '35', '42'] -> 42 - (14 * 35) mod 59
[5949] ['2', '6', '42'] -> (42 + 6) / 2 mod 59
[5950] ['14', '35', '47'] -> (14 / 47) + 35 mod 59
[5951] ['14', '35', '48'] -> 48 - (14 / 35) mod 59
[5952] ['14', '35', '54'] -> (14 * 54) + 35 mod 59
[5953] ['14', '36', '38'] -> (14 * 38) - 36 mod 59
[5954] ['14', '36', '39'] -> (36 / 39) + 14 mod 59
[5955] ['14', '36', '40'] -> (14 / 36) + 40 mod 59
[5956] ['14', '36', '42'] -> 36 / (14 - 42) mod 59
[5957] ['14', '36', '43'] -> 36 - (14 * 43) mod 59
[5958] ['14', '36', '44'] -> (36 - 14) * 44 mod 59
[5959] ['14', '36', '48'] -> (14 / 48) + 36 mod 59
[5960] ['2', '6', '44'] -> 44 - (2 / 6) mod 59
[5961] ['14', '36', '51'] -> (14 * 36) + 51 mod 59
[5962] ['14', '36', '52'] -> (52 - 14) / 36 mod 59
[5963] ['14', '36', '53'] -> 14 - (53 / 36) mod 59
[5964] ['14', '36', '55'] -> (36 - 14) / 55 mod 59
[5965] ['14', '36', '58'] -> 14 / (36 + 58) mod 59
[5966] ['14', '37', '37'] -> (14 * 37) + 37 mod 59
[5967] ['14', '37', '40'] -> (14 - 37) * 40 mod 59
[5968] ['14', '37', '43'] -> 14 - (43 / 37) mod 59
[5969] ['14', '37', '45'] -> (37 / 45) + 14 mod 59
[5970] ['14', '37', '46'] -> (37 / 46) - 14 mod 59
[5971] ['2', '6', '45'] -> 2 - (45 / 6) mod 59
[5972] ['14', '37', '48'] -> (14 + 48) / 37 mod 59
[5973] ['14', '37', '51'] -> 37 - (14 / 51) mod 59
[5974] ['14', '37', '54'] -> (54 / 14) + 37 mod 59
[5975] ['14', '37', '57'] -> 14 / (37 + 57) mod 59
[5976] ['14', '38', '40'] -> (40 / 14) + 38 mod 59
[5977] ['14', '38', '41'] -> (41 - 14) / 38 mod 59
[5978] ['14', '38', '42'] -> (42 / 14) - 38 mod 59
[5979] ['14', '38', '44'] -> (14 / 44) - 38 mod 59
[5980] ['14', '38', '45'] -> 45 / (38 - 14) mod 59
[5981] ['14', '38', '46'] -> (14 - 46) / 38 mod 59
[5982] ['2', '6', '47'] -> (2 * 6) - 47 mod 59
[5983] ['14', '38', '50'] -> 38 / (50 - 14) mod 59
[5984] ['14', '38', '51'] -> (38 / 51) + 14 mod 59
[5985] ['14', '38', '52'] -> 52 - (38 / 14) mod 59
[5986] ['14', '38', '54'] -> (14 / 38) - 54 mod 59
[5987] ['14', '39', '39'] -> 39 - (14 * 39) mod 59
[5988] ['14', '39', '41'] -> 41 - (14 / 39) mod 59
[5989] ['14', '39', '42'] -> (39 / 14) - 42 mod 59
[5990] ['14', '39', '44'] -> (14 + 39) / 44 mod 59
[5991] ['14', '39', '52'] -> (14 / 39) - 52 mod 59
[5992] ['14', '40', '41'] -> (14 * 41) + 40 mod 59
[5993] ['1', '5', '6'] -> (5 - 1) * 6 mod 59
[5994] ['2', '6', '48'] -> 2 - (6 / 48) mod 59
[5995] ['14', '40', '44'] -> 14 - (40 * 44) mod 59
[5996] ['14', '40', '49'] -> (14 - 40) * 49 mod 59
[5997] ['14', '40', '56'] -> (14 / 40) - 56 mod 59
[5998] ['14', '40', '58'] -> (40 - 58) / 14 mod 59
[5999] ['14', '41', '43'] -> (41 / 43) - 14 mod 59
[6000] ['14', '41', '48'] -> 48 - (41 / 14) mod 59
[6001] ['14', '41', '52'] -> (52 - 14) * 41 mod 59
[6002] ['14', '41', '54'] -> (54 - 14) / 41 mod 59
[6003] ['14', '41', '57'] -> (57 / 14) + 41 mod 59
[6004] ['14', '41', '58'] -> 58 / (41 - 14) mod 59
[6005] ['2', '6', '49'] -> (2 - 6) / 49 mod 59
[6006] ['14', '42', '46'] -> 46 / (14 + 42) mod 59
[6007] ['14', '42', '51'] -> (14 + 42) * 51 mod 59
[6008] ['14', '42', '57'] -> (42 / 57) - 14 mod 59
[6009] ['14', '42', '58'] -> (42 + 58) / 14 mod 59
[6010] ['14', '43', '44'] -> (14 - 44) / 43 mod 59
[6011] ['14', '43', '46'] -> (14 / 46) - 43 mod 59
[6012] ['14', '43', '48'] -> (14 - 43) * 48 mod 59
[6013] ['14', '43', '57'] -> (43 + 57) / 14 mod 59
[6014] ['14', '44', '44'] -> 44 - (44 / 14) mod 59
[6015] ['14', '44', '48'] -> (44 - 14) * 48 mod 59
[6016] ['2', '6', '54'] -> (54 - 6) / 2 mod 59
[6017] ['14', '44', '51'] -> (14 - 51) * 44 mod 59
[6018] ['14', '44', '52'] -> 44 - (14 * 52) mod 59
[6019] ['14', '44', '55'] -> (44 / 14) - 55 mod 59
[6020] ['14', '44', '56'] -> (44 + 56) / 14 mod 59
[6021] ['14', '44', '57'] -> (14 * 44) + 57 mod 59
[6022] ['14', '45', '46'] -> (46 - 14) * 45 mod 59
[6023] ['14', '45', '48'] -> (45 - 14) / 48 mod 59
[6024] ['14', '46', '46'] -> (46 / 14) + 46 mod 59
[6025] ['14', '46', '48'] -> 14 / (46 + 48) mod 59
[6026] ['14', '46', '49'] -> (14 * 49) + 46 mod 59
[6027] ['2', '6', '55'] -> (2 / 6) - 55 mod 59
[6028] ['14', '46', '58'] -> 58 / (14 - 46) mod 59
[6029] ['14', '47', '47'] -> 14 / (47 + 47) mod 59
[6030] ['14', '47', '49'] -> (47 - 14) * 49 mod 59
[6031] ['14', '47', '51'] -> (47 / 14) - 51 mod 59
[6032] ['14', '48', '54'] -> (54 / 48) - 14 mod 59
[6033] ['14', '49', '50'] -> (49 / 14) + 50 mod 59
[6034] ['14', '49', '51'] -> (49 + 51) / 14 mod 59
[6035] ['14', '49', '55'] -> 49 - (55 / 14) mod 59
[6036] ['14', '49', '57'] -> 57 - (49 / 14) mod 59
[6037] ['14', '50', '50'] -> (50 + 50) / 14 mod 59
[6038] ['2', '6', '57'] -> (2 - 57) * 6 mod 59
[6039] ['14', '50', '51'] -> (50 / 51) - 14 mod 59
[6040] ['14', '50', '53'] -> (14 - 53) / 50 mod 59
[6041] ['14', '50', '54'] -> 14 - (50 / 54) mod 59
[6042] ['14', '50', '55'] -> 50 - (14 / 55) mod 59
[6043] ['14', '51', '53'] -> 51 / (53 - 14) mod 59
[6044] ['14', '51', '55'] -> (14 - 51) / 55 mod 59
[6045] ['14', '51', '56'] -> 56 / (14 - 51) mod 59
[6046] ['14', '51', '58'] -> (58 - 14) / 51 mod 59
[6047] ['14', '52', '52'] -> 14 - (52 * 52) mod 59
[6048] ['14', '52', '53'] -> 53 - (52 / 14) mod 59
[6049] ['2', '6', '58'] -> 2 / (58 + 6) mod 59
[6050] ['14', '52', '55'] -> (14 * 52) - 55 mod 59
[6051] ['14', '54', '57'] -> (54 * 57) + 14 mod 59
[6052] ['14', '55', '58'] -> (55 / 14) + 58 mod 59
[6053] ['14', '56', '57'] -> (14 + 56) / 57 mod 59
[6054] ['14', '56', '58'] -> (58 / 14) - 56 mod 59
[6055] ['15', '15', '16'] -> (15 + 15) / 16 mod 59
[6056] ['15', '15', '17'] -> (17 / 15) + 15 mod 59
[6057] ['15', '15', '18'] -> 15 - (15 / 18) mod 59
[6058] ['15', '15', '21'] -> (21 - 15) / 15 mod 59
[6059] ['15', '15', '22'] -> (15 + 22) * 15 mod 59
[6060] ['2', '7', '7'] -> (2 - 7) * 7 mod 59
[6061] ['15', '15', '25'] -> 25 - (15 / 15) mod 59
[6062] ['15', '15', '37'] -> (15 - 37) * 15 mod 59
[6063] ['15', '15', '38'] -> (15 * 38) - 15 mod 59
[6064] ['15', '15', '41'] -> (15 / 41) + 15 mod 59
[6065] ['15', '15', '42'] -> 15 - (42 / 15) mod 59
[6066] ['15', '15', '48'] -> (15 + 15) * 48 mod 59
[6067] ['15', '15', '50'] -> (15 + 50) / 15 mod 59
[6068] ['15', '16', '16'] -> (15 + 16) * 16 mod 59
[6069] ['15', '16', '20'] -> (15 * 16) + 20 mod 59
[6070] ['15', '16', '21'] -> (16 + 21) * 15 mod 59
[6071] ['2', '7', '9'] -> (7 / 2) - 9 mod 59
[6072] ['15', '16', '22'] -> (22 - 16) / 15 mod 59
[6073] ['15', '16', '26'] -> (26 / 16) + 15 mod 59
[6074] ['15', '16', '29'] -> 29 - (16 / 15) mod 59
[6075] ['15', '16', '31'] -> 15 - (16 / 31) mod 59
[6076] ['15', '16', '33'] -> 15 - (33 / 16) mod 59
[6077] ['15', '16', '38'] -> (16 - 38) * 15 mod 59
[6078] ['15', '16', '39'] -> (15 * 16) - 39 mod 59
[6079] ['15', '16', '44'] -> (15 - 44) / 16 mod 59
[6080] ['15', '16', '45'] -> (45 - 15) / 16 mod 59
[6081] ['15', '16', '46'] -> (46 - 15) * 16 mod 59
[6082] ['2', '7', '11'] -> (2 - 11) / 7 mod 59
[6083] ['15', '16', '47'] -> (15 / 16) - 47 mod 59
[6084] ['15', '16', '48'] -> (15 + 16) / 48 mod 59
[6085] ['15', '16', '49'] -> (16 + 49) / 15 mod 59
[6086] ['15', '16', '51'] -> 15 / (16 + 51) mod 59
[6087] ['15', '16', '53'] -> (53 - 16) * 15 mod 59
[6088] ['15', '16', '57'] -> 16 - (57 / 15) mod 59
[6089] ['15', '17', '19'] -> (15 / 19) + 17 mod 59
[6090] ['15', '17', '21'] -> (15 + 17) / 21 mod 59
[6091] ['15', '17', '31'] -> 17 - (15 * 31) mod 59
[6092] ['15', '17', '40'] -> 17 - (15 / 40) mod 59
[6093] ['2', '7', '12'] -> 2 / (12 - 7) mod 59
[6094] ['15', '17', '45'] -> (15 + 17) * 45 mod 59
[6095] ['15', '17', '47'] -> (15 - 17) * 47 mod 59
[6096] ['15', '17', '50'] -> 15 / (17 + 50) mod 59
[6097] ['15', '17', '55'] -> 15 - (17 * 55) mod 59
[6098] ['15', '17', '57'] -> 17 / (15 + 57) mod 59
[6099] ['15', '18', '19'] -> (18 + 19) * 15 mod 59
[6100] ['15', '18', '22'] -> (15 - 18) / 22 mod 59
[6101] ['15', '18', '28'] -> 18 - (28 / 15) mod 59
[6102] ['15', '18', '31'] -> (31 / 15) + 18 mod 59
[6103] ['15', '18', '33'] -> (15 / 18) + 33 mod 59
[6104] ['1', '1', '33'] -> 1 / (33 - 1) mod 59
[6105] ['1', '5', '7'] -> (7 / 5) - 1 mod 59
[6106] ['2', '7', '17'] -> (2 - 7) / 17 mod 59
[6107] ['15', '18', '34'] -> (34 - 15) / 18 mod 59
[6108] ['15', '18', '35'] -> 18 - (15 * 35) mod 59
[6109] ['15', '18', '36'] -> (36 - 15) * 18 mod 59
[6110] ['15', '18', '44'] -> (44 / 18) + 15 mod 59
[6111] ['15', '18', '46'] -> 46 / (15 - 18) mod 59
[6112] ['15', '18', '47'] -> (18 + 47) / 15 mod 59
[6113] ['15', '18', '48'] -> (18 / 15) - 48 mod 59
[6114] ['15', '18', '51'] -> (15 - 18) * 51 mod 59
[6115] ['15', '18', '58'] -> 58 - (15 * 18) mod 59
[6116] ['15', '19', '22'] -> 22 / (15 - 19) mod 59
[6117] ['2', '7', '18'] -> (7 - 18) / 2 mod 59
[6118] ['15', '19', '26'] -> (15 + 19) / 26 mod 59
[6119] ['15', '19', '27'] -> 15 / (27 - 19) mod 59
[6120] ['15', '19', '30'] -> (19 * 30) - 15 mod 59
[6121] ['15', '19', '37'] -> 37 / (19 - 15) mod 59
[6122] ['15', '19', '38'] -> (38 - 15) * 19 mod 59
[6123] ['15', '19', '42'] -> (15 / 19) - 42 mod 59
[6124] ['15', '19', '46'] -> (19 + 46) / 15 mod 59
[6125] ['15', '19', '51'] -> (15 - 51) * 19 mod 59
[6126] ['15', '19', '52'] -> (19 / 15) - 52 mod 59
[6127] ['15', '20', '21'] -> (15 / 20) - 21 mod 59
[6128] ['2', '7', '20'] -> (20 * 7) + 2 mod 59
[6129] ['15', '20', '26'] -> (26 - 20) / 15 mod 59
[6130] ['15', '20', '27'] -> (20 * 27) + 15 mod 59
[6131] ['15', '20', '38'] -> (15 / 20) + 38 mod 59
[6132] ['15', '20', '43'] -> 20 - (15 * 43) mod 59
[6133] ['15', '20', '47'] -> 15 / (20 + 47) mod 59
[6134] ['15', '21', '22'] -> (21 / 22) + 15 mod 59
[6135] ['15', '21', '27'] -> (27 - 21) / 15 mod 59
[6136] ['15', '21', '31'] -> (15 + 21) / 31 mod 59
[6137] ['15', '21', '37'] -> 15 - (21 / 37) mod 59
[6138] ['15', '21', '40'] -> (15 + 21) * 40 mod 59
[6139] ['2', '7', '23'] -> 2 - (23 / 7) mod 59
[6140] ['15', '21', '42'] -> (15 - 42) / 21 mod 59
[6141] ['15', '21', '43'] -> (21 - 43) * 15 mod 59
[6142] ['15', '21', '45'] -> (45 / 15) + 21 mod 59
[6143] ['15', '21', '46'] -> 15 / (21 + 46) mod 59
[6144] ['15', '21', '49'] -> 49 - (21 / 15) mod 59
[6145] ['15', '21', '52'] -> (52 / 21) - 15 mod 59
[6146] ['15', '21', '54'] -> 21 - (15 / 54) mod 59
[6147] ['15', '21', '56'] -> (15 - 56) * 21 mod 59
[6148] ['15', '21', '57'] -> (15 / 21) + 57 mod 59
[6149] ['15', '22', '22'] -> 22 - (15 / 22) mod 59
[6150] ['2', '7', '34'] -> (34 / 2) + 7 mod 59
[6151] ['15', '22', '26'] -> (15 / 22) + 26 mod 59
[6152] ['15', '22', '32'] -> (32 / 22) - 15 mod 59
[6153] ['15', '22', '33'] -> (15 / 22) - 33 mod 59
[6154] ['15', '22', '37'] -> (15 / 37) + 22 mod 59
[6155] ['15', '22', '38'] -> 15 - (38 / 22) mod 59
[6156] ['15', '22', '40'] -> 22 / (15 + 40) mod 59
[6157] ['15', '22', '44'] -> (22 - 44) * 15 mod 59
[6158] ['15', '22', '45'] -> 15 / (22 + 45) mod 59
[6159] ['15', '22', '48'] -> (15 * 22) + 48 mod 59
[6160] ['15', '22', '51'] -> 22 - (15 * 51) mod 59
[6161] ['2', '7', '36'] -> (36 / 7) + 2 mod 59
[6162] ['15', '22', '52'] -> (22 / 52) - 15 mod 59
[6163] ['15', '22', '53'] -> 53 - (22 / 15) mod 59
[6164] ['15', '23', '30'] -> (30 / 23) + 15 mod 59
[6165] ['15', '23', '31'] -> 15 / (31 - 23) mod 59
[6166] ['15', '23', '33'] -> (15 * 23) + 33 mod 59
[6167] ['15', '23', '34'] -> (34 - 15) * 23 mod 59
[6168] ['15', '23', '39'] -> (15 - 23) / 39 mod 59
[6169] ['15', '23', '41'] -> (15 + 23) * 41 mod 59
[6170] ['15', '23', '42'] -> (23 + 42) / 15 mod 59
[6171] ['15', '23', '46'] -> 23 / (15 - 46) mod 59
[6172] ['2', '7', '48'] -> (2 + 48) / 7 mod 59
[6173] ['15', '23', '50'] -> (23 / 15) + 50 mod 59
[6174] ['15', '23', '57'] -> 57 - (23 / 15) mod 59
[6175] ['15', '23', '58'] -> 58 - (15 / 23) mod 59
[6176] ['15', '24', '29'] -> (15 - 29) / 24 mod 59
[6177] ['15', '25', '26'] -> (25 - 15) * 26 mod 59
[6178] ['15', '25', '27'] -> (27 / 15) - 25 mod 59
[6179] ['15', '25', '28'] -> (15 / 28) - 25 mod 59
[6180] ['15', '25', '29'] -> (25 / 29) + 15 mod 59
[6181] ['15', '25', '30'] -> 15 - (25 / 30) mod 59
[6182] ['15', '25', '36'] -> (15 + 25) * 36 mod 59
[6183] ['2', '7', '50'] -> (7 / 2) + 50 mod 59
[6184] ['15', '25', '49'] -> (49 - 15) * 25 mod 59
[6185] ['15', '25', '54'] -> (15 + 54) / 25 mod 59
[6186] ['15', '25', '56'] -> (15 * 25) - 56 mod 59
[6187] ['15', '25', '57'] -> (25 * 57) + 15 mod 59
[6188] ['15', '26', '28'] -> 28 / (26 - 15) mod 59
[6189] ['15', '26', '34'] -> 15 / (34 - 26) mod 59
[6190] ['15', '26', '37'] -> 26 - (15 / 37) mod 59
[6191] ['15', '26', '39'] -> (26 + 39) / 15 mod 59
[6192] ['15', '26', '41'] -> 15 / (26 + 41) mod 59
[6193] ['15', '26', '43'] -> 15 - (26 / 43) mod 59
[6194] ['2', '7', '54'] -> (7 - 54) * 2 mod 59
[6195] ['15', '26', '45'] -> 45 - (15 / 26) mod 59
[6196] ['15', '26', '47'] -> (15 * 26) + 47 mod 59
[6197] ['15', '26', '49'] -> (49 - 15) / 26 mod 59
[6198] ['15', '26', '50'] -> 26 / (15 + 50) mod 59
[6199] ['15', '26', '51'] -> (15 * 51) + 26 mod 59
[6200] ['15', '26', '54'] -> (15 + 54) * 26 mod 59
[6201] ['15', '26', '56'] -> (15 / 26) - 56 mod 59
[6202] ['15', '27', '27'] -> (15 * 27) - 27 mod 59
[6203] ['15', '27', '32'] -> (15 * 27) + 32 mod 59
[6204] ['15', '27', '37'] -> (27 / 37) - 15 mod 59
[6205] ['2', '7', '55'] -> (55 - 7) / 2 mod 59
[6206] ['15', '27', '38'] -> (27 + 38) / 15 mod 59
[6207] ['15', '27', '40'] -> 15 / (27 + 40) mod 59
[6208] ['15', '27', '43'] -> (15 + 43) / 27 mod 59
[6209] ['15', '27', '45'] -> 27 - (45 / 15) mod 59
[6210] ['15', '27', '46'] -> (15 + 27) / 46 mod 59
[6211] ['15', '27', '49'] -> (27 - 49) * 15 mod 59
[6212] ['15', '27', '50'] -> (50 / 27) - 15 mod 59
[6213] ['15', '27', '53'] -> 27 / (53 - 15) mod 59
[6214] ['15', '27', '54'] -> (15 / 54) + 27 mod 59
[6215] ['15', '27', '58'] -> (15 + 58) * 27 mod 59
[6216] ['1', '5', '8'] -> (1 - 8) * 5 mod 59
[6217] ['2', '7', '58'] -> 58 - (2 / 7) mod 59
[6218] ['15', '28', '28'] -> (15 + 28) * 28 mod 59
[6219] ['15', '28', '36'] -> 15 / (36 - 28) mod 59
[6220] ['15', '28', '38'] -> (38 - 15) / 28 mod 59
[6221] ['15', '28', '49'] -> (28 / 49) + 15 mod 59
[6222] ['15', '28', '51'] -> (15 - 51) / 28 mod 59
[6223] ['15', '28', '53'] -> (28 * 53) + 15 mod 59
[6224] ['15', '28', '56'] -> (15 - 28) / 56 mod 59
[6225] ['15', '29', '33'] -> (29 / 15) - 33 mod 59
[6226] ['15', '29', '34'] -> 15 - (34 / 29) mod 59
[6227] ['15', '29', '37'] -> 15 / (37 - 29) mod 59
[6228] ['2', '8', '9'] -> (2 / 8) + 9 mod 59
[6229] ['15', '29', '40'] -> (29 * 40) - 15 mod 59
[6230] ['15', '29', '46'] -> 46 - (15 * 29) mod 59
[6231] ['15', '29', '57'] -> (15 * 29) - 57 mod 59
[6232] ['15', '29', '58'] -> 29 / (58 - 15) mod 59
[6233] ['15', '30', '33'] -> (15 + 33) * 30 mod 59
[6234] ['15', '30', '34'] -> (34 / 30) + 15 mod 59
[6235] ['15', '30', '41'] -> 15 - (30 * 41) mod 59
[6236] ['15', '30', '43'] -> (43 / 15) - 30 mod 59
[6237] ['15', '30', '46'] -> (15 * 30) + 46 mod 59
[6238] ['15', '30', '49'] -> (49 / 30) - 15 mod 59
[6239] ['2', '8', '12'] -> 2 - (12 * 8) mod 59
[6240] ['15', '30', '51'] -> (15 - 30) / 51 mod 59
[6241] ['15', '30', '52'] -> (30 - 52) * 15 mod 59
[6242] ['15', '30', '54'] -> 54 - (15 / 30) mod 59
[6243] ['15', '30', '58'] -> 30 / (15 - 58) mod 59
[6244] ['15', '31', '33'] -> 31 / (15 + 33) mod 59
[6245] ['15', '31', '36'] -> 15 / (31 + 36) mod 59
[6246] ['15', '31', '38'] -> (15 - 38) / 31 mod 59
[6247] ['15', '31', '41'] -> (31 / 15) - 41 mod 59
[6248] ['15', '31', '42'] -> 42 / (15 + 31) mod 59
[6249] ['15', '31', '45'] -> (15 / 31) - 45 mod 59
[6250] ['2', '8', '15'] -> (8 - 2) / 15 mod 59
[6251] ['15', '31', '46'] -> 31 - (46 / 15) mod 59
[6252] ['15', '31', '49'] -> 15 - (31 / 49) mod 59
[6253] ['15', '31', '56'] -> (15 + 31) / 56 mod 59
[6254] ['15', '32', '32'] -> 32 - (15 * 32) mod 59
[6255] ['15', '32', '33'] -> (32 + 33) / 15 mod 59
[6256] ['15', '32', '34'] -> 34 - (32 / 15) mod 59
[6257] ['15', '32', '38'] -> (38 - 32) / 15 mod 59
[6258] ['15', '32', '39'] -> (32 * 39) + 15 mod 59
[6259] ['15', '32', '40'] -> 15 / (40 - 32) mod 59
[6260] ['15', '32', '43'] -> (15 * 32) - 43 mod 59
[6261] ['2', '8', '16'] -> (16 * 2) - 8 mod 59
[6262] ['15', '32', '46'] -> (15 - 32) / 46 mod 59
[6263] ['15', '32', '47'] -> (15 * 47) - 32 mod 59
[6264] ['15', '32', '50'] -> (32 - 15) * 50 mod 59
[6265] ['15', '32', '51'] -> (32 * 51) - 15 mod 59
[6266] ['15', '32', '53'] -> 32 / (15 - 53) mod 59
[6267] ['15', '32', '56'] -> (32 / 56) + 15 mod 59
[6268] ['15', '33', '39'] -> (39 - 33) / 15 mod 59
[6269] ['15', '33', '43'] -> (33 / 43) + 15 mod 59
[6270] ['15', '33', '47'] -> 47 - (15 * 33) mod 59
[6271] ['15', '33', '51'] -> (15 * 51) - 33 mod 59
[6272] ['2', '8', '17'] -> (17 - 2) / 8 mod 59
[6273] ['15', '33', '55'] -> (33 - 55) * 15 mod 59
[6274] ['15', '33', '57'] -> 15 - (57 / 33) mod 59
[6275] ['15', '33', '58'] -> (15 * 33) - 58 mod 59
[6276] ['15', '34', '47'] -> 47 - (15 / 34) mod 59
[6277] ['15', '34', '49'] -> (15 - 49) * 34 mod 59
[6278] ['15', '34', '53'] -> (34 / 15) - 53 mod 59
[6279] ['15', '34', '56'] -> (34 - 56) * 15 mod 59
[6280] ['15', '34', '57'] -> 15 - (34 * 57) mod 59
[6281] ['15', '34', '58'] -> (15 / 34) - 58 mod 59
[6282] ['15', '35', '41'] -> (41 - 35) / 15 mod 59
[6283] ['2', '8', '19'] -> (8 - 19) / 2 mod 59
[6284] ['15', '35', '42'] -> 15 - (35 / 42) mod 59
