[3085] ['1/8', '4/9', '4', '6'] -> (((4 / 4/9) - 6) / 1/8)
[3087] ['1/8', '4/9', '6', '6'] -> (((6 / 1/8) + 6) * 4/9)
[3088] ['1/8', '4/9', '7', '9'] -> ((7 - (4/9 * 9)) / 1/8)
[3129] ['1/8', '4/9', '1', '9'] -> (((4/9 * 9) - 1) / 1/8)
[3143] ['1/8', '1/2', '2', '5'] -> (((5 / 2) + 1/2) / 1/8)
[3144] ['1/8', '1/2', '2', '6'] -> (6 / (1/2 - (1/8 * 2)))
[3145] ['1/8', '1/2', '2', '9'] -> (9 / ((1/2 / 2) + 1/8))
[3151] ['1/8', '1/2', '3', '6'] -> ((3 + 6) / (1/2 - 1/8))
[3152] ['1/8', '1/2', '3', '7'] -> (7 / ((1/2 / 3) + 1/8))
[3155] ['1/8', '1/2', '5', '6'] -> (5 / ((1/2 / 6) + 1/8))
[3156] ['1/8', '1/2', '5', '7'] -> (((5 / 1/2) - 7) / 1/8)
[3157] ['1/8', '1/2', '7', '9'] -> (9 / ((1/8 * 7) - 1/2))
[3217] ['1/8', '5/9', '2', '9'] -> (((5/9 * 9) - 2) / 1/8)
[3221] ['1/8', '5/9', '5', '6'] -> (((5 / 5/9) - 6) / 1/8)
[3222] ['1/8', '5/9', '8', '9'] -> ((8 - (5/9 * 9)) / 1/8)
[3233] ['1/8', '4/7', '2', '5'] -> (((5 / 1/8) + 2) * 4/7)
[3238] ['1/8', '4/7', '4', '4'] -> (((4 / 4/7) - 4) / 1/8)
[3240] ['1/8', '4/7', '6', '6'] -> (((6 / 1/8) - 6) * 4/7)
[3241] ['1/8', '4/7', '7', '7'] -> ((7 - (4/7 * 7)) / 1/8)
[3297] ['1/8', '3/5', '4', '8'] -> (((4 / 1/8) + 8) * 3/5)
[3299] ['1/8', '3/5', '5', '6'] -> ((6 - (3/5 * 5)) / 1/8)
[3300] ['1/8', '3/5', '6', '7'] -> (((6 / 3/5) - 7) / 1/8)
[3301] ['1/8', '3/5', '6', '8'] -> (((6 / 1/8) - 8) * 3/5)
[3317] ['1/8', '5/8', '1', '2'] -> (((2 / 1/8) - 1) / 5/8)
[3319] ['1/8', '5/8', '1', '4'] -> (((5/8 / 1/8) + 1) * 4)
[3320] ['1/8', '5/8', '1', '7'] -> (((1 / 1/8) + 7) / 5/8)
[3339] ['1/8', '5/8', '2', '5'] -> ((2 / 1/8) + (5 / 5/8))
[3340] ['1/8', '5/8', '2', '7'] -> (((5/8 / 1/8) + 7) * 2)
[3352] ['1/8', '5/8', '3', '3'] -> (((5/8 / 1/8) + 3) * 3)
[3353] ['1/8', '5/8', '3', '8'] -> (8 / ((5/8 / 3) + 1/8))
[3356] ['1/8', '5/8', '4', '5'] -> ((4 / 1/8) - (5 / 5/8))
[3358] ['1/8', '5/8', '5', '6'] -> (6 / ((5/8 / 5) + 1/8))
[3359] ['1/8', '5/8', '5', '7'] -> ((5 + 7) / (5/8 - 1/8))
[3360] ['1/8', '5/8', '5', '8'] -> (((5 * 5/8) - 1/8) * 8)
[3361] ['1/8', '5/8', '6', '7'] -> (6 / ((1/8 * 7) - 5/8))
[3362] ['1/8', '5/8', '8', '9'] -> (9 / ((1/8 * 8) - 5/8))
[3363] ['1/8', '5/8', '9', '9'] -> ((9 + 9) / (1/8 + 5/8))
[3383] ['1/8', '2/3', '1', '4'] -> (1 / ((2/3 / 4) - 1/8))
[3384] ['1/8', '2/3', '1', '6'] -> (((2/3 * 6) - 1) / 1/8)
[3409] ['1/8', '2/3', '2', '5'] -> (5 / ((2/3 / 2) - 1/8))
[3419] ['1/8', '2/3', '3', '4'] -> (((4 / 2/3) - 3) / 1/8)
[3420] ['1/8', '2/3', '3', '9'] -> (((2/3 * 9) - 3) / 1/8)
[3422] ['1/8', '2/3', '4', '5'] -> (((5 / 1/8) - 4) * 2/3)
[3423] ['1/8', '2/3', '4', '7'] -> (7 / ((2/3 / 4) + 1/8))
[3427] ['1/8', '2/3', '6', '6'] -> (((6 / 2/3) - 6) / 1/8)
[3428] ['1/8', '2/3', '8', '8'] -> (8 / ((1/8 * 8) - 2/3))
[3429] ['1/8', '2/3', '9', '9'] -> ((9 - (2/3 * 9)) / 1/8)
[3456] ['1/8', '5/7', '2', '7'] -> (((5/7 * 7) - 2) / 1/8)
[3459] ['1/8', '5/7', '4', '5'] -> (((5 / 5/7) - 4) / 1/8)
[3460] ['1/8', '5/7', '7', '8'] -> ((8 - (5/7 * 7)) / 1/8)
[3494] ['1/8', '3/4', '2', '3'] -> (((3/4 / 1/8) + 2) * 3)
[3495] ['1/8', '3/4', '2', '4'] -> (((4 - 3/4) / 1/8) - 2)
[3496] ['1/8', '3/4', '2', '9'] -> ((2 * 9) + (3/4 / 1/8))
[3503] ['1/8', '3/4', '3', '3'] -> (3 / ((3/4 / 3) - 1/8))
[3508] ['1/8', '3/4', '5', '8'] -> (((5 / 1/8) - 8) * 3/4)
[3509] ['1/8', '3/4', '6', '6'] -> (6 / ((3/4 / 6) + 1/8))
[3510] ['1/8', '3/4', '6', '8'] -> (6 / ((1/8 * 8) - 3/4))
[3511] ['1/8', '3/4', '6', '9'] -> ((6 + 9) / (3/4 - 1/8))
[3512] ['1/8', '3/4', '7', '8'] -> ((7 + 8) / (3/4 - 1/8))
[3521] ['1/8', '4/5', '1', '5'] -> (((4/5 * 5) - 1) / 1/8)
[3544] ['1/8', '4/5', '4', '8'] -> ((8 - (4 / 4/5)) / 1/8)
[3545] ['1/8', '4/5', '5', '7'] -> ((7 - (4/5 * 5)) / 1/8)
[3546] ['1/8', '4/5', '7', '8'] -> (((8 / 4/5) - 7) / 1/8)
[3574] ['1/8', '7/9', '4', '9'] -> (((7/9 * 9) - 4) / 1/8)
[3575] ['1/8', '7/9', '6', '7'] -> (((7 / 7/9) - 6) / 1/8)
[3586] ['1/8', '5/6', '1', '5'] -> (1 / ((5/6 / 5) - 1/8))
[3613] ['1/8', '5/6', '2', '7'] -> (7 / ((5/6 / 2) - 1/8))
[3620] ['1/8', '5/6', '3', '5'] -> (((5 / 5/6) - 3) / 1/8)
[3622] ['1/8', '1', '7/6', '9'] -> (1 / (7/6 - (1/8 * 9)))
[3626] ['1/8', '1', '5/4', '5'] -> (((5 / 5/4) - 1) / 1/8)
[3627] ['1/8', '1', '5/4', '6'] -> (((1 + 5/4) / 1/8) + 6)
[3628] ['1/8', '1', '4/3', '8'] -> (1 / ((4/3 / 8) - 1/8))
[3631] ['1/8', '1', '3/2', '4'] -> (((1 + 3/2) / 1/8) + 4)
[3632] ['1/8', '1', '3/2', '8'] -> (((1 / 1/8) + 8) * 3/2)
[3634] ['1/8', '1', '8/5', '2'] -> (((2 / 1/8) - 1) * 8/5)
[3635] ['1/8', '1', '8/5', '7'] -> (((1 / 1/8) + 7) * 8/5)
[3636] ['1/8', '1', '7/4', '2'] -> (((1 + 7/4) / 1/8) + 2)
[3638] ['1/8', '1', '7/4', '7'] -> (((7 / 7/4) - 1) / 1/8)
[3639] ['1/8', '1', '9/5', '5'] -> (9/5 / ((1 / 5) - 1/8))
[3640] ['1/8', '1', '2', '9/4'] -> (((1 + 9/4) / 1/8) - 2)
[3641] ['1/8', '1', '2', '7/2'] -> ((7/2 - (1 / 2)) / 1/8)
[3644] ['1/8', '1', '9/4', '9'] -> (((9 / 9/4) - 1) / 1/8)
[3648] ['1/8', '1', '7/2', '7'] -> (((7 / 7/2) + 1) / 1/8)
[3650] ['1/8', '1', '4', '9/2'] -> (((9/2 - 1) / 1/8) - 4)
[3651] ['1/8', '1', '9/2', '9'] -> (((9 / 9/2) + 1) / 1/8)
[3666] ['1/8', '6/7', '7', '9'] -> ((9 - (6/7 * 7)) / 1/8)
[3670] ['1/8', '7/8', '1', '2'] -> (((2 + 7/8) / 1/8) + 1)
[3673] ['1/8', '7/8', '1', '3'] -> (((7/8 / 1/8) + 1) * 3)
[3675] ['1/8', '7/8', '1', '9'] -> (((1 + 7/8) / 1/8) + 9)
[3696] ['1/8', '7/8', '2', '7'] -> ((2 / 1/8) + (7 / 7/8))
[3704] ['1/8', '7/8', '3', '4'] -> (4 / ((7/8 / 3) - 1/8))
[3707] ['1/8', '7/8', '4', '9'] -> (9 / (7/8 - (1/8 * 4)))
[3708] ['1/8', '7/8', '5', '7'] -> (((7 / 7/8) - 5) / 1/8)
[3709] ['1/8', '7/8', '5', '9'] -> (((5 - 7/8) / 1/8) - 9)
[3710] ['1/8', '7/8', '6', '7'] -> (6 / ((7/8 / 7) + 1/8))
[3711] ['1/8', '7/8', '6', '9'] -> (6 / ((1/8 * 9) - 7/8))
[3712] ['1/8', '7/8', '9', '9'] -> ((9 + 9) / (7/8 - 1/8))
[3713] ['1/8', '5/6', '4', '9'] -> (((5/6 / 1/8) - 4) * 9)
[3715] ['1/8', '5/6', '5', '5'] -> (5 / (5/6 - (1/8 * 5)))
[3716] ['1/8', '5/6', '5', '7'] -> (7 / ((5/6 / 5) + 1/8))
[3717] ['1/8', '5/6', '5', '9'] -> ((9 - (5 / 5/6)) / 1/8)
[3718] ['1/8', '5/6', '6', '8'] -> ((8 - (5/6 * 6)) / 1/8)
[3719] ['1/8', '5/6', '7', '8'] -> (8 / (7 - (5/6 / 1/8)))
[3720] ['1/8', '5/6', '7', '9'] -> (7 / ((1/8 * 9) - 5/6))
[3721] ['1/8', '5/6', '8', '9'] -> ((8 + 9) / (5/6 - 1/8))
[3752] ['1/8', '6/7', '3', '7'] -> (((6/7 * 7) - 3) / 1/8)
[3754] ['1/8', '6/7', '4', '4'] -> (((4 / 1/8) - 4) * 6/7)
[3755] ['1/8', '6/7', '4', '6'] -> (((6 / 6/7) - 4) / 1/8)
[3770] ['1/8', '8/9', '2', '9'] -> ((2 / 1/8) + (8/9 * 9))
[3782] ['1/8', '8/9', '3', '7'] -> (((7 / 8/9) + 1/8) * 3)
[3784] ['1/8', '8/9', '4', '5'] -> (((4 / 1/8) - 5) * 8/9)
[3785] ['1/8', '8/9', '4', '9'] -> ((4 / 1/8) - (8/9 * 9))
[3788] ['1/8', '8/9', '5', '9'] -> (((8/9 * 9) - 5) / 1/8)
[3789] ['1/8', '8/9', '6', '8'] -> (((8 / 8/9) - 6) / 1/8)
[3791] ['1/8', '1', '1', '8/3'] -> (((1 / 1/8) + 1) * 8/3)
[3794] ['1/8', '1', '9/8', '2'] -> (((2 + 9/8) / 1/8) - 1)
[3796] ['1/8', '1', '9/8', '3'] -> (((9/8 / 1/8) - 1) * 3)
[3799] ['1/8', '1', '9/8', '7'] -> (((1 + 9/8) / 1/8) + 7)
[3802] ['1/8', '8/7', '3', '9'] -> (((9 / 8/7) + 1/8) * 3)
[3804] ['1/8', '8/7', '4', '8'] -> (((8 / 8/7) - 4) / 1/8)
[3805] ['1/8', '8/7', '5', '7'] -> (((7 * 8/7) - 5) / 1/8)
[3830] ['1/8', '7/6', '3', '7'] -> (((7 / 7/6) - 3) / 1/8)
[3834] ['1/8', '7/6', '4', '6'] -> (((6 * 7/6) - 4) / 1/8)
[3835] ['1/8', '7/6', '4', '8'] -> (4 / (7/6 - (1/8 * 8)))
[3836] ['1/8', '7/6', '7', '9'] -> ((9 - (7 / 7/6)) / 1/8)
[3837] ['1/8', '7/6', '8', '9'] -> (8 / ((7/6 / 1/8) - 9))
[3860] ['1/8', '9/8', '2', '3'] -> (((9/8 / 1/8) + 3) * 2)
[3861] ['1/8', '9/8', '2', '9'] -> ((2 / 1/8) + (9 / 9/8))
[3873] ['1/8', '9/8', '3', '4'] -> (((9/8 / 1/8) - 3) * 4)
[3874] ['1/8', '9/8', '3', '5'] -> ((3 * 5) + (9/8 / 1/8))
[3876] ['1/8', '9/8', '4', '9'] -> ((4 / 1/8) - (9 / 9/8))
[3878] ['1/8', '9/8', '5', '7'] -> (((5 - 9/8) / 1/8) - 7)
[3879] ['1/8', '9/8', '5', '9'] -> (((9 / 9/8) - 5) / 1/8)
[3880] ['1/8', '9/8', '6', '7'] -> (6 / (9/8 - (1/8 * 7)))
[3892] ['1/8', '8/7', '2', '5'] -> (((2 / 1/8) + 5) * 8/7)
[3893] ['1/8', '8/7', '2', '7'] -> ((2 / 1/8) + (7 * 8/7))
[3906] ['1/8', '9/7', '4', '9'] -> (((9 / 9/7) - 4) / 1/8)
[3907] ['1/8', '9/7', '6', '7'] -> (((7 * 9/7) - 6) / 1/8)
[3934] ['1/8', '4/3', '4', '5'] -> (5 / ((4/3 / 4) - 1/8))
[3935] ['1/8', '4/3', '5', '8'] -> (((5 / 1/8) - 8) / 4/3)
[3936] ['1/8', '4/3', '7', '8'] -> (7 / ((4/3 / 8) + 1/8))
[3937] ['1/8', '4/3', '8', '8'] -> (8 / (4/3 - (1/8 * 8)))
[3938] ['1/8', '4/3', '9', '9'] -> (((4/3 * 9) - 9) / 1/8)
[3960] ['1/8', '9/4', '4', '6'] -> (((4 * 9/4) - 6) / 1/8)
[3963] ['1/8', '9/4', '5', '8'] -> (((1/8 + 9/4) * 8) + 5)
[3964] ['1/8', '9/4', '6', '7'] -> ((6 * 7) - (9/4 / 1/8))
[3965] ['1/8', '9/4', '7', '9'] -> ((7 - (9 / 9/4)) / 1/8)
[3966] ['1/8', '9/4', '9', '9'] -> (9 / ((9/4 / 9) + 1/8))
[3971] ['1/8', '7/3', '4', '6'] -> (((4 / 6) + 7/3) / 1/8)
[3972] ['1/8', '7/3', '4', '8'] -> (4 / ((7/3 / 8) - 1/8))
[3973] ['1/8', '7/3', '5', '7'] -> (5 / ((7/3 / 7) - 1/8))
[3974] ['1/8', '7/3', '6', '7'] -> ((6 - (7 / 7/3)) / 1/8)
[3975] ['1/8', '7/3', '6', '8'] -> (((6 / 1/8) + 8) / 7/3)
[3976] ['1/8', '7/3', '6', '9'] -> (((6 / 9) + 7/3) / 1/8)
[3977] ['1/8', '7/3', '8', '8'] -> (((8 / 1/8) - 8) / 7/3)
[3979] ['1/8', '5/2', '3', '8'] -> (((1/8 + 5/2) * 8) + 3)
[3982] ['1/8', '5/2', '4', '6'] -> (((6 - 5/2) / 1/8) - 4)
[3984] ['1/8', '5/2', '5', '5'] -> ((5 - (5 / 5/2)) / 1/8)
[3985] ['1/8', '5/2', '6', '7'] -> (7 / ((5/2 / 6) - 1/8))
[3988] ['1/8', '8/3', '3', '4'] -> ((4 / 1/8) - (3 * 8/3))
[3992] ['1/8', '8/3', '5', '6'] -> ((5 / 1/8) - (6 * 8/3))
[3993] ['1/8', '8/3', '5', '8'] -> (5 / ((8/3 / 8) - 1/8))
[3994] ['1/8', '8/3', '6', '8'] -> ((6 - (8 / 8/3)) / 1/8)
[3995] ['1/8', '8/3', '6', '9'] -> ((6 / 1/8) - (8/3 * 9))
[3996] ['1/8', '8/3', '7', '8'] -> (((7 / 1/8) + 8) / 8/3)
[3997] ['1/8', '8/3', '8', '8'] -> (((1/8 * 8) + 8) * 8/3)
[3998] ['1/8', '3', '7/2', '8'] -> (((7/2 - 1/8) * 8) - 3)
[3999] ['1/8', '3', '4', '9/2'] -> ((9/2 / 1/8) - (3 * 4))
[4001] ['1/8', '7/2', '4', '5'] -> (((1/8 + 5) * 4) + 7/2)
[4003] ['1/8', '7/2', '5', '7'] -> ((5 - (7 / 7/2)) / 1/8)
[4004] ['1/8', '7/2', '5', '8'] -> (((1/8 + 7/2) * 8) - 5)
[4005] ['1/8', '7/2', '7', '9'] -> (9 / ((7/2 / 7) - 1/8))
[4010] ['1/8', '9/2', '9', '9'] -> (9 / ((9/2 / 9) - 1/8))
[4044] ['1/8', '6/5', '2', '4'] -> (((2 / 1/8) + 4) * 6/5)
[4045] ['1/8', '6/5', '2', '6'] -> (((6 / 6/5) - 2) / 1/8)
[4049] ['1/8', '6/5', '3', '5'] -> (((5 * 6/5) - 3) / 1/8)
[4052] ['1/8', '6/5', '6', '8'] -> ((8 - (6 / 6/5)) / 1/8)
[4067] ['1/8', '5/4', '2', '3'] -> (((5/4 / 1/8) - 2) * 3)
[4069] ['1/8', '5/4', '2', '6'] -> (2 / ((5/4 / 6) - 1/8))
[4070] ['1/8', '5/4', '2', '7'] -> ((2 * 7) + (5/4 / 1/8))
[4075] ['1/8', '5/4', '3', '5'] -> (3 / ((5/4 / 5) - 1/8))
[4076] ['1/8', '5/4', '3', '7'] -> (7 / ((5/4 / 3) - 1/8))
[4079] ['1/8', '5/4', '4', '4'] -> (((5/4 / 1/8) - 4) * 4)
[4081] ['1/8', '5/4', '4', '7'] -> (((7 / 4) + 5/4) / 1/8)
[4082] ['1/8', '5/4', '4', '8'] -> ((8 - (4 * 5/4)) / 1/8)
[4083] ['1/8', '5/4', '5', '6'] -> (((5 - 5/4) / 1/8) - 6)
[4084] ['1/8', '5/4', '5', '7'] -> ((7 - (5 / 5/4)) / 1/8)
[4085] ['1/8', '5/4', '6', '6'] -> (((5/4 / 1/8) - 6) * 6)
[4086] ['1/8', '5/4', '7', '9'] -> (9 / (5/4 - (1/8 * 7)))
[4111] ['1/8', '8/5', '8', '8'] -> ((8 - (8 / 8/5)) / 1/8)
[4122] ['1/8', '5/3', '2', '8'] -> (2 / ((5/3 / 8) - 1/8))
[4126] ['1/8', '5/3', '4', '8'] -> (((4 / 1/8) + 8) / 5/3)
[4130] ['1/8', '5/3', '5', '5'] -> (5 / ((5/3 / 5) - 1/8))
[4131] ['1/8', '5/3', '5', '6'] -> ((6 - (5 / 5/3)) / 1/8)
[4132] ['1/8', '5/3', '6', '7'] -> (((5/3 * 6) - 7) / 1/8)
[4133] ['1/8', '5/3', '8', '8'] -> (8 / ((5/3 / 8) + 1/8))
[4134] ['1/8', '5/3', '8', '9'] -> (((1/8 * 8) + 5/3) * 9)
[4137] ['1/8', '7/4', '2', '2'] -> (((7/4 / 1/8) - 2) * 2)
[4139] ['1/8', '7/4', '2', '6'] -> (((2 + 7/4) / 1/8) - 6)
[4144] ['1/8', '7/4', '3', '6'] -> (((7/4 / 1/8) - 6) * 3)
[4149] ['1/8', '7/4', '4', '4'] -> (((4 * 7/4) - 4) / 1/8)
[4150] ['1/8', '7/4', '4', '5'] -> (((5 / 4) + 7/4) / 1/8)
[4151] ['1/8', '7/4', '4', '8'] -> (((7/4 / 1/8) - 8) * 4)
[4153] ['1/8', '7/4', '6', '6'] -> (((6 / 1/8) - 6) / 7/4)
[4154] ['1/8', '7/4', '7', '7'] -> ((7 - (7 / 7/4)) / 1/8)
[4155] ['1/8', '7/4', '7', '9'] -> (9 / ((7/4 / 7) + 1/8))
[4156] ['1/8', '7/4', '8', '9'] -> (((1/8 + 7/4) * 8) + 9)
[4161] ['1/8', '9/5', '2', '9'] -> (((9 / 9/5) - 2) / 1/8)
[4163] ['1/8', '9/5', '8', '9'] -> ((8 - (9 / 9/5)) / 1/8)
[4166] ['1/8', '2', '9/4', '6'] -> (((9/4 / 1/8) - 6) * 2)
[4167] ['1/8', '2', '9/4', '7'] -> (((7 / 1/8) - 2) / 9/4)
[4170] ['1/8', '2', '8/3', '3'] -> ((2 / 1/8) + (3 * 8/3))
[4171] ['1/8', '2', '8/3', '7'] -> (((2 / 1/8) - 7) * 8/3)
[4173] ['1/8', '2', '7/2', '8'] -> ((7/2 / 1/8) - (8 / 2))
[4177] ['1/8', '7/5', '2', '7'] -> (((7 / 7/5) - 2) / 1/8)
[4178] ['1/8', '7/5', '4', '5'] -> (((5 * 7/5) - 4) / 1/8)
[4179] ['1/8', '7/5', '5', '8'] -> (((8 / 5) + 7/5) / 1/8)
[4180] ['1/8', '7/5', '7', '8'] -> ((8 - (7 / 7/5)) / 1/8)
[4198] ['1/8', '3/2', '6', '7'] -> ((7 - (6 / 3/2)) / 1/8)
[4210] ['1/8', '8/5', '2', '5'] -> ((2 / 1/8) + (5 * 8/5))
[4214] ['1/8', '8/5', '4', '5'] -> ((4 / 1/8) - (5 * 8/5))
[4215] ['1/8', '8/5', '5', '7'] -> (((7 / 5) + 8/5) / 1/8)
[4228] ['1/7', '1/7', '2', '3'] -> (((1/7 + 3) / 1/7) + 2)
[4230] ['1/7', '1/7', '2', '8'] -> (((1/7 / 1/7) + 2) * 8)
[4231] ['1/7', '1/7', '2', '9'] -> (((1/7 + 2) / 1/7) + 9)
[4234] ['1/7', '1/7', '3', '3'] -> (((1/7 * 3) + 3) / 1/7)
[4235] ['1/7', '1/7', '3', '7'] -> (((1/7 / 1/7) + 7) * 3)
[4236] ['1/7', '1/7', '3', '9'] -> ((9 - (1/7 / 1/7)) * 3)
[4238] ['1/7', '1/7', '4', '4'] -> ((4 - (1/7 * 4)) / 1/7)
[4239] ['1/7', '1/7', '4', '7'] -> ((7 - (1/7 / 1/7)) * 4)
[4240] ['1/7', '1/7', '5', '5'] -> ((5 * 5) - (1/7 / 1/7))
[4241] ['1/7', '1/7', '5', '6'] -> ((5 - (1/7 / 1/7)) * 6)
[4290] ['1/7', '1/6', '3', '6'] -> ((6 / 1/7) - (3 / 1/6))
[4291] ['1/7', '1/6', '3', '7'] -> (((1/7 * 7) + 3) / 1/6)
[4296] ['1/7', '1/6', '5', '7'] -> ((5 - (1/7 * 7)) / 1/6)
[4323] ['1/7', '1/6', '1', '3'] -> (((1 / 1/7) - 3) / 1/6)
[4367] ['1/7', '1/5', '2', '2'] -> ((2 / 1/5) + (2 / 1/7))
[4370] ['1/7', '1/5', '3', '9'] -> ((9 / 1/5) - (3 / 1/7))
[4414] ['1/7', '2/7', '2', '8'] -> (((2 + 2/7) / 1/7) + 8)
[4424] ['1/7', '2/7', '3', '6'] -> (((2/7 / 1/7) + 6) * 3)
[4425] ['1/7', '2/7', '3', '8'] -> (8 / ((1/7 / 3) + 2/7))
[4429] ['1/7', '2/7', '5', '5'] -> (((5 - 1/7) * 5) - 2/7)
[4430] ['1/7', '2/7', '5', '6'] -> (((1/7 + 5) / 2/7) + 6)
[4431] ['1/7', '2/7', '5', '8'] -> ((5 - (2/7 / 1/7)) * 8)
[4432] ['1/7', '2/7', '5', '9'] -> (((5 - 2/7) / 1/7) - 9)
[4433] ['1/7', '2/7', '7', '9'] -> (((9 - 1/7) / 2/7) - 7)
[4434] ['1/7', '2/7', '8', '9'] -> (((1/7 + 9) / 2/7) - 8)
[4464] ['1/7', '1/4', '2', '8'] -> (((2 / 1/7) - 8) / 1/4)
[4468] ['1/7', '1/4', '3', '4'] -> ((3 / (1/4 - 1/7)) - 4)
[4471] ['1/7', '1/4', '4', '7'] -> ((4 - (1/7 / 1/4)) * 7)
[4473] ['1/7', '1/4', '5', '7'] -> (((1/7 * 7) + 5) / 1/4)
[4474] ['1/7', '1/4', '7', '7'] -> ((7 - (1/7 * 7)) / 1/4)
[4475] ['1/7', '1/4', '8', '8'] -> ((8 / 1/7) - (8 / 1/4))
[4524] ['1/7', '1/3', '1', '1'] -> (((1 / 1/7) + 1) / 1/3)
[4546] ['1/7', '1/3', '2', '6'] -> (((2 / 1/7) - 6) / 1/3)
[4552] ['1/7', '1/3', '3', '7'] -> (((1/7 / 1/3) + 3) * 7)
[4553] ['1/7', '1/3', '5', '5'] -> ((1/7 + 5) * (5 - 1/3))
[4554] ['1/7', '1/3', '5', '9'] -> ((5 - (1/3 / 1/7)) * 9)
[4555] ['1/7', '1/3', '6', '6'] -> ((6 / 1/7) - (6 / 1/3))
[4556] ['1/7', '1/3', '7', '7'] -> (((1/7 * 7) + 7) / 1/3)
[4557] ['1/7', '1/3', '7', '9'] -> ((9 - (1/7 * 7)) / 1/3)
[4558] ['1/7', '1/3', '9', '9'] -> (((9 / 1/7) + 9) * 1/3)
[4569] ['1/7', '1/4', '1', '1'] -> (((1 / 1/7) - 1) / 1/4)
[4612] ['1/7', '2/7', '1', '3'] -> (((2/7 + 3) / 1/7) + 1)
[4668] ['1/7', '3/8', '1', '2'] -> (((1 / 1/7) + 2) / 3/8)
[4671] ['1/7', '3/8', '1', '9'] -> (((9 / 1/7) + 1) * 3/8)
[4682] ['1/7', '3/8', '2', '5'] -> (((2 / 1/7) - 5) / 3/8)
[4688] ['1/7', '3/8', '7', '8'] -> (((1/7 * 7) + 8) / 3/8)
[4689] ['1/7', '3/8', '8', '8'] -> (((8 / 1/7) + 8) * 3/8)
[4725] ['1/7', '3/7', '2', '7'] -> (((2 + 3/7) / 1/7) + 7)
[4726] ['1/7', '3/7', '2', '9'] -> (((3/7 / 1/7) + 9) * 2)
[4734] ['1/7', '3/7', '3', '4'] -> (((3/7 / 1/7) + 3) * 4)
[4736] ['1/7', '2/5', '4', '8'] -> (((8 / 1/7) + 4) * 2/5)
[4769] ['1/7', '2/5', '2', '4'] -> ((2 / 1/7) + (4 / 2/5))
[4770] ['1/7', '2/5', '2', '5'] -> (((2/5 / 1/7) + 2) * 5)
[4772] ['1/7', '2/5', '3', '8'] -> ((2/5 + 8) * (3 - 1/7))
[4773] ['1/7', '2/5', '3', '9'] -> (((9 / 1/7) - 3) * 2/5)
[4774] ['1/7', '3/7', '4', '6'] -> (6 / ((3/7 / 4) + 1/7))
[4775] ['1/7', '3/7', '4', '8'] -> ((8 / (3/7 - 1/7)) - 4)
[4776] ['1/7', '3/7', '4', '9'] -> ((9 - (3/7 / 1/7)) * 4)
[4780] ['1/7', '3/7', '6', '8'] -> ((6 - (3/7 / 1/7)) * 8)
[4781] ['1/7', '3/7', '7', '7'] -> (((7 / 1/7) + 7) * 3/7)
[4782] ['1/7', '3/7', '7', '9'] -> (((9 / 1/7) - 7) * 3/7)
[4783] ['1/7', '3/7', '9', '9'] -> (((1/7 * 9) + 9) / 3/7)
[4806] ['1/7', '4/9', '2', '8'] -> (((8 / 1/7) - 2) * 4/9)
[4811] ['1/7', '4/9', '5', '7'] -> (((7 / 1/7) + 5) * 4/9)
[4812] ['1/7', '4/9', '6', '8'] -> ((6 / 1/7) - (8 / 4/9))
[4813] ['1/7', '4/9', '9', '9'] -> (((9 / 1/7) - 9) * 4/9)
[4827] ['1/7', '1/2', '2', '2'] -> (((2 / 1/7) - 2) / 1/2)
[4828] ['1/7', '1/2', '2', '5'] -> ((2 / 1/7) + (5 / 1/2))
[4832] ['1/7', '1/2', '3', '7'] -> ((1/2 + 3) * (7 - 1/7))
[4833] ['1/7', '1/2', '3', '9'] -> (((3 / 1/7) - 9) / 1/2)
[4835] ['1/7', '1/2', '6', '6'] -> (((6 / 1/7) + 6) * 1/2)
[4836] ['1/7', '1/2', '6', '9'] -> ((6 / 1/7) - (9 / 1/2))
[4837] ['1/7', '1/2', '8', '8'] -> (((8 / 1/7) - 8) * 1/2)
[4859] ['1/7', '1/2', '1', '5'] -> (((1 / 1/7) + 5) / 1/2)
[4860] ['1/7', '1/2', '1', '7'] -> (((7 / 1/7) - 1) * 1/2)
[4903] ['1/7', '4/7', '3', '4'] -> (((4/7 / 1/7) + 4) * 3)
[4904] ['1/7', '4/7', '3', '8'] -> (8 / ((4/7 / 3) + 1/7))
[4906] ['1/7', '4/7', '5', '8'] -> (((4/7 * 5) + 1/7) * 8)
[4907] ['1/7', '4/7', '6', '8'] -> ((8 - (4/7 / 1/7)) * 6)
[4908] ['1/7', '4/7', '7', '7'] -> (((7 / 1/7) - 7) * 4/7)
[4909] ['1/7', '4/7', '8', '9'] -> (((1/7 + 9) / 4/7) + 8)
[4925] ['1/7', '3/5', '5', '5'] -> (((5 / 1/7) + 5) * 3/5)
[4926] ['1/7', '3/5', '5', '9'] -> ((9 - (3/5 / 1/7)) * 5)
[4927] ['1/7', '3/5', '7', '9'] -> (((7 / 1/7) - 9) * 3/5)
[4940] ['1/7', '5/8', '1', '2'] -> (((2 / 1/7) + 1) / 5/8)
[4941] ['1/7', '5/8', '1', '8'] -> (((1 / 1/7) + 8) / 5/8)
[4957] ['1/7', '5/8', '3', '6'] -> (((3 / 1/7) - 6) / 5/8)
[4958] ['1/7', '5/8', '4', '9'] -> (9 / ((5/8 / 1/7) - 4))
