[1] ['1', '1', '1', '6'] -> (1 + 1 + 1) * 6 base 7
[1117] ['23', '34', '41', '61'] -> ((23 * 41) - 61) / 34 base 7
[1118] ['23', '34', '43', '62'] -> ((34 * 43) + 23) / 62 base 7
[1119] ['23', '34', '44', '64'] -> (34 * 44) - (23 * 64) base 7
[1120] ['23', '34', '60', '61'] -> ((23 * 61) + 34) / 60 base 7
[1121] ['23', '34', '61', '65'] -> ((23 * 65) - 34) / 61 base 7
[1122] ['23', '35', '35', '35'] -> ((23 * 35) + 35) / 35 base 7
[1123] ['23', '35', '36', '62'] -> ((23 * 35) + 62) / 36 base 7
[1124] ['23', '35', '41', '45'] -> ((41 - 35) * 23) - 45 base 7
[1125] ['23', '35', '41', '52'] -> (23 + 52) / (41 - 35) base 7
[1126] ['1', '45', '50', '60'] -> 45 / ((50 / 60) + 1) base 7
[1127] ['23', '35', '42', '60'] -> ((23 * 42) - 60) / 35 base 7
[1128] ['23', '35', '60', '64'] -> ((23 * 64) - 35) / 60 base 7
[1129] ['23', '35', '61', '62'] -> ((23 * 62) + 35) / 61 base 7
[1130] ['23', '36', '36', '36'] -> ((23 * 36) + 36) / 36 base 7
[1131] ['23', '36', '40', '63'] -> ((23 * 36) + 63) / 40 base 7
[1132] ['23', '36', '41', '63'] -> (36 * 41) - (23 * 63) base 7
[1133] ['23', '36', '42', '45'] -> ((42 - 36) * 23) - 45 base 7
[1134] ['23', '36', '43', '56'] -> ((23 * 43) - 56) / 36 base 7
[1135] ['23', '36', '56', '63'] -> ((23 * 63) - 36) / 56 base 7
[1136] ['23', '36', '62', '63'] -> ((23 * 63) + 36) / 62 base 7
[1137] ['1', '45', '55', '66'] -> 45 / ((55 / 66) + 1) base 7
[1138] ['23', '40', '40', '40'] -> ((23 * 40) + 40) / 40 base 7
[1139] ['23', '40', '41', '64'] -> ((23 * 40) + 64) / 41 base 7
[1140] ['23', '40', '43', '45'] -> ((43 - 40) * 23) - 45 base 7
[1141] ['23', '40', '43', '52'] -> (23 + 52) / (43 - 40) base 7
[1142] ['23', '40', '55', '62'] -> ((23 * 62) - 40) / 55 base 7
[1143] ['23', '40', '63', '64'] -> ((23 * 64) + 40) / 63 base 7
[1144] ['23', '41', '41', '41'] -> ((23 * 41) + 41) / 41 base 7
[1145] ['23', '41', '42', '65'] -> ((23 * 41) + 65) / 42 base 7
[1146] ['23', '41', '44', '45'] -> ((44 - 41) * 23) - 45 base 7
[1147] ['23', '41', '44', '52'] -> (23 + 52) / (44 - 41) base 7
[1148] ['1', '45', '60', '62'] -> 60 / ((62 / 45) + 1) base 7
[1149] ['23', '41', '54', '61'] -> ((23 * 61) - 41) / 54 base 7
[1150] ['23', '41', '64', '65'] -> ((23 * 65) + 41) / 64 base 7
[1151] ['23', '42', '42', '42'] -> ((23 * 42) + 42) / 42 base 7
[1152] ['23', '42', '43', '66'] -> ((23 * 42) + 66) / 43 base 7
[1153] ['23', '42', '45', '45'] -> ((45 - 42) * 23) - 45 base 7
[1154] ['23', '42', '45', '52'] -> (23 + 52) / (45 - 42) base 7
[1155] ['23', '42', '46', '53'] -> ((23 * 46) - 53) / 42 base 7
[1156] ['23', '42', '53', '60'] -> ((23 * 60) - 42) / 53 base 7
[1157] ['23', '42', '65', '66'] -> ((23 * 66) + 42) / 65 base 7
[1158] ['23', '43', '43', '43'] -> ((23 * 43) + 43) / 43 base 7
[1159] ['1', '46', '55', '63'] -> 46 / ((55 / 63) + 1) base 7
[1160] ['23', '43', '45', '46'] -> ((46 - 43) * 23) - 45 base 7
[1161] ['23', '43', '46', '52'] -> (23 + 52) / (46 - 43) base 7
[1162] ['23', '43', '50', '52'] -> ((23 * 50) - 52) / 43 base 7
[1163] ['23', '44', '44', '44'] -> ((23 * 44) + 44) / 44 base 7
[1164] ['23', '44', '50', '52'] -> (23 + 52) / (50 - 44) base 7
[1165] ['23', '44', '51', '51'] -> ((23 * 51) - 51) / 44 base 7
[1166] ['23', '44', '51', '55'] -> ((23 * 55) - 44) / 51 base 7
[1167] ['23', '45', '45', '45'] -> ((23 * 45) + 45) / 45 base 7
[1168] ['23', '45', '46', '52'] -> ((52 - 46) * 23) - 45 base 7
[1169] ['23', '45', '50', '53'] -> ((53 - 50) * 23) - 45 base 7
[1170] ['1', '50', '50', '51'] -> 51 / ((50 / 50) + 1) base 7
[1171] ['23', '45', '50', '54'] -> ((23 * 54) - 45) / 50 base 7
[1172] ['23', '45', '51', '52'] -> (23 + 52) / (51 - 45) base 7
[1173] ['23', '45', '51', '54'] -> ((54 - 51) * 23) - 45 base 7
[1174] ['23', '45', '52', '55'] -> ((55 - 52) * 23) - 45 base 7
[1175] ['23', '45', '53', '56'] -> ((56 - 53) * 23) - 45 base 7
[1176] ['23', '45', '54', '60'] -> ((60 - 54) * 23) - 45 base 7
[1177] ['23', '45', '55', '61'] -> ((61 - 55) * 23) - 45 base 7
[1178] ['23', '45', '60', '63'] -> ((63 - 60) * 23) - 45 base 7
[1179] ['23', '45', '61', '64'] -> ((64 - 61) * 23) - 45 base 7
[1180] ['23', '45', '62', '65'] -> ((65 - 62) * 23) - 45 base 7
[1181] ['1', '50', '50', '52'] -> (1 + 50) / (52 - 50) base 7
[1182] ['23', '45', '63', '66'] -> ((66 - 63) * 23) - 45 base 7
[1183] ['23', '46', '46', '53'] -> ((23 * 53) - 46) / 46 base 7
[1184] ['23', '51', '52', '54'] -> (23 + 52) / (54 - 51) base 7
[1185] ['23', '52', '52', '52'] -> ((23 * 52) + 52) / 52 base 7
[1186] ['23', '52', '52', '55'] -> (23 + 52) / (55 - 52) base 7
[1187] ['23', '52', '53', '56'] -> (23 + 52) / (56 - 53) base 7
[1188] ['23', '52', '54', '60'] -> (23 + 52) / (60 - 54) base 7
[1189] ['23', '52', '55', '61'] -> (23 + 52) / (61 - 55) base 7
[1190] ['23', '52', '56', '62'] -> (23 + 52) / (62 - 56) base 7
[1191] ['23', '52', '60', '63'] -> (23 + 52) / (63 - 60) base 7
[1192] ['1', '50', '52', '53'] -> (53 / (52 - 50)) - 1 base 7
[1193] ['23', '52', '60', '66'] -> ((23 * 60) - 66) / 52 base 7
[1194] ['23', '52', '61', '64'] -> (23 + 52) / (64 - 61) base 7
[1195] ['23', '52', '62', '65'] -> (23 + 52) / (65 - 62) base 7
[1196] ['23', '52', '63', '66'] -> (23 + 52) / (66 - 63) base 7
[1197] ['23', '53', '53', '53'] -> ((23 * 53) + 53) / 53 base 7
[1198] ['23', '53', '61', '65'] -> ((23 * 61) - 65) / 53 base 7
[1199] ['23', '54', '54', '54'] -> ((23 * 54) + 54) / 54 base 7
[1200] ['23', '54', '62', '64'] -> ((23 * 62) - 64) / 54 base 7
[1201] ['23', '55', '55', '55'] -> ((23 * 55) + 55) / 55 base 7
[1202] ['23', '55', '63', '63'] -> ((23 * 63) - 63) / 55 base 7
[1203] ['1', '50', '52', '54'] -> (1 + 50) / (54 - 52) base 7
[1204] ['23', '56', '56', '56'] -> ((23 * 56) + 56) / 56 base 7
[1205] ['23', '56', '62', '64'] -> ((23 * 64) - 62) / 56 base 7
[1206] ['23', '60', '60', '60'] -> ((23 * 60) + 60) / 60 base 7
[1207] ['23', '60', '61', '65'] -> ((23 * 65) - 61) / 60 base 7
[1208] ['23', '60', '61', '66'] -> ((23 * 66) - 60) / 61 base 7
[1209] ['23', '61', '61', '61'] -> ((23 * 61) + 61) / 61 base 7
[1210] ['23', '62', '62', '62'] -> ((23 * 62) + 62) / 62 base 7
[1211] ['23', '63', '63', '63'] -> ((23 * 63) + 63) / 63 base 7
[1212] ['23', '64', '64', '64'] -> ((23 * 64) + 64) / 64 base 7
[1213] ['23', '65', '65', '65'] -> ((23 * 65) + 65) / 65 base 7
[1214] ['1', '50', '53', '55'] -> (1 + 50) / (55 - 53) base 7
[1215] ['23', '66', '66', '66'] -> ((23 * 66) + 66) / 66 base 7
[1216] ['25', '25', '25', '25'] -> ((25 * 25) - 25) / 25 base 7
[1217] ['25', '25', '25', '26'] -> 26 - ((25 + 25) / 25) base 7
[1218] ['25', '25', '26', '30'] -> ((30 - 25) * 25) - 26 base 7
[1219] ['25', '25', '52', '53'] -> ((25 * 52) - 25) / 53 base 7
[1220] ['25', '26', '26', '26'] -> ((25 * 26) - 26) / 26 base 7
[1221] ['25', '26', '26', '30'] -> 26 - ((25 + 30) / 26) base 7
[1222] ['25', '26', '30', '31'] -> ((30 - 25) * 26) - 31 base 7
[1223] ['25', '26', '31', '34'] -> 26 - ((25 + 34) / 31) base 7
[1224] ['25', '26', '31', '46'] -> (26 + 46) / (31 - 25) base 7
[1225] ['1', '1', '41', '55'] -> ((1 + 1) * 41) - 55 base 7
[1226] ['1', '50', '54', '56'] -> (1 + 50) / (56 - 54) base 7
[1227] ['25', '26', '32', '36'] -> 26 - ((25 + 36) / 32) base 7
[1228] ['25', '26', '32', '50'] -> (25 + 50) / (32 - 26) base 7
[1229] ['25', '26', '32', '54'] -> ((32 - 26) * 25) - 54 base 7
[1230] ['25', '26', '33', '35'] -> ((35 - 33) * 25) - 26 base 7
[1231] ['25', '26', '33', '41'] -> 26 - ((25 + 41) / 33) base 7
[1232] ['25', '26', '34', '36'] -> ((36 - 34) * 25) - 26 base 7
[1233] ['25', '26', '34', '43'] -> 26 - ((25 + 43) / 34) base 7
[1234] ['25', '26', '35', '40'] -> ((40 - 35) * 25) - 26 base 7
[1235] ['25', '26', '35', '45'] -> 26 - ((25 + 45) / 35) base 7
[1236] ['25', '26', '36', '41'] -> ((41 - 36) * 25) - 26 base 7
[1237] ['1', '50', '55', '60'] -> (1 + 50) / (60 - 55) base 7
[1238] ['25', '26', '36', '50'] -> 26 - ((25 + 50) / 36) base 7
[1239] ['25', '26', '40', '42'] -> ((42 - 40) * 25) - 26 base 7
[1240] ['25', '26', '40', '52'] -> 26 - ((25 + 52) / 40) base 7
[1241] ['25', '26', '41', '43'] -> ((43 - 41) * 25) - 26 base 7
[1242] ['25', '26', '41', '54'] -> 26 - ((25 + 54) / 41) base 7
[1243] ['25', '26', '42', '44'] -> ((44 - 42) * 25) - 26 base 7
[1244] ['25', '26', '42', '56'] -> 26 - ((25 + 56) / 42) base 7
[1245] ['25', '26', '43', '45'] -> ((45 - 43) * 25) - 26 base 7
[1246] ['25', '26', '43', '61'] -> 26 - ((25 + 61) / 43) base 7
[1247] ['25', '26', '44', '46'] -> ((46 - 44) * 25) - 26 base 7
[1248] ['1', '50', '56', '61'] -> (1 + 50) / (61 - 56) base 7
[1249] ['25', '26', '44', '63'] -> 26 - ((25 + 63) / 44) base 7
[1250] ['25', '26', '45', '50'] -> ((50 - 45) * 25) - 26 base 7
[1251] ['25', '26', '45', '65'] -> 26 - ((25 + 65) / 45) base 7
[1252] ['25', '26', '46', '52'] -> ((25 * 46) + 26) / 52 base 7
[1253] ['25', '26', '50', '52'] -> ((52 - 50) * 25) - 26 base 7
[1254] ['25', '26', '52', '53'] -> (26 * 52) - (25 * 53) base 7
[1255] ['25', '26', '52', '54'] -> ((54 - 52) * 25) - 26 base 7
[1256] ['25', '26', '53', '54'] -> ((25 * 53) - 26) / 54 base 7
[1257] ['25', '26', '54', '56'] -> ((56 - 54) * 25) - 26 base 7
[1258] ['25', '26', '54', '60'] -> (25 * 60) - (26 * 54) base 7
[1259] ['1', '50', '60', '62'] -> (1 + 50) / (62 - 60) base 7
[1260] ['25', '26', '56', '61'] -> ((61 - 56) * 25) - 26 base 7
[1261] ['25', '26', '60', '62'] -> ((62 - 60) * 25) - 26 base 7
[1262] ['25', '26', '61', '63'] -> ((63 - 61) * 25) - 26 base 7
[1263] ['25', '26', '62', '64'] -> ((64 - 62) * 25) - 26 base 7
[1264] ['25', '26', '63', '65'] -> ((65 - 63) * 25) - 26 base 7
[1265] ['25', '26', '64', '66'] -> ((66 - 64) * 25) - 26 base 7
[1266] ['25', '30', '30', '30'] -> ((25 * 30) - 30) / 30 base 7
[1267] ['25', '30', '30', '33'] -> ((30 - 25) * 30) - 33 base 7
[1268] ['25', '30', '30', '62'] -> 30 - ((25 + 62) / 30) base 7
[1269] ['25', '30', '31', '35'] -> ((30 - 25) * 31) - 35 base 7
[1270] ['1', '50', '61', '63'] -> (1 + 50) / (63 - 61) base 7
[1271] ['25', '30', '31', '45'] -> (30 + 45) / (31 - 25) base 7
[1272] ['25', '30', '31', '50'] -> 30 - ((31 + 50) / 25) base 7
[1273] ['25', '30', '31', '55'] -> ((25 * 31) - 55) / 30 base 7
[1274] ['25', '30', '31', '63'] -> ((31 - 25) * 30) - 63 base 7
[1275] ['25', '30', '31', '65'] -> 30 - ((25 + 65) / 31) base 7
[1276] ['25', '30', '32', '46'] -> 30 - ((32 + 46) / 25) base 7
[1277] ['25', '30', '33', '50'] -> (25 + 50) / (33 - 30) base 7
[1278] ['25', '30', '33', '54'] -> ((33 - 30) * 25) - 54 base 7
[1279] ['25', '30', '35', '46'] -> ((30 - 25) * 35) - 46 base 7
[1280] ['25', '30', '36', '42'] -> 30 - ((36 + 42) / 25) base 7
[1281] ['1', '50', '62', '64'] -> (1 + 50) / (64 - 62) base 7
[1282] ['25', '30', '40', '41'] -> 30 - ((40 + 41) / 25) base 7
[1283] ['25', '30', '40', '53'] -> ((30 - 25) * 40) - 53 base 7
[1284] ['25', '30', '41', '45'] -> (25 * 45) - (30 * 41) base 7
[1285] ['25', '30', '41', '55'] -> ((30 - 25) * 41) - 55 base 7
[1286] ['25', '30', '43', '62'] -> ((30 - 25) * 43) - 62 base 7
[1287] ['25', '30', '44', '64'] -> ((30 - 25) * 44) - 64 base 7
[1288] ['25', '30', '45', '51'] -> ((25 * 45) + 30) / 51 base 7
[1289] ['25', '30', '45', '66'] -> ((30 - 25) * 45) - 66 base 7
[1290] ['25', '30', '54', '55'] -> ((25 * 54) - 30) / 55 base 7
[1291] ['25', '31', '31', '31'] -> ((25 * 31) - 31) / 31 base 7
[1292] ['1', '50', '63', '65'] -> (1 + 50) / (65 - 63) base 7
[1293] ['25', '31', '31', '44'] -> (31 + 44) / (31 - 25) base 7
[1294] ['25', '31', '31', '66'] -> ((31 - 25) * 31) - 66 base 7
[1295] ['25', '31', '32', '43'] -> (32 + 43) / (31 - 25) base 7
[1296] ['25', '31', '32', '56'] -> ((25 * 32) - 56) / 31 base 7
[1297] ['25', '31', '34', '40'] -> (31 * 34) - (25 * 40) base 7
[1298] ['25', '31', '34', '41'] -> (34 + 41) / (31 - 25) base 7
[1299] ['25', '31', '34', '44'] -> ((25 * 31) + 44) / 34 base 7
[1300] ['25', '31', '34', '50'] -> (25 + 50) / (34 - 31) base 7
[1301] ['25', '31', '34', '54'] -> ((34 - 31) * 25) - 54 base 7
[1302] ['25', '31', '40', '66'] -> 31 - ((40 + 66) / 25) base 7
[1303] ['1', '50', '64', '66'] -> (1 + 50) / (66 - 64) base 7
[1304] ['25', '31', '41', '65'] -> 31 - ((41 + 65) / 25) base 7
[1305] ['25', '31', '42', '64'] -> 31 - ((42 + 64) / 25) base 7
[1306] ['25', '31', '43', '63'] -> 31 - ((43 + 63) / 25) base 7
[1307] ['25', '31', '44', '50'] -> ((25 * 44) + 31) / 50 base 7
[1308] ['25', '31', '44', '62'] -> 31 - ((44 + 62) / 25) base 7
[1309] ['25', '31', '45', '61'] -> 31 - ((45 + 61) / 25) base 7
[1310] ['25', '31', '46', '60'] -> 31 - ((46 + 60) / 25) base 7
[1311] ['25', '31', '51', '55'] -> 31 - ((51 + 55) / 25) base 7
[1312] ['25', '31', '52', '54'] -> 31 - ((52 + 54) / 25) base 7
[1313] ['25', '31', '55', '56'] -> ((25 * 55) - 31) / 56 base 7
[1314] ['1', '51', '51', '51'] -> 51 / ((51 / 51) + 1) base 7
[1315] ['25', '32', '32', '32'] -> ((25 * 32) - 32) / 32 base 7
[1316] ['25', '32', '33', '42'] -> (25 * 42) - (32 * 33) base 7
[1317] ['25', '32', '33', '60'] -> ((25 * 33) - 60) / 32 base 7
[1318] ['25', '32', '34', '45'] -> ((32 * 34) + 25) / 45 base 7
[1319] ['25', '32', '35', '43'] -> ((25 * 32) + 43) / 35 base 7
[1320] ['25', '32', '35', '54'] -> ((35 - 32) * 25) - 54 base 7
[1321] ['25', '32', '35', '64'] -> (35 + 64) / (32 - 25) base 7
[1322] ['25', '32', '36', '63'] -> (36 + 63) / (32 - 25) base 7
[1323] ['25', '32', '40', '62'] -> (40 + 62) / (32 - 25) base 7
[1324] ['25', '32', '41', '51'] -> ((32 * 41) - 25) / 51 base 7
[1325] ['1', '51', '52', '52'] -> 51 / ((52 / 52) + 1) base 7
[1326] ['25', '32', '42', '60'] -> (42 + 60) / (32 - 25) base 7
[1327] ['25', '32', '43', '46'] -> ((25 * 43) + 32) / 46 base 7
[1328] ['25', '32', '43', '56'] -> (43 + 56) / (32 - 25) base 7
[1329] ['25', '32', '44', '55'] -> (44 + 55) / (32 - 25) base 7
[1330] ['25', '32', '46', '53'] -> (46 + 53) / (32 - 25) base 7
[1331] ['25', '32', '50', '52'] -> (50 + 52) / (32 - 25) base 7
[1332] ['25', '32', '51', '51'] -> (51 + 51) / (32 - 25) base 7
[1333] ['25', '32', '56', '60'] -> ((25 * 56) - 32) / 60 base 7
[1334] ['25', '32', '65', '66'] -> 32 - ((65 + 66) / 25) base 7
[1335] ['25', '33', '33', '33'] -> ((25 * 33) - 33) / 33 base 7
[1336] ['1', '1', '42', '45'] -> 45 - (42 / (1 + 1)) base 7
[1337] ['1', '51', '54', '54'] -> 51 / ((54 / 54) + 1) base 7
[1338] ['25', '33', '34', '61'] -> ((25 * 34) - 61) / 33 base 7
[1339] ['25', '33', '36', '42'] -> ((25 * 33) + 42) / 36 base 7
[1340] ['25', '33', '36', '54'] -> ((36 - 33) * 25) - 54 base 7
[1341] ['25', '33', '42', '45'] -> ((25 * 42) + 33) / 45 base 7
[1342] ['25', '33', '46', '60'] -> (33 * 46) - (25 * 60) base 7
[1343] ['25', '33', '60', '61'] -> ((25 * 60) - 33) / 61 base 7
[1344] ['25', '33', '60', '66'] -> (60 + 66) / (33 - 25) base 7
[1345] ['25', '33', '61', '65'] -> (61 + 65) / (33 - 25) base 7
[1346] ['25', '33', '62', '64'] -> (62 + 64) / (33 - 25) base 7
[1347] ['25', '33', '63', '63'] -> (63 + 63) / (33 - 25) base 7
[1348] ['1', '51', '55', '55'] -> 51 / ((55 / 55) + 1) base 7
[1349] ['25', '34', '34', '34'] -> ((25 * 34) - 34) / 34 base 7
[1350] ['25', '34', '35', '62'] -> ((25 * 35) - 62) / 34 base 7
[1351] ['25', '34', '40', '41'] -> ((25 * 34) + 41) / 40 base 7
[1352] ['25', '34', '40', '50'] -> (25 + 50) / (40 - 34) base 7
[1353] ['25', '34', '40', '54'] -> ((40 - 34) * 25) - 54 base 7
[1354] ['25', '34', '41', '65'] -> ((25 * 34) + 65) / 41 base 7
[1355] ['25', '34', '43', '60'] -> ((34 * 43) - 25) / 60 base 7
[1356] ['25', '34', '61', '62'] -> ((25 * 61) - 34) / 62 base 7
[1357] ['25', '35', '35', '35'] -> ((25 * 35) - 35) / 35 base 7
[1358] ['25', '35', '36', '63'] -> ((25 * 36) - 63) / 35 base 7
[1359] ['1', '51', '55', '62'] -> 55 / ((62 / 51) + 1) base 7
[1360] ['25', '35', '40', '41'] -> ((25 * 35) + 40) / 41 base 7
[1361] ['25', '35', '40', '43'] -> ((25 * 40) + 35) / 43 base 7
[1362] ['25', '35', '41', '50'] -> (25 + 50) / (41 - 35) base 7
[1363] ['25', '35', '41', '54'] -> ((41 - 35) * 25) - 54 base 7
[1364] ['25', '35', '42', '60'] -> (25 * 60) - (35 * 42) base 7
[1365] ['25', '35', '42', '64'] -> ((25 * 35) + 64) / 42 base 7
[1366] ['25', '35', '62', '63'] -> ((25 * 62) - 35) / 63 base 7
[1367] ['25', '36', '36', '36'] -> ((25 * 36) - 36) / 36 base 7
[1368] ['25', '36', '36', '42'] -> ((25 * 36) + 36) / 42 base 7
[1369] ['25', '36', '40', '64'] -> ((25 * 40) - 64) / 36 base 7
[1370] ['1', '51', '56', '56'] -> 51 / ((56 / 56) + 1) base 7
[1371] ['25', '36', '42', '50'] -> (25 + 50) / (42 - 36) base 7
[1372] ['25', '36', '63', '64'] -> ((25 * 63) - 36) / 64 base 7
[1373] ['25', '40', '40', '40'] -> ((25 * 40) - 40) / 40 base 7
[1374] ['25', '40', '41', '65'] -> ((25 * 41) - 65) / 40 base 7
[1375] ['25', '40', '43', '50'] -> (25 + 50) / (43 - 40) base 7
[1376] ['25', '40', '43', '54'] -> ((43 - 40) * 25) - 54 base 7
[1377] ['25', '40', '44', '62'] -> ((25 * 40) + 62) / 44 base 7
[1378] ['25', '40', '62', '66'] -> ((25 * 62) + 40) / 66 base 7
[1379] ['25', '40', '64', '65'] -> ((25 * 64) - 40) / 65 base 7
[1380] ['25', '41', '41', '41'] -> ((25 * 41) - 41) / 41 base 7
[1381] ['1', '51', '56', '64'] -> 56 / ((64 / 51) + 1) base 7
[1382] ['25', '41', '42', '66'] -> ((25 * 42) - 66) / 41 base 7
[1383] ['25', '41', '44', '50'] -> (25 + 50) / (44 - 41) base 7
[1384] ['25', '41', '44', '54'] -> ((44 - 41) * 25) - 54 base 7
[1385] ['25', '41', '45', '61'] -> ((25 * 41) + 61) / 45 base 7
[1386] ['25', '41', '61', '65'] -> ((25 * 61) + 41) / 65 base 7
[1387] ['25', '41', '65', '66'] -> ((25 * 65) - 41) / 66 base 7
[1388] ['25', '42', '42', '42'] -> ((25 * 42) - 42) / 42 base 7
[1389] ['25', '42', '43', '66'] -> (42 * 43) - (25 * 66) base 7
[1390] ['25', '42', '45', '50'] -> (25 + 50) / (45 - 42) base 7
[1391] ['25', '42', '45', '54'] -> ((45 - 42) * 25) - 54 base 7
[1392] ['1', '51', '60', '60'] -> 51 / ((60 / 60) + 1) base 7
[1393] ['25', '42', '46', '60'] -> ((25 * 42) + 60) / 46 base 7
[1394] ['25', '42', '60', '64'] -> ((25 * 60) + 42) / 64 base 7
[1395] ['25', '43', '43', '43'] -> ((25 * 43) - 43) / 43 base 7
[1396] ['25', '43', '46', '50'] -> (25 + 50) / (46 - 43) base 7
[1397] ['25', '43', '46', '54'] -> ((46 - 43) * 25) - 54 base 7
[1398] ['25', '43', '56', '63'] -> ((25 * 56) + 43) / 63 base 7
[1399] ['25', '44', '44', '44'] -> ((25 * 44) - 44) / 44 base 7
[1400] ['25', '44', '50', '50'] -> (25 + 50) / (50 - 44) base 7
[1401] ['25', '44', '50', '54'] -> ((50 - 44) * 25) - 54 base 7
[1402] ['25', '44', '51', '55'] -> ((25 * 44) + 55) / 51 base 7
[1403] ['1', '51', '60', '66'] -> 60 / ((66 / 51) + 1) base 7
[1404] ['25', '44', '55', '62'] -> ((25 * 55) + 44) / 62 base 7
[1405] ['25', '45', '45', '45'] -> ((25 * 45) - 45) / 45 base 7
[1406] ['25', '45', '50', '51'] -> (25 + 50) / (51 - 45) base 7
[1407] ['25', '45', '51', '54'] -> ((51 - 45) * 25) - 54 base 7
[1408] ['25', '45', '52', '54'] -> ((25 * 45) + 54) / 52 base 7
[1409] ['25', '46', '46', '46'] -> ((25 * 46) - 46) / 46 base 7
[1410] ['25', '46', '52', '54'] -> ((52 - 46) * 25) - 54 base 7
[1411] ['25', '46', '53', '53'] -> ((25 * 46) + 53) / 53 base 7
[1412] ['25', '46', '53', '60'] -> ((25 * 53) + 46) / 60 base 7
[1413] ['25', '50', '50', '50'] -> ((25 * 50) - 50) / 50 base 7
[1414] ['1', '51', '61', '61'] -> 51 / ((61 / 61) + 1) base 7
[1415] ['25', '50', '51', '54'] -> (25 + 50) / (54 - 51) base 7
[1416] ['25', '50', '52', '55'] -> (25 + 50) / (55 - 52) base 7
[1417] ['25', '50', '52', '56'] -> ((25 * 52) + 50) / 56 base 7
[1418] ['25', '50', '53', '54'] -> ((53 - 50) * 25) - 54 base 7
[1419] ['25', '50', '53', '56'] -> (25 + 50) / (56 - 53) base 7
[1420] ['25', '50', '54', '60'] -> (25 + 50) / (60 - 54) base 7
[1421] ['25', '50', '55', '61'] -> (25 + 50) / (61 - 55) base 7
[1422] ['25', '50', '56', '62'] -> (25 + 50) / (62 - 56) base 7
[1423] ['25', '50', '60', '63'] -> (25 + 50) / (63 - 60) base 7
[1424] ['25', '50', '61', '64'] -> (25 + 50) / (64 - 61) base 7
[1425] ['1', '51', '62', '62'] -> 51 / ((62 / 62) + 1) base 7
[1426] ['25', '50', '62', '65'] -> (25 + 50) / (65 - 62) base 7
[1427] ['25', '50', '63', '66'] -> (25 + 50) / (66 - 63) base 7
[1428] ['25', '51', '51', '55'] -> ((25 * 51) + 51) / 55 base 7
[1429] ['25', '53', '54', '56'] -> ((56 - 53) * 25) - 54 base 7
[1430] ['25', '54', '54', '54'] -> ((25 * 54) - 54) / 54 base 7
[1431] ['25', '54', '54', '60'] -> ((60 - 54) * 25) - 54 base 7
[1432] ['25', '54', '55', '61'] -> ((61 - 55) * 25) - 54 base 7
[1433] ['25', '54', '56', '62'] -> ((62 - 56) * 25) - 54 base 7
[1434] ['25', '54', '60', '63'] -> ((63 - 60) * 25) - 54 base 7
[1435] ['25', '54', '61', '64'] -> ((64 - 61) * 25) - 54 base 7
[1436] ['1', '51', '63', '63'] -> 51 / ((63 / 63) + 1) base 7
[1437] ['25', '54', '62', '65'] -> ((65 - 62) * 25) - 54 base 7
[1438] ['25', '54', '63', '66'] -> ((66 - 63) * 25) - 54 base 7
[1439] ['25', '55', '55', '55'] -> ((25 * 55) - 55) / 55 base 7
[1440] ['25', '56', '56', '56'] -> ((25 * 56) - 56) / 56 base 7
[1441] ['25', '60', '60', '60'] -> ((25 * 60) - 60) / 60 base 7
[1442] ['25', '60', '65', '66'] -> ((25 * 60) + 66) / 65 base 7
[1443] ['25', '61', '61', '61'] -> ((25 * 61) - 61) / 61 base 7
[1444] ['25', '61', '65', '66'] -> ((25 * 61) + 65) / 66 base 7
[1445] ['25', '62', '62', '62'] -> ((25 * 62) - 62) / 62 base 7
[1446] ['25', '63', '63', '63'] -> ((25 * 63) - 63) / 63 base 7
[1447] ['1', '1', '42', '54'] -> (1 + 1) * (54 - 42) base 7
[1448] ['1', '51', '64', '64'] -> 51 / ((64 / 64) + 1) base 7
[1449] ['25', '64', '64', '64'] -> ((25 * 64) - 64) / 64 base 7
[1450] ['25', '65', '65', '65'] -> ((25 * 65) - 65) / 65 base 7
[1451] ['25', '66', '66', '66'] -> ((25 * 66) - 66) / 66 base 7
[1452] ['26', '26', '26', '26'] -> 26 - ((26 + 26) / 26) base 7
[1453] ['26', '26', '26', '55'] -> ((26 * 26) - 55) / 26 base 7
[1454] ['26', '26', '31', '31'] -> ((31 - 26) * 26) - 31 base 7
[1455] ['26', '26', '31', '33'] -> 26 - ((26 + 33) / 31) base 7
[1456] ['26', '26', '32', '46'] -> (26 + 46) / (32 - 26) base 7
[1457] ['26', '26', '33', '40'] -> 26 - ((26 + 40) / 33) base 7
[1458] ['26', '26', '34', '42'] -> 26 - ((26 + 42) / 34) base 7
[1459] ['1', '51', '65', '65'] -> 51 / ((65 / 65) + 1) base 7
[1460] ['26', '26', '35', '42'] -> ((26 * 35) + 26) / 42 base 7
[1461] ['26', '26', '36', '46'] -> 26 - ((26 + 46) / 36) base 7
[1462] ['26', '26', '40', '51'] -> 26 - ((26 + 51) / 40) base 7
[1463] ['26', '26', '41', '53'] -> 26 - ((26 + 53) / 41) base 7
[1464] ['26', '26', '43', '60'] -> 26 - ((26 + 60) / 43) base 7
[1465] ['26', '26', '44', '62'] -> 26 - ((26 + 62) / 44) base 7
[1466] ['26', '26', '45', '64'] -> 26 - ((26 + 64) / 45) base 7
[1467] ['26', '26', '46', '66'] -> 26 - ((26 + 66) / 46) base 7
