[1] ['1', '1', '1', 'C'] -> (1 + 1 + 1) * C base 16
[3968] ['2', 'E', 'F', '1D'] -> ((1D + F) / 2) + E base 16
[3969] ['2', 'E', 'F', '28'] -> ((28 - F) * 2) - E base 16
[3970] ['2', 'E', 'F', '2A'] -> ((2A / E) + F) * 2 base 16
[3971] ['2', 'E', '10', '15'] -> ((10 + E) / 2) + 15 base 16
[3972] ['2', 'E', '10', '1A'] -> ((1A + E) / 2) + 10 base 16
[3973] ['2', 'E', '11', '1B'] -> ((11 + 1B) / 2) + E base 16
[3974] ['1', '2', '1C', '28'] -> (1 + 2) * (28 - 1C) base 16
[3975] ['2', 'E', '12', '1B'] -> 12 / (E - (1B / 2)) base 16
[3976] ['2', 'E', '12', '23'] -> 12 / ((23 / E) - 2) base 16
[3977] ['2', 'E', '13', '14'] -> ((14 + E) / 2) + 13 base 16
[3978] ['2', 'E', '13', '19'] -> ((13 + 19) / 2) + E base 16
[3979] ['2', 'E', '13', '2C'] -> ((2C - 13) * 2) - E base 16
[3980] ['2', 'E', '13', '31'] -> ((31 * E) - 2) / 13 base 16
[3981] ['2', 'E', '14', '2A'] -> ((2A - E) * 2) - 14 base 16
[3982] ['2', 'E', '15', '17'] -> ((15 + 17) / 2) + E base 16
[3983] ['2', 'E', '15', '22'] -> ((15 + E) * 2) - 22 base 16
[3984] ['2', 'E', '15', '2A'] -> (15 - (2A / E)) * 2 base 16
[3985] ['1', '2', '1C', '2A'] -> ((1C + 2A) / 2) + 1 base 16
[3986] ['2', 'E', '15', '2E'] -> ((2E - 15) * 2) - E base 16
[3987] ['2', 'E', '15', '31'] -> (2 - (E / 31)) * 15 base 16
[3988] ['2', 'E', '16', '17'] -> ((16 * 17) - 2) / E base 16
[3989] ['2', 'E', '16', '2B'] -> ((2B - E) * 2) - 16 base 16
[3990] ['2', 'E', '16', '2F'] -> ((2F - 16) * 2) - E base 16
[3991] ['2', 'E', '17', '26'] -> ((17 + E) * 2) - 26 base 16
[3992] ['2', 'E', '17', '30'] -> ((30 - 17) * 2) - E base 16
[3993] ['2', 'E', '18', '19'] -> (E - (19 / 2)) * 18 base 16
[3994] ['2', 'E', '19', '19'] -> (2 - (E / 19)) * 19 base 16
[3995] ['2', 'E', '19', '2A'] -> ((19 + E) * 2) - 2A base 16
[3996] ['1', '2', '1C', '30'] -> ((1 + 2) * 1C) - 30 base 16
[3997] ['2', 'E', '1A', '2C'] -> ((1A + E) * 2) - 2C base 16
[3998] ['2', 'E', '1A', '2D'] -> ((2D - E) * 2) - 1A base 16
[3999] ['2', 'E', '1C', '31'] -> ((1C / 31) + 2) * E base 16
[4000] ['2', 'E', '1E', '2F'] -> ((2F - E) * 2) - 1E base 16
[4001] ['2', 'E', '21', '28'] -> ((2 + 28) / E) + 21 base 16
[4002] ['2', 'E', '21', '30'] -> (30 / (2 + E)) + 21 base 16
[4003] ['2', 'E', '22', '31'] -> ((31 - E) * 2) - 22 base 16
[4004] ['2', 'E', '27', '28'] -> 27 - ((2 + 28) / E) base 16
[4005] ['2', 'E', '27', '30'] -> 27 - (30 / (2 + E)) base 16
[4006] ['2', 'F', 'F', '11'] -> ((F / F) + 11) * 2 base 16
[4007] ['1', '2', '1D', '2D'] -> ((1D + 2D) / 2) - 1 base 16
[4008] ['2', 'F', 'F', '13'] -> (13 - (F / F)) * 2 base 16
[4009] ['2', 'F', 'F', '18'] -> ((F + F) * 2) - 18 base 16
[4010] ['2', 'F', 'F', '1B'] -> ((1B + F) / 2) + F base 16
[4011] ['2', 'F', 'F', '2D'] -> ((2D / F) + F) * 2 base 16
[4012] ['2', 'F', '10', '28'] -> ((10 / 28) + 2) * F base 16
[4013] ['2', 'F', '10', '30'] -> ((30 / 10) + F) * 2 base 16
[4014] ['2', 'F', '11', '19'] -> ((11 + 19) / 2) + F base 16
[4015] ['2', 'F', '11', '1C'] -> ((11 + F) * 2) - 1C base 16
[4016] ['2', 'F', '12', '1D'] -> 12 / (F - (1D / 2)) base 16
[4017] ['2', 'F', '13', '13'] -> ((13 + F) / 2) + 13 base 16
[4018] ['1', '1', '4', '30'] -> (1 - (1 / 4)) * 30 base 16
[4019] ['1', '2', '1E', '20'] -> ((1 + 20) * 2) - 1E base 16
[4020] ['2', 'F', '13', '17'] -> ((13 + 17) / 2) + F base 16
[4021] ['2', 'F', '13', '20'] -> ((13 + F) * 2) - 20 base 16
[4022] ['2', 'F', '14', '16'] -> ((14 + 16) / 2) + F base 16
[4023] ['2', 'F', '14', '22'] -> ((14 + F) * 2) - 22 base 16
[4024] ['2', 'F', '14', '2D'] -> 2D / (2 - (F / 14)) base 16
[4025] ['2', 'F', '16', '26'] -> ((16 + F) * 2) - 26 base 16
[4026] ['2', 'F', '18', '26'] -> F / (2 - (26 / 18)) base 16
[4027] ['2', 'F', '18', '28'] -> 18 / ((28 / F) - 2) base 16
[4028] ['2', 'F', '20', '31'] -> ((31 - F) * 2) - 20 base 16
[4029] ['2', 'F', '21', '2B'] -> ((2 + 2B) / F) + 21 base 16
[4030] ['1', '2', '1E', '22'] -> ((22 - 1) * 2) - 1E base 16
[4031] ['2', 'F', '27', '2B'] -> 27 - ((2 + 2B) / F) base 16
[4032] ['2', '10', '10', '11'] -> ((10 / 10) + 11) * 2 base 16
[4033] ['2', '10', '10', '13'] -> (13 - (10 / 10)) * 2 base 16
[4034] ['2', '10', '10', '18'] -> ((10 + 18) / 2) + 10 base 16
[4035] ['2', '10', '10', '2A'] -> ((2A - 10) * 2) - 10 base 16
[4036] ['2', '10', '11', '16'] -> ((10 + 16) / 2) + 11 base 16
[4037] ['2', '10', '11', '17'] -> ((11 + 17) / 2) + 10 base 16
[4038] ['2', '10', '11', '1E'] -> ((10 + 11) * 2) - 1E base 16
[4039] ['2', '10', '11', '2B'] -> ((2B - 11) * 2) - 10 base 16
[4040] ['2', '10', '12', '18'] -> 12 / (2 - (18 / 10)) base 16
[4041] ['1', '2', '1E', '28'] -> ((1E + 28) / 2) + 1 base 16
[4042] ['2', '10', '12', '1F'] -> 12 / (10 - (1F / 2)) base 16
[4043] ['2', '10', '12', '21'] -> 12 / ((21 / 2) - 10) base 16
[4044] ['2', '10', '13', '22'] -> ((10 + 13) * 2) - 22 base 16
[4045] ['2', '10', '13', '2D'] -> ((2D - 13) * 2) - 10 base 16
[4046] ['2', '10', '14', '1B'] -> 1B / (2 - (14 / 10)) base 16
[4047] ['2', '10', '14', '2E'] -> ((2E - 14) * 2) - 10 base 16
[4048] ['2', '10', '15', '26'] -> ((10 + 15) * 2) - 26 base 16
[4049] ['2', '10', '15', '30'] -> (15 - (30 / 10)) * 2 base 16
[4050] ['2', '10', '17', '31'] -> ((31 - 17) * 2) - 10 base 16
[4051] ['2', '10', '18', '1D'] -> (10 - (1D / 2)) * 18 base 16
[4052] ['1', '2', '1E', '2C'] -> ((1E + 2C) / 2) - 1 base 16
[4053] ['2', '10', '18', '23'] -> ((23 / 2) - 10) * 18 base 16
[4054] ['2', '10', '19', '2E'] -> ((10 + 19) * 2) - 2E base 16
[4055] ['2', '10', '1A', '1A'] -> (2 - (10 / 1A)) * 1A base 16
[4056] ['2', '10', '1A', '2F'] -> ((2F - 10) * 2) - 1A base 16
[4057] ['2', '10', '1B', '2A'] -> 10 / (2 - (2A / 1B)) base 16
[4058] ['2', '10', '1B', '2C'] -> 1B / ((2C / 10) - 2) base 16
[4059] ['2', '10', '1E', '31'] -> ((31 - 10) * 2) - 1E base 16
[4060] ['2', '10', '27', '2E'] -> 27 - ((2 + 2E) / 10) base 16
[4061] ['2', '11', '11', '11'] -> ((11 / 11) + 11) * 2 base 16
[4062] ['2', '11', '11', '15'] -> ((11 + 15) / 2) + 11 base 16
[4063] ['1', '2', '1E', '2E'] -> 2E - (1E / (1 + 2)) base 16
[4064] ['2', '11', '11', '20'] -> ((11 + 11) * 2) - 20 base 16
[4065] ['2', '11', '14', '14'] -> ((14 / 14) + 11) * 2 base 16
[4066] ['2', '11', '14', '26'] -> ((11 + 14) * 2) - 26 base 16
[4067] ['2', '11', '14', '2D'] -> ((2D - 11) * 2) - 14 base 16
[4068] ['2', '11', '15', '15'] -> ((15 / 15) + 11) * 2 base 16
[4069] ['2', '11', '15', '28'] -> ((11 + 15) * 2) - 28 base 16
[4070] ['2', '11', '16', '16'] -> ((16 / 16) + 11) * 2 base 16
[4071] ['2', '11', '17', '17'] -> ((17 / 17) + 11) * 2 base 16
[4072] ['2', '11', '18', '18'] -> ((18 / 18) + 11) * 2 base 16
[4073] ['2', '11', '18', '22'] -> (2 - (11 / 22)) * 18 base 16
[4074] ['1', '2', '1F', '27'] -> ((1F + 27) / 2) + 1 base 16
[4075] ['2', '11', '18', '25'] -> ((25 / 2) - 11) * 18 base 16
[4076] ['2', '11', '18', '2F'] -> ((2F - 11) * 2) - 18 base 16
[4077] ['2', '11', '19', '19'] -> ((19 / 19) + 11) * 2 base 16
[4078] ['2', '11', '19', '30'] -> ((11 + 19) * 2) - 30 base 16
[4079] ['2', '11', '1A', '1A'] -> ((1A / 1A) + 11) * 2 base 16
[4080] ['2', '11', '1A', '30'] -> ((30 - 11) * 2) - 1A base 16
[4081] ['2', '11', '1B', '1B'] -> ((1B / 1B) + 11) * 2 base 16
[4082] ['2', '11', '1C', '1C'] -> ((1C / 1C) + 11) * 2 base 16
[4083] ['2', '11', '1D', '1D'] -> ((1D / 1D) + 11) * 2 base 16
[4084] ['2', '11', '1E', '1E'] -> ((1E / 1E) + 11) * 2 base 16
[4085] ['1', '2', '20', '21'] -> ((1 + 21) * 2) - 20 base 16
[4086] ['2', '11', '1F', '1F'] -> ((1F / 1F) + 11) * 2 base 16
[4087] ['2', '11', '20', '20'] -> ((20 / 20) + 11) * 2 base 16
[4088] ['2', '11', '21', '21'] -> ((21 / 21) + 11) * 2 base 16
[4089] ['2', '11', '21', '31'] -> ((2 + 31) / 11) + 21 base 16
[4090] ['2', '11', '22', '22'] -> ((22 / 22) + 11) * 2 base 16
[4091] ['2', '11', '25', '25'] -> ((25 / 25) + 11) * 2 base 16
[4092] ['2', '11', '27', '27'] -> ((27 / 27) + 11) * 2 base 16
[4093] ['2', '11', '27', '31'] -> 27 - ((2 + 31) / 11) base 16
[4094] ['2', '11', '28', '28'] -> ((28 / 28) + 11) * 2 base 16
[4095] ['2', '11', '29', '29'] -> ((29 / 29) + 11) * 2 base 16
[4096] ['1', '2', '20', '23'] -> ((23 - 1) * 2) - 20 base 16
[4097] ['2', '11', '2A', '2A'] -> ((2A / 2A) + 11) * 2 base 16
[4098] ['2', '11', '2B', '2B'] -> ((2B / 2B) + 11) * 2 base 16
[4099] ['2', '11', '2C', '2C'] -> ((2C / 2C) + 11) * 2 base 16
[4100] ['2', '11', '2D', '2D'] -> ((2D / 2D) + 11) * 2 base 16
[4101] ['2', '11', '2E', '2E'] -> ((2E / 2E) + 11) * 2 base 16
[4102] ['2', '11', '2F', '2F'] -> ((2F / 2F) + 11) * 2 base 16
[4103] ['2', '11', '30', '30'] -> ((30 / 30) + 11) * 2 base 16
[4104] ['2', '11', '31', '31'] -> ((31 / 31) + 11) * 2 base 16
[4105] ['2', '12', '14', '1E'] -> 12 / (2 - (1E / 14)) base 16
[4106] ['2', '12', '14', '27'] -> 12 / (14 - (27 / 2)) base 16
[4107] ['1', '2', '20', '26'] -> ((20 + 26) / 2) + 1 base 16
[4108] ['2', '12', '14', '29'] -> 12 / ((29 / 2) - 14) base 16
[4109] ['2', '12', '15', '2B'] -> 12 / ((2B / 2) - 15) base 16
[4110] ['2', '12', '16', '21'] -> 12 / (2 - (21 / 16)) base 16
[4111] ['2', '12', '16', '2D'] -> 12 / ((2D / 2) - 16) base 16
[4112] ['2', '12', '17', '2D'] -> 12 / (17 - (2D / 2)) base 16
[4113] ['2', '12', '17', '2F'] -> 12 / ((2F / 2) - 17) base 16
[4114] ['2', '12', '18', '2D'] -> 2D / (2 - (12 / 18)) base 16
[4115] ['2', '12', '18', '2F'] -> 12 / (18 - (2F / 2)) base 16
[4116] ['2', '12', '18', '31'] -> 12 / ((31 / 2) - 18) base 16
[4117] ['2', '12', '19', '31'] -> 12 / (19 - (31 / 2)) base 16
[4118] ['1', '2', '20', '2A'] -> ((20 + 2A) / 2) - 1 base 16
[4119] ['2', '12', '1A', '27'] -> 12 / (2 - (27 / 1A)) base 16
[4120] ['2', '12', '1C', '2A'] -> 12 / (2 - (2A / 1C)) base 16
[4121] ['2', '12', '1E', '2D'] -> 12 / (2 - (2D / 1E)) base 16
[4122] ['2', '13', '13', '13'] -> (13 - (13 / 13)) * 2 base 16
[4123] ['2', '13', '13', '28'] -> ((13 + 13) * 2) - 28 base 16
[4124] ['2', '13', '14', '14'] -> (13 - (14 / 14)) * 2 base 16
[4125] ['2', '13', '14', '2A'] -> ((13 + 14) * 2) - 2A base 16
[4126] ['2', '13', '14', '2F'] -> ((2F - 13) * 2) - 14 base 16
[4127] ['2', '13', '15', '15'] -> (13 - (15 / 15)) * 2 base 16
[4128] ['2', '13', '15', '2C'] -> ((13 + 15) * 2) - 2C base 16
[4129] ['1', '1', '5', '5'] -> (1 + 5) * (1 + 5) base 16
[4130] ['1', '2', '20', '2C'] -> (1 + 2) * (2C - 20) base 16
[4131] ['2', '13', '16', '16'] -> (13 - (16 / 16)) * 2 base 16
[4132] ['2', '13', '16', '2E'] -> ((13 + 16) * 2) - 2E base 16
[4133] ['2', '13', '16', '30'] -> ((30 - 13) * 2) - 16 base 16
[4134] ['2', '13', '17', '17'] -> (13 - (17 / 17)) * 2 base 16
[4135] ['2', '13', '17', '30'] -> ((13 + 17) * 2) - 30 base 16
[4136] ['2', '13', '18', '18'] -> (13 - (18 / 18)) * 2 base 16
[4137] ['2', '13', '18', '23'] -> (13 - (23 / 2)) * 18 base 16
[4138] ['2', '13', '18', '26'] -> (2 - (13 / 26)) * 18 base 16
[4139] ['2', '13', '18', '29'] -> ((29 / 2) - 13) * 18 base 16
[4140] ['2', '13', '18', '31'] -> ((31 - 13) * 2) - 18 base 16
[4141] ['1', '2', '21', '25'] -> ((21 + 25) / 2) + 1 base 16
[4142] ['2', '13', '19', '19'] -> (13 - (19 / 19)) * 2 base 16
[4143] ['2', '13', '1A', '1A'] -> (13 - (1A / 1A)) * 2 base 16
[4144] ['2', '13', '1B', '1B'] -> (13 - (1B / 1B)) * 2 base 16
[4145] ['2', '13', '1C', '1C'] -> (13 - (1C / 1C)) * 2 base 16
[4146] ['2', '13', '1D', '1D'] -> (13 - (1D / 1D)) * 2 base 16
[4147] ['2', '13', '1E', '1E'] -> (13 - (1E / 1E)) * 2 base 16
[4148] ['2', '13', '1F', '1F'] -> (13 - (1F / 1F)) * 2 base 16
[4149] ['2', '13', '20', '20'] -> (13 - (20 / 20)) * 2 base 16
[4150] ['2', '13', '21', '21'] -> (13 - (21 / 21)) * 2 base 16
[4151] ['2', '13', '23', '23'] -> (13 - (23 / 23)) * 2 base 16
[4152] ['1', '2', '21', '29'] -> ((21 + 29) / 2) - 1 base 16
[4153] ['2', '13', '26', '26'] -> (13 - (26 / 26)) * 2 base 16
[4154] ['2', '13', '27', '27'] -> (13 - (27 / 27)) * 2 base 16
[4155] ['2', '13', '28', '28'] -> (13 - (28 / 28)) * 2 base 16
[4156] ['2', '13', '29', '29'] -> (13 - (29 / 29)) * 2 base 16
[4157] ['2', '13', '2A', '2A'] -> (13 - (2A / 2A)) * 2 base 16
[4158] ['2', '13', '2B', '2B'] -> (13 - (2B / 2B)) * 2 base 16
[4159] ['2', '13', '2C', '2C'] -> (13 - (2C / 2C)) * 2 base 16
[4160] ['2', '13', '2D', '2D'] -> (13 - (2D / 2D)) * 2 base 16
[4161] ['2', '13', '2E', '2E'] -> (13 - (2E / 2E)) * 2 base 16
[4162] ['2', '13', '2F', '2F'] -> (13 - (2F / 2F)) * 2 base 16
[4163] ['1', '2', '21', '2D'] -> (1 + 2) * (2D - 21) base 16
[4164] ['2', '13', '30', '30'] -> (13 - (30 / 30)) * 2 base 16
[4165] ['2', '13', '31', '31'] -> (13 - (31 / 31)) * 2 base 16
[4166] ['2', '14', '14', '2C'] -> ((14 + 14) * 2) - 2C base 16
[4167] ['2', '14', '14', '30'] -> ((30 - 14) * 2) - 14 base 16
[4168] ['2', '14', '15', '2E'] -> ((14 + 15) * 2) - 2E base 16
[4169] ['2', '14', '15', '31'] -> ((31 - 15) * 2) - 14 base 16
[4170] ['2', '14', '16', '21'] -> (2 - (14 / 16)) * 21 base 16
[4171] ['2', '14', '16', '31'] -> ((31 - 14) * 2) - 16 base 16
[4172] ['2', '14', '18', '25'] -> (14 - (25 / 2)) * 18 base 16
[4173] ['2', '14', '18', '2B'] -> ((2B / 2) - 14) * 18 base 16
[4174] ['1', '2', '21', '2F'] -> 2F - (21 / (1 + 2)) base 16
[4175] ['2', '14', '18', '2D'] -> (2 - (18 / 14)) * 2D base 16
[4176] ['2', '14', '19', '1E'] -> (2 - (14 / 19)) * 1E base 16
[4177] ['2', '14', '19', '30'] -> (2 - (19 / 14)) * 30 base 16
[4178] ['2', '14', '1B', '27'] -> 14 / (2 - (27 / 1B)) base 16
[4179] ['2', '14', '1C', '1C'] -> (2 - (14 / 1C)) * 1C base 16
[4180] ['2', '15', '15', '30'] -> ((15 + 15) * 2) - 30 base 16
[4181] ['2', '15', '18', '20'] -> (2 - (15 / 18)) * 20 base 16
[4182] ['2', '15', '18', '22'] -> 15 / (2 - (22 / 18)) base 16
[4183] ['2', '15', '18', '27'] -> (15 - (27 / 2)) * 18 base 16
[4184] ['2', '16', '18', '27'] -> 27 / (2 - (16 / 18)) base 16
[4185] ['1', '2', '22', '28'] -> ((22 + 28) / 2) - 1 base 16
[4186] ['2', '16', '18', '2C'] -> (2 - (16 / 2C)) * 18 base 16
[4187] ['2', '16', '18', '2F'] -> ((2F / 2) - 16) * 18 base 16
[4188] ['2', '16', '1D', '1D'] -> (2 - (16 / 1D)) * 1D base 16
[4189] ['2', '16', '1E', '31'] -> ((16 * 31) + 2) / 1E base 16
[4190] ['2', '17', '18', '2B'] -> (17 - (2B / 2)) * 18 base 16
[4191] ['2', '17', '18', '2E'] -> (2 - (17 / 2E)) * 18 base 16
[4192] ['2', '17', '18', '31'] -> ((31 / 2) - 17) * 18 base 16
[4193] ['2', '18', '18', '2D'] -> (18 - (2D / 2)) * 18 base 16
[4194] ['2', '18', '19', '2F'] -> (19 - (2F / 2)) * 18 base 16
[4195] ['2', '18', '1A', '21'] -> 21 / (2 - (1A / 18)) base 16
[4196] ['1', '2', '22', '2E'] -> (1 + 2) * (2E - 22) base 16
[4197] ['2', '18', '1A', '27'] -> (2 - (18 / 27)) * 1A base 16
[4198] ['2', '18', '1A', '31'] -> (1A - (31 / 2)) * 18 base 16
[4199] ['2', '18', '1B', '28'] -> 28 / (2 - (18 / 1B)) base 16
[4200] ['2', '18', '1E', '1E'] -> (2 - (18 / 1E)) * 1E base 16
[4201] ['2', '19', '1E', '2A'] -> 2A / (2 - (19 / 1E)) base 16
[4202] ['2', '19', '1E', '2D'] -> (2 - (1E / 19)) * 2D base 16
[4203] ['2', '1A', '1C', '27'] -> (2 - (1C / 1A)) * 27 base 16
[4204] ['2', '1A', '1F', '1F'] -> (2 - (1A / 1F)) * 1F base 16
[4205] ['2', '1A', '22', '2F'] -> ((1A * 2F) + 2) / 22 base 16
[4206] ['2', '1B', '1E', '20'] -> 20 / (2 - (1E / 1B)) base 16
[4207] ['1', '2', '23', '27'] -> ((23 + 27) / 2) - 1 base 16
[4208] ['2', '1C', '1E', '2A'] -> (2 - (1E / 2A)) * 1C base 16
[4209] ['2', '1C', '20', '20'] -> (2 - (1C / 20)) * 20 base 16
[4210] ['2', '1C', '23', '30'] -> (2 - (23 / 1C)) * 30 base 16
[4211] ['2', '1C', '23', '31'] -> (2 - (23 / 31)) * 1C base 16
[4212] ['2', '1E', '21', '21'] -> (2 - (1E / 21)) * 21 base 16
[4213] ['2', '1E', '21', '28'] -> (2 - (21 / 1E)) * 28 base 16
[4214] ['2', '1E', '2A', '31'] -> 1E / (2 - (31 / 2A)) base 16
[4215] ['2', '20', '22', '22'] -> (2 - (20 / 22)) * 22 base 16
[4216] ['2', '20', '23', '28'] -> (2 - (23 / 28)) * 20 base 16
[4217] ['2', '21', '28', '2C'] -> (2 - (28 / 2C)) * 21 base 16
[4218] ['1', '2', '23', '2F'] -> (1 + 2) * (2F - 23) base 16
[4219] ['2', '26', '26', '28'] -> (2 - (28 / 26)) * 26 base 16
[4220] ['2', '27', '27', '2A'] -> (2 - (2A / 27)) * 27 base 16
[4221] ['2', '27', '2C', '30'] -> 27 / (2 - (2C / 30)) base 16
[4222] ['2', '28', '28', '2C'] -> (2 - (2C / 28)) * 28 base 16
[4223] ['2', '28', '28', '2D'] -> 28 / (2 - (28 / 2D)) base 16
[4224] ['2', '29', '29', '2E'] -> (2 - (2E / 29)) * 29 base 16
[4225] ['2', '2A', '2A', '30'] -> (2 - (30 / 2A)) * 2A base 16
[4226] ['3', '3', '3', '4'] -> (3 + 3 + 3) * 4 base 16
[4227] ['3', '3', '3', '5'] -> ((3 * 5) - 3) * 3 base 16
[4228] ['3', '3', '3', '8'] -> ((3 + 8) * 3) + 3 base 16
[4229] ['1', '2', '25', '28'] -> ((1 + 25) * 2) - 28 base 16
[4230] ['3', '3', '3', 'B'] -> ((3 / 3) + B) * 3 base 16
[4231] ['3', '3', '3', 'D'] -> (D - (3 / 3)) * 3 base 16
[4232] ['3', '3', '3', 'F'] -> (3 * F) - (3 * 3) base 16
[4233] ['3', '3', '3', '10'] -> ((10 - 3) * 3) - 3 base 16
[4234] ['3', '3', '3', '15'] -> (15 - (3 * 3)) * 3 base 16
[4235] ['3', '3', '3', '23'] -> ((23 * 3) + 3) / 3 base 16
[4236] ['3', '3', '3', '25'] -> ((25 * 3) - 3) / 3 base 16
[4237] ['3', '3', '4', '4'] -> ((3 * 4) - 3) * 4 base 16
[4238] ['3', '3', '4', '7'] -> ((4 + 7) * 3) + 3 base 16
[4239] ['3', '3', '4', '11'] -> ((11 - 4) * 3) - 3 base 16
[4240] ['1', '1', '5', 'D'] -> (1 + 1) * (5 + D) base 16
[4241] ['1', '2', '25', '31'] -> (1 + 2) * (31 - 25) base 16
[4242] ['3', '3', '4', '2F'] -> ((2F * 3) + 3) / 4 base 16
[4243] ['3', '3', '4', '30'] -> ((30 / 3) - 4) * 3 base 16
[4244] ['3', '3', '5', '8'] -> ((5 + 8) * 3) - 3 base 16
[4245] ['3', '3', '5', 'B'] -> (3 + 3) * (B - 5) base 16
[4246] ['3', '3', '5', 'C'] -> ((3 + 5) * 3) + C base 16
[4247] ['3', '3', '5', '11'] -> (11 * 3) - (3 * 5) base 16
[4248] ['3', '3', '5', '2D'] -> ((2D / 5) + 3) * 3 base 16
[4249] ['3', '3', '6', 'E'] -> (E - (6 / 3)) * 3 base 16
[4250] ['3', '3', '6', '13'] -> ((13 - 6) * 3) - 3 base 16
[4251] ['3', '3', '6', '22'] -> ((22 * 3) + 6) / 3 base 16
[4252] ['1', '2', '26', '2A'] -> ((1 + 26) * 2) - 2A base 16
[4253] ['3', '3', '6', '26'] -> ((26 * 3) - 6) / 3 base 16
[4254] ['3', '3', '7', '9'] -> ((3 * 7) - 9) * 3 base 16
[4255] ['3', '3', '7', 'D'] -> (3 + 3) * (D - 7) base 16
[4256] ['3', '3', '7', 'E'] -> (3 - (3 / 7)) * E base 16
[4257] ['3', '3', '7', '13'] -> (13 * 3) - (3 * 7) base 16
[4258] ['3', '3', '7', '21'] -> (21 - (3 * 7)) * 3 base 16
[4259] ['3', '3', '7', '2D'] -> (2D / 3) + (3 * 7) base 16
[4260] ['3', '3', '8', 'E'] -> (3 + 3) * (E - 8) base 16
[4261] ['3', '3', '8', '14'] -> (14 * 3) - (3 * 8) base 16
[4262] ['3', '3', '9', '16'] -> ((16 - 9) * 3) - 3 base 16
[4263] ['1', '2', '27', '28'] -> ((27 - 1) * 2) - 28 base 16
[4264] ['3', '3', '9', '20'] -> ((3 + 9) / 3) + 20 base 16
[4265] ['3', '3', '9', '28'] -> 28 - ((3 + 9) / 3) base 16
[4266] ['3', '3', 'A', 'C'] -> C / ((A / 3) - 3) base 16
[4267] ['3', '3', 'A', '10'] -> (10 - A) * (3 + 3) base 16
[4268] ['3', '3', 'A', '16'] -> (16 * 3) - (3 * A) base 16
[4269] ['3', '3', 'A', '17'] -> ((17 - A) * 3) - 3 base 16
[4270] ['3', '3', 'A', '18'] -> ((3 + 3) * A) - 18 base 16
[4271] ['3', '3', 'A', '2A'] -> (2A - (3 * A)) * 3 base 16
[4272] ['3', '3', 'B', 'B'] -> ((3 / B) + 3) * B base 16
[4273] ['3', '3', 'B', '11'] -> (11 - B) * (3 + 3) base 16
[4274] ['1', '2', '27', '2C'] -> ((1 + 27) * 2) - 2C base 16
[4275] ['3', '3', 'B', '12'] -> (B - (3 * 3)) * 12 base 16
[4276] ['3', '3', 'B', '15'] -> ((3 * B) - 15) * 3 base 16
[4277] ['3', '3', 'B', '17'] -> (17 * 3) - (3 * B) base 16
[4278] ['3', '3', 'B', '1E'] -> ((3 + 3) * B) - 1E base 16
[4279] ['3', '3', 'B', '2D'] -> (2D - (3 * B)) * 3 base 16
[4280] ['3', '3', 'C', 'D'] -> ((3 + D) * 3) - C base 16
[4281] ['3', '3', 'C', '13'] -> ((13 - 3) * 3) - C base 16
[4282] ['3', '3', 'C', '1F'] -> ((3 + C) / 3) + 1F base 16
[4283] ['3', '3', 'C', '20'] -> ((20 * 3) + C) / 3 base 16
[4284] ['3', '3', 'C', '22'] -> (C / (3 + 3)) + 22 base 16
[4285] ['1', '2', '27', '31'] -> 31 - (27 / (1 + 2)) base 16
[4286] ['3', '3', 'C', '26'] -> 26 - (C / (3 + 3)) base 16
[4287] ['3', '3', 'C', '28'] -> ((28 * 3) - C) / 3 base 16
[4288] ['3', '3', 'C', '29'] -> 29 - ((3 + C) / 3) base 16
[4289] ['3', '3', 'D', 'D'] -> (3 - (3 / D)) * D base 16
[4290] ['3', '3', 'D', '13'] -> (13 - D) * (3 + 3) base 16
[4291] ['3', '3', 'D', '19'] -> (19 * 3) - (3 * D) base 16
[4292] ['3', '3', 'D', '1A'] -> ((1A - D) * 3) - 3 base 16
[4293] ['3', '3', 'D', '2A'] -> ((3 + 3) * D) - 2A base 16
[4294] ['3', '3', 'E', 'F'] -> ((3 + E) * 3) - F base 16
[4295] ['3', '3', 'E', '14'] -> (14 - E) * (3 + 3) base 16
[4296] ['1', '2', '28', '2A'] -> ((28 - 1) * 2) - 2A base 16
[4297] ['3', '3', 'E', '1A'] -> (1A * 3) - (3 * E) base 16
[4298] ['3', '3', 'E', '1B'] -> ((1B - E) * 3) - 3 base 16
[4299] ['3', '3', 'E', '1E'] -> ((3 * E) - 1E) * 3 base 16
[4300] ['3', '3', 'E', '30'] -> ((3 + 3) * E) - 30 base 16
[4301] ['3', '3', 'F', '11'] -> (11 - (F / 3)) * 3 base 16
[4302] ['3', '3', 'F', '1F'] -> ((1F * 3) + F) / 3 base 16
[4303] ['3', '3', 'F', '21'] -> ((3 * F) - 21) * 3 base 16
[4304] ['3', '3', 'F', '29'] -> ((29 * 3) - F) / 3 base 16
[4305] ['3', '3', '10', '16'] -> (16 - 10) * (3 + 3) base 16
[4306] ['3', '3', '10', '1C'] -> (1C * 3) - (10 * 3) base 16
[4307] ['1', '2', '28', '2E'] -> ((1 + 28) * 2) - 2E base 16
[4308] ['3', '3', '11', '17'] -> (17 - 11) * (3 + 3) base 16
[4309] ['3', '3', '11', '18'] -> ((11 + 3) * 3) - 18 base 16
[4310] ['3', '3', '11', '1D'] -> (1D * 3) - (11 * 3) base 16
