[1] ['i', 'i', '4i', '(1+6i)'] -> ((i / i) - 1+6i) * 4i
[260] ['4i', '(3+4i)', '(5+2i)', '(6+2i)'] -> (4i + 6+2i) * (5+2i - 3+4i)
[261] ['4i', '(3+5i)', '4', '(5+3i)'] -> (3+5i * 4) - (4i * 5+3i)
[262] ['4i', '(3+5i)', '4', '(6+2i)'] -> (4 + 4i) * (6+2i - 3+5i)
[263] ['4i', '(3+5i)', '(5+2i)', '(5+3i)'] -> ((5+3i - 4i) * 5+2i) - 3+5i
[264] ['4i', '(3+5i)', '(5+3i)', '(6+2i)'] -> (4i + 6+2i) * (5+3i - 3+5i)
[265] ['4i', '(3+6i)', '(4+3i)', '(6+3i)'] -> ((4+3i - 4i) * 6+3i) - 3+6i
[266] ['5i', '5i', '(2+3i)', '(6+i)'] -> (2+3i - 5i) * (5i + 6+i)
[267] ['5i', '5i', '3', '6'] -> ((5i / 5i) + 3) * 6
[268] ['5i', '5i', '5', '5'] -> (5 * 5) - (5i / 5i)
[269] ['i', '(1+i)', '(2+4i)', '(4+4i)'] -> ((2+4i / i) - 1+i) * 4+4i
[270] ['5i', '6i', '6i', '(1+i)'] -> ((1+i - 5i) * 6i) - 6i
[271] ['5i', '6i', '6i', '2'] -> (6i - (2 * 5i)) * 6i
[272] ['5i', '6i', '6i', '5'] -> ((6i / 5) - 6i) * 5i
[273] ['5i', '6i', '6i', '6'] -> ((6i / 6) - 5i) * 6i
[274] ['5i', '6i', '1', '4'] -> 4 / (1 - (5i / 6i))
[275] ['5i', '6i', '(1+2i)', '(2+5i)'] -> ((5i / 1+2i) - 2+5i) * 6i
[276] ['5i', '6i', '(1+6i)', '(2+i)'] -> ((5i / 2+i) - 1+6i) * 6i
[277] ['5i', '6i', '(2+3i)', '6'] -> (2+3i - 5i) * (6 + 6i)
[278] ['5i', '6i', '(2+4i)', '(6+i)'] -> (2+4i - 6i) * (5i + 6+i)
[279] ['5i', '6i', '(3+2i)', '(3+5i)'] -> ((3+2i - 5i) * 3+5i) - 6i
[280] ['i', '(1+i)', '(3+3i)', '(3+5i)'] -> ((3+5i / i) - 1+i) * 3+3i
[281] ['5i', '6i', '(3+3i)', '(5+2i)'] -> ((5+2i - 5i) * 3+3i) - 6i
[282] ['5i', '6i', '5', '6'] -> (6 - (6i / 5i)) * 5
[283] ['5i', '6i', '(5+4i)', '6'] -> (5i * 6) - (5+4i * 6i)
[284] ['5i', '1', '1', '(1+5i)'] -> ((1 - 1+5i) * 5i) - 1
[285] ['5i', '1', '(1+i)', '(1+6i)'] -> ((1+i - 1+6i) * 5i) - 1
[286] ['5i', '1', '(1+5i)', '2'] -> ((1 - 5i) * 1+5i) - 2
[287] ['5i', '1', '(1+6i)', '6'] -> ((1 - 1+6i) * 5i) - 6
[288] ['5i', '1', '2', '(2+5i)'] -> ((2 - 2+5i) * 5i) - 1
[289] ['5i', '1', '(2+i)', '(2+6i)'] -> ((2+i - 2+6i) * 5i) - 1
[290] ['5i', '1', '(2+3i)', '(4+i)'] -> (1 + 2+3i) * (4+i - 5i)
[291] ['i', '(1+i)', '(3+5i)', '6'] -> ((3+5i / 1+i) - i) * 6
[292] ['5i', '1', '3', '(3+5i)'] -> ((3 - 3+5i) * 5i) - 1
[293] ['5i', '1', '(3+i)', '(3+4i)'] -> ((3+i - 5i) * 3+4i) - 1
[294] ['5i', '1', '(3+i)', '(3+6i)'] -> ((3+i - 3+6i) * 5i) - 1
[295] ['5i', '1', '(3+2i)', '(3+4i)'] -> (1 + 3+4i) * (3+2i - 5i)
[296] ['5i', '1', '4', '(4+5i)'] -> ((4 - 4+5i) * 5i) - 1
[297] ['5i', '1', '(4+2i)', '(4+3i)'] -> ((4+2i - 5i) * 4+3i) - 1
[298] ['5i', '1', '(4+5i)', '5'] -> (1 + 5) * (4+5i - 5i)
[299] ['5i', '(1+i)', '(1+2i)', '(1+6i)'] -> ((1+i - 5i) * 1+6i) - 1+2i
[300] ['5i', '(1+i)', '(1+5i)', '(2+3i)'] -> (1+i * 2+3i) - (1+5i * 5i)
[301] ['5i', '(1+i)', '(1+5i)', '(4+4i)'] -> ((1+5i / 1+i) - 5i) * 4+4i
[302] ['i', '(1+i)', '(4+4i)', '(5+i)'] -> ((5+i / 1+i) - i) * 4+4i
[303] ['5i', '(1+i)', '(2+2i)', '(4+i)'] -> (1+i + 2+2i) * (4+i - 5i)
[304] ['5i', '(1+i)', '(2+3i)', '(3+2i)'] -> (2+3i - (3+2i * 5i)) * 1+i
[305] ['5i', '(1+i)', '3', '(3+5i)'] -> (3+5i - (1+i * 5i)) * 3
[306] ['5i', '(1+i)', '(3+2i)', '(3+3i)'] -> (1+i + 3+3i) * (3+2i - 5i)
[307] ['5i', '(1+i)', '(3+3i)', '(3+5i)'] -> ((3+5i / 1+i) - 5i) * 3+3i
[308] ['5i', '(1+i)', '(3+3i)', '(4+4i)'] -> 4+4i / (1+i - (5i / 3+3i))
[309] ['5i', '(1+2i)', '2', '(2+5i)'] -> (2+5i - (1+2i * 5i)) * 2
[310] ['5i', '(1+2i)', '(2+i)', '(4+i)'] -> (1+2i + 2+i) * (4+i - 5i)
[311] ['5i', '(1+2i)', '(2+3i)', '(5+4i)'] -> (1+2i + 5+4i) * (2+3i - 5i)
[312] ['5i', '(1+2i)', '(2+4i)', '(2+5i)'] -> ((2+5i / 1+2i) - 5i) * 2+4i
[313] ['i', '(1+i)', '(5+3i)', '6'] -> ((5+3i / 1+i) + i) * 6
[314] ['5i', '(1+2i)', '3', '(6+i)'] -> (3 - 1+2i) * (5i + 6+i)
[315] ['5i', '(1+2i)', '(3+2i)', '(3+2i)'] -> (1+2i + 3+2i) * (3+2i - 5i)
[316] ['5i', '(4+i)', '5', '(5+4i)'] -> ((5+4i / 5i) + 4+i) * 5
[317] ['5i', '(4+2i)', '(4+4i)', '(4+4i)'] -> ((4+2i - 5i) * 4+4i) - 4+4i
[318] ['5i', '(4+2i)', '(4+4i)', '(6+3i)'] -> ((6+3i - 5i) * 4+2i) - 4+4i
[319] ['5i', '(4+2i)', '6', '(6+i)'] -> (5i + 6+i) * (6 - 4+2i)
[320] ['5i', '(4+2i)', '6', '(6+2i)'] -> ((6+2i - 5i) * 4+2i) - 6
[321] ['5i', '(4+3i)', '(5+2i)', '(5+3i)'] -> ((5+2i - 5i) * 4+3i) - 5+3i
[322] ['5i', '(4+3i)', '6', '(6+3i)'] -> ((4+3i - 5i) * 6+3i) - 6
[323] ['5i', '(4+3i)', '(6+i)', '(6+i)'] -> (5i + 6+i) * (6+i - 4+3i)
[324] ['i', '(1+2i)', '(1+2i)', '(4+4i)'] -> (i - (1+2i * 1+2i)) * 4+4i
[325] ['5i', '(4+4i)', '(6+i)', '(6+2i)'] -> (5i + 6+i) * (6+2i - 4+4i)
[326] ['5i', '(4+5i)', '6', '6'] -> (4+5i * 6) - (5i * 6)
[327] ['5i', '(4+5i)', '(6+i)', '(6+3i)'] -> (5i + 6+i) * (6+3i - 4+5i)
[328] ['5i', '5', '(5+2i)', '(5+3i)'] -> ((5+3i - 5i) * 5+2i) - 5
[329] ['5i', '(5+i)', '(5+2i)', '(5+3i)'] -> (5+2i * 5+3i) - (5+i * 5i)
[330] ['6i', '6i', '6i', '(1+2i)'] -> ((1+2i - 6i) * 6i) - 6i
[331] ['6i', '6i', '6i', '(1+4i)'] -> ((6i / 6i) - 1+4i) * 6i
[332] ['6i', '6i', '6i', '3'] -> ((6i / 3) - 6i) * 6i
[333] ['6i', '6i', '(1+i)', '(1+i)'] -> ((1+i * 1+i) - 6i) * 6i
[334] ['6i', '6i', '(1+i)', '(1+5i)'] -> (1+i * 6i) - (1+5i * 6i)
[335] ['2i', '2i', '6i', '(1+6i)'] -> 2i - ((1+6i + 6i) * 2i)
[336] ['i', '(1+2i)', '(1+4i)', '(4+4i)'] -> ((1+4i / i) - 1+2i) * 4+4i
[337] ['6i', '6i', '(1+i)', '(3+2i)'] -> (6i - (3+2i * 6i)) * 1+i
[338] ['6i', '6i', '(1+i)', '4'] -> (6i - (1+i * 6i)) * 4
[339] ['6i', '6i', '(1+i)', '(4+4i)'] -> ((6i / 1+i) - 6i) * 4+4i
[340] ['6i', '6i', '(1+2i)', '(1+6i)'] -> (1+2i * 6i) - (1+6i * 6i)
[341] ['6i', '6i', '(1+2i)', '2'] -> (6i - (1+2i * 6i)) * 2
[342] ['6i', '6i', '(1+2i)', '(2+4i)'] -> ((6i / 1+2i) - 6i) * 2+4i
[343] ['6i', '6i', '(1+2i)', '(4+2i)'] -> (6i - (1+2i * 4+2i)) * 6i
[344] ['6i', '6i', '(1+3i)', '(3+i)'] -> (6i - (1+3i * 3+i)) * 6i
[345] ['6i', '6i', '(1+4i)', '(1+4i)'] -> ((6i / 1+4i) - 6i) * 1+4i
[346] ['6i', '6i', '(1+4i)', '2'] -> ((2 - 1+4i) * 6i) - 6i
[347] ['i', '(1+2i)', '(2+5i)', '(3+3i)'] -> ((2+5i / i) - 1+2i) * 3+3i
[348] ['6i', '6i', '(1+5i)', '(2+i)'] -> ((2+i - 1+5i) * 6i) - 6i
[349] ['6i', '6i', '(1+5i)', '(3+2i)'] -> ((6i / 3+2i) - 6i) * 1+5i
[350] ['6i', '6i', '(1+5i)', '(3+3i)'] -> ((6i / 3+3i) - 1+5i) * 6i
[351] ['6i', '6i', '(1+6i)', '(2+2i)'] -> ((2+2i - 1+6i) * 6i) - 6i
[352] ['6i', '6i', '2', '(2+4i)'] -> (2 * 6i) - (2+4i * 6i)
[353] ['6i', '6i', '(2+i)', '(2+2i)'] -> (6i - (2+i * 6i)) * 2+2i
[354] ['6i', '6i', '(2+i)', '(2+4i)'] -> (6i - (2+4i * 2+i)) * 6i
[355] ['6i', '6i', '(2+i)', '(2+5i)'] -> (2+i * 6i) - (2+5i * 6i)
[356] ['6i', '6i', '(2+i)', '(2+6i)'] -> ((6i / 2+i) - 6i) * 2+6i
[357] ['6i', '6i', '(2+2i)', '(2+6i)'] -> (2+2i * 6i) - (2+6i * 6i)
[358] ['i', '(1+2i)', '(3+6i)', '(6+i)'] -> ((6+i / 1+2i) - i) * 3+6i
[359] ['6i', '6i', '(2+4i)', '3'] -> ((3 - 2+4i) * 6i) - 6i
[360] ['5i', '(1+2i)', '6', '(6+i)'] -> (6+i - (5i / 1+2i)) * 6
[361] ['5i', '(1+3i)', '2', '(4+i)'] -> (1+3i + 2) * (4+i - 5i)
[362] ['5i', '(1+3i)', '(2+3i)', '(5+3i)'] -> (1+3i + 5+3i) * (2+3i - 5i)
[363] ['5i', '(1+3i)', '(3+i)', '(3+2i)'] -> (1+3i + 3+i) * (3+2i - 5i)
[364] ['5i', '(1+3i)', '(3+i)', '(6+i)'] -> (3+i - 1+3i) * (5i + 6+i)
[365] ['5i', '(1+4i)', '(1+4i)', '(4+5i)'] -> ((4+5i / 1+4i) - 5i) * 1+4i
[366] ['5i', '(1+4i)', '(2+i)', '(2+2i)'] -> (1+4i - (2+i * 5i)) * 2+2i
[367] ['5i', '(1+4i)', '(2+i)', '(2+6i)'] -> ((1+4i / 2+i) - 5i) * 2+6i
[368] ['5i', '(1+4i)', '(2+2i)', '(2+6i)'] -> (1+4i * 2+2i) - (2+6i * 5i)
[369] ['i', '(1+2i)', '(4+i)', '6'] -> ((6 - i) * 4+i) - 1+2i
[370] ['5i', '(1+4i)', '(2+3i)', '(5+2i)'] -> (1+4i + 5+2i) * (2+3i - 5i)
[371] ['5i', '(1+4i)', '3', '(3+2i)'] -> (1+4i + 3) * (3+2i - 5i)
[372] ['5i', '(1+4i)', '(3+2i)', '(6+i)'] -> (3+2i - 1+4i) * (5i + 6+i)
[373] ['6i', '6i', '(2+4i)', '6'] -> (2+4i - 6i) * (6 + 6i)
[374] ['6i', '6i', '(2+5i)', '(3+i)'] -> ((3+i - 2+5i) * 6i) - 6i
[375] ['6i', '6i', '(2+6i)', '(3+2i)'] -> ((3+2i - 2+6i) * 6i) - 6i
[376] ['6i', '6i', '3', '(3+4i)'] -> (3 * 6i) - (3+4i * 6i)
[377] ['6i', '6i', '3', '6'] -> ((6i / 6i) + 3) * 6
[378] ['6i', '6i', '(3+i)', '(3+5i)'] -> (3+i * 6i) - (3+5i * 6i)
[379] ['6i', '6i', '(3+2i)', '(3+6i)'] -> (3+2i * 6i) - (3+6i * 6i)
[380] ['i', '(1+3i)', '(1+5i)', '(3+3i)'] -> ((1+5i / i) - 1+3i) * 3+3i
[381] ['6i', '6i', '(3+4i)', '4'] -> ((4 - 3+4i) * 6i) - 6i
[382] ['6i', '6i', '(3+5i)', '(4+i)'] -> ((4+i - 3+5i) * 6i) - 6i
[383] ['6i', '6i', '(3+6i)', '(4+2i)'] -> ((4+2i - 3+6i) * 6i) - 6i
[384] ['6i', '6i', '4', '(4+4i)'] -> (4 * 6i) - (4+4i * 6i)
[385] ['6i', '6i', '4', '5'] -> ((6i / 6i) + 5) * 4
[386] ['6i', '6i', '(4+i)', '(4+5i)'] -> (4+i * 6i) - (4+5i * 6i)
[387] ['6i', '6i', '(4+4i)', '5'] -> ((5 - 4+4i) * 6i) - 6i
[388] ['6i', '6i', '(4+5i)', '(5+i)'] -> ((5+i - 4+5i) * 6i) - 6i
[389] ['6i', '6i', '5', '5'] -> (5 * 5) - (6i / 6i)
[390] ['6i', '6i', '5', '(5+4i)'] -> (5 * 6i) - (5+4i * 6i)
[391] ['i', '(1+3i)', '(1+5i)', '(4+i)'] -> ((1+5i * 4+i) + 1+3i) / i
[392] ['6i', '6i', '5', '6'] -> (5 - (6i / 6i)) * 6
[393] ['6i', '6i', '(5+4i)', '6'] -> ((6 - 5+4i) * 6i) - 6i
[394] ['6i', '1', '(1+2i)', '6'] -> (1 + 1+2i) * (6 - 6i)
[395] ['6i', '1', '(1+5i)', '(4+4i)'] -> 4+4i / (1 - (1+5i / 6i))
[396] ['6i', '1', '(1+5i)', '6'] -> ((1 - 1+5i) * 6i) - 6
[397] ['6i', '1', '(2+3i)', '(4+2i)'] -> (1 + 2+3i) * (4+2i - 6i)
[398] ['6i', '1', '(3+i)', '6'] -> ((1 + 3+i) * 6) - 6i
[399] ['6i', '1', '(3+2i)', '(3+4i)'] -> ((3+2i - 6i) * 3+4i) - 1
[400] ['6i', '1', '(3+3i)', '(3+4i)'] -> (1 + 3+4i) * (3+3i - 6i)
[401] ['6i', '1', '(3+5i)', '(4+4i)'] -> 6i / ((3+5i / 4+4i) - 1)
[402] ['i', '(1+5i)', '(3+2i)', '(5+i)'] -> (3+2i + i) * (5+i - 1+5i)
[403] ['6i', '1', '4', '(4+i)'] -> 6i / ((4+i / 4) - 1)
[404] ['6i', '1', '(4+i)', '5'] -> ((1 + 5) * 4+i) - 6i
[405] ['6i', '1', '(4+3i)', '(4+3i)'] -> ((4+3i - 6i) * 4+3i) - 1
[406] ['6i', '1', '(4+4i)', '(5+3i)'] -> 6i / (1 - (5+3i / 4+4i))
[407] ['6i', '1', '(5+i)', '6'] -> ((5+i - 1) * 6) - 6i
[408] ['6i', '(1+i)', '(1+i)', '(1+4i)'] -> ((1+i / 1+i) - 1+4i) * 6i
[409] ['6i', '(1+i)', '(1+i)', '(3+2i)'] -> (1+i - (1+i * 3+2i)) * 6i
[410] ['5i', '(1+5i)', '2', '(3+5i)'] -> ((2 - 5i) * 1+5i) - 3+5i
[411] ['5i', '(1+5i)', '(2+3i)', '(3+2i)'] -> ((2+3i / 3+2i) - 5i) * 1+5i
[412] ['5i', '(1+5i)', '(2+3i)', '5'] -> ((5 - 5i) * 2+3i) - 1+5i
[413] ['i', '(1+5i)', '(4+2i)', '(4+3i)'] -> (4+2i - 1+5i) * (4+3i + i)
[414] ['5i', '(1+5i)', '(2+3i)', '(5+i)'] -> (1+5i + 5+i) * (2+3i - 5i)
[415] ['5i', '(1+5i)', '(3+3i)', '(6+i)'] -> (3+3i - 1+5i) * (5i + 6+i)
[416] ['5i', '(1+5i)', '4', '(4+4i)'] -> (1+5i * 4) - (4+4i * 5i)
[417] ['5i', '(1+5i)', '5', '(5+i)'] -> ((5+i / 5) - 1+5i) * 5i
[418] ['5i', '(1+6i)', '(2+3i)', '5'] -> (1+6i + 5) * (2+3i - 5i)
[419] ['5i', '(1+6i)', '(3+4i)', '(6+i)'] -> (3+4i - 1+6i) * (5i + 6+i)
[420] ['5i', '(3+2i)', '(3+3i)', '(4+5i)'] -> ((3+2i - 5i) * 4+5i) - 3+3i
[421] ['5i', '(3+2i)', '(4+4i)', '(4+4i)'] -> (3+2i * 4+4i) - (4+4i * 5i)
[422] ['5i', '(3+2i)', '5', '(6+i)'] -> (5 - 3+2i) * (5i + 6+i)
[423] ['5i', '(3+3i)', '(3+3i)', '(4+i)'] -> (3+3i * 4+i) - (3+3i * 5i)
[424] ['i', '(1+5i)', '(4+2i)', '(6+2i)'] -> ((1+5i * 4+2i) + 6+2i) / i
[425] ['5i', '(3+3i)', '(3+3i)', '(5+i)'] -> ((5+i - 5i) * 3+3i) - 3+3i
[426] ['5i', '(3+3i)', '5', '6'] -> ((5 - 5i) * 3+3i) - 6
[427] ['5i', '(3+3i)', '(5+i)', '(6+i)'] -> (5+i - 3+3i) * (5i + 6+i)
[428] ['5i', '(3+4i)', '(4+i)', '(4+4i)'] -> ((4+i - 5i) * 3+4i) - 4+4i
[429] ['5i', '(3+4i)', '(5+2i)', '(6+i)'] -> (5+2i - 3+4i) * (5i + 6+i)
[430] ['5i', '(3+5i)', '4', '4'] -> (3+5i - 5i) * (4 + 4)
[431] ['5i', '(3+5i)', '(5+2i)', '(5+4i)'] -> ((5+4i - 5i) * 5+2i) - 3+5i
[432] ['5i', '(3+5i)', '(5+3i)', '(6+i)'] -> (5+3i - 3+5i) * (5i + 6+i)
[433] ['5i', '(3+6i)', '(4+4i)', '(6+3i)'] -> ((4+4i - 5i) * 6+3i) - 3+6i
[434] ['5i', '(3+6i)', '(5+4i)', '(6+i)'] -> (5+4i - 3+6i) * (5i + 6+i)
[435] ['i', '(1+5i)', '5', '5'] -> ((5 + i) * 5) - 1+5i
[436] ['6i', '(1+2i)', '(3+3i)', '(4+4i)'] -> (6i - (1+2i * 3+3i)) * 4+4i
[437] ['6i', '(1+2i)', '(3+4i)', '(3+6i)'] -> ((3+6i / 1+2i) - 3+4i) * 6i
[438] ['6i', '(1+2i)', '4', '(4+4i)'] -> (4+4i - (1+2i * 4)) * 6i
[439] ['6i', '(1+2i)', '(5+3i)', '6'] -> ((5+3i - 1+2i) * 6) - 6i
[440] ['6i', '(1+3i)', '(1+3i)', '(1+4i)'] -> ((1+3i / 1+3i) - 1+4i) * 6i
[441] ['6i', '(1+3i)', '(1+3i)', '3'] -> (6i - (1+3i * 1+3i)) * 3
[442] ['6i', '(1+3i)', '(1+3i)', '(4+2i)'] -> ((4+2i / 1+3i) - 1+3i) * 6i
[443] ['6i', '(1+3i)', '(1+4i)', '(5+3i)'] -> ((5+3i / 1+4i) - 1+3i) * 6i
[444] ['6i', '(1+3i)', '(1+5i)', '(2+i)'] -> ((1+3i / 2+i) - 1+5i) * 6i
[445] ['6i', '(1+3i)', '2', '(2+2i)'] -> (2+2i - (1+3i * 2)) * 6i
[446] ['2i', '2i', '6i', '4'] -> ((4 / 2i) - 2i) * 6i
[447] ['i', '(1+5i)', '5', '(5+2i)'] -> ((5+2i - i) * 5) - 1+5i
[448] ['6i', '(1+3i)', '2', '(3+3i)'] -> (2 * 3+3i) - (1+3i * 6i)
[449] ['6i', '(1+3i)', '2', '(4+2i)'] -> (1+3i + 2) * (4+2i - 6i)
[450] ['6i', '(1+3i)', '(2+i)', '6'] -> ((6 / 2+i) - 6i) * 1+3i
[451] ['6i', '(1+3i)', '(2+2i)', '3'] -> (2+2i * 3) - (1+3i * 6i)
[452] ['6i', '(1+3i)', '(2+2i)', '(3+3i)'] -> (6i - (1+3i * 3+3i)) * 2+2i
[453] ['6i', '(1+3i)', '(2+2i)', '4'] -> ((4 / 2+2i) - 1+3i) * 6i
[454] ['6i', '(1+3i)', '(2+3i)', '(5+i)'] -> ((5+i / 2+3i) - 1+3i) * 6i
[455] ['6i', '(1+3i)', '(2+4i)', '(2+6i)'] -> ((2+6i / 1+3i) - 2+4i) * 6i
[456] ['6i', '(1+3i)', '(2+4i)', '(5+3i)'] -> (1+3i + 5+3i) * (2+4i - 6i)
[457] ['6i', '(1+3i)', '(2+4i)', '(6+2i)'] -> ((6+2i / 2+4i) - 1+3i) * 6i
[458] ['i', '(1+5i)', '(5+i)', '(5+i)'] -> ((5+i - i) * 5+i) - 1+5i
[459] ['6i', '(1+3i)', '(2+5i)', '(3+3i)'] -> (1+3i * 3+3i) - (2+5i * 6i)
[460] ['6i', '(1+3i)', '3', '(3+5i)'] -> (3+5i - (1+3i * 3)) * 6i
[461] ['6i', '(1+3i)', '(3+i)', '(3+3i)'] -> (1+3i + 3+i) * (3+3i - 6i)
[462] ['6i', '(1+3i)', '(3+i)', '6'] -> (3+i - 1+3i) * (6 + 6i)
[463] ['6i', '(1+3i)', '(3+5i)', '4'] -> ((4 - 1+3i) * 3+5i) - 6i
[464] ['6i', '(1+3i)', '(5+4i)', '6'] -> ((5+4i - 1+3i) * 6) - 6i
[465] ['6i', '(1+4i)', '(1+4i)', '(1+4i)'] -> ((1+4i / 1+4i) - 1+4i) * 6i
[466] ['6i', '(1+4i)', '(1+5i)', '(1+5i)'] -> ((1+5i / 1+5i) - 1+4i) * 6i
[467] ['6i', '(1+4i)', '(1+6i)', '(1+6i)'] -> ((1+6i / 1+6i) - 1+4i) * 6i
[468] ['6i', '(1+4i)', '2', '2'] -> ((2 / 2) - 1+4i) * 6i
[469] ['i', '(1+6i)', '(2+3i)', '(3+3i)'] -> ((1+6i / i) - 2+3i) * 3+3i
[470] ['6i', '(1+4i)', '2', '(2+2i)'] -> ((2 - 6i) * 1+4i) - 2+2i
[471] ['6i', '(1+4i)', '2', '(2+4i)'] -> (2+4i - (1+4i * 2)) * 6i
[472] ['6i', '(1+4i)', '(2+i)', '(2+i)'] -> ((2+i / 2+i) - 1+4i) * 6i
[473] ['6i', '(1+4i)', '(2+i)', '(2+3i)'] -> (1+4i - (2+3i * 2+i)) * 6i
[474] ['6i', '(1+4i)', '(2+2i)', '(2+2i)'] -> ((2+2i / 2+2i) - 1+4i) * 6i
[475] ['6i', '(1+4i)', '(2+3i)', '(2+3i)'] -> ((2+3i / 2+3i) - 1+4i) * 6i
[476] ['6i', '(1+4i)', '(2+4i)', '(2+4i)'] -> ((2+4i / 2+4i) - 1+4i) * 6i
[477] ['6i', '(1+4i)', '(2+4i)', '(5+2i)'] -> (1+4i + 5+2i) * (2+4i - 6i)
[478] ['6i', '(1+4i)', '(2+5i)', '(2+5i)'] -> ((2+5i / 2+5i) - 1+4i) * 6i
[479] ['5i', '2', '(2+4i)', '(2+5i)'] -> (2 * 2+5i) - (2+4i * 5i)
[480] ['i', '(1+6i)', '(2+3i)', '(4+3i)'] -> ((2+3i * 4+3i) + 1+6i) / i
[481] ['5i', '2', '(2+4i)', '(3+2i)'] -> (2 + 2+4i) * (3+2i - 5i)
[482] ['5i', '2', '(2+5i)', '5'] -> ((2 - 5i) * 2+5i) - 5
[483] ['5i', '2', '(2+6i)', '6'] -> ((2 - 2+6i) * 5i) - 6
[484] ['5i', '2', '(3+2i)', '(6+i)'] -> ((6+i - 5i) * 3+2i) - 2
[485] ['5i', '2', '(3+5i)', '6'] -> (2 + 6) * (3+5i - 5i)
[486] ['5i', '2', '(5+i)', '(5+i)'] -> (5+i * 5+i) - (2 * 5i)
[487] ['5i', '2', '(5+i)', '(5+4i)'] -> ((5+4i - 5i) * 5+i) - 2
[488] ['5i', '(2+i)', '(2+3i)', '(3+2i)'] -> (2+3i + 2+i) * (3+2i - 5i)
[489] ['5i', '(2+i)', '(2+3i)', '(4+5i)'] -> (2+3i - 5i) * (2+i + 4+5i)
[490] ['5i', '(2+i)', '(2+6i)', '(4+4i)'] -> ((2+i - 5i) * 2+6i) - 4+4i
[491] ['i', '(1+6i)', '(3+i)', '(3+5i)'] -> ((1+6i * 3+i) + 3+5i) / i
[492] ['5i', '(2+i)', '(3+6i)', '6'] -> ((2+i - 5i) * 3+6i) - 6
[493] ['5i', '(2+i)', '(5+2i)', '6'] -> (5+2i - (5i / 2+i)) * 6
[494] ['5i', '(2+2i)', '(2+2i)', '(3+2i)'] -> (2+2i + 2+2i) * (3+2i - 5i)
[495] ['5i', '(2+2i)', '(2+3i)', '(4+4i)'] -> (2+2i + 4+4i) * (2+3i - 5i)
[496] ['5i', '(2+5i)', '(4+3i)', '(6+i)'] -> (4+3i - 2+5i) * (5i + 6+i)
[497] ['5i', '(2+6i)', '(4+4i)', '(6+i)'] -> (4+4i - 2+6i) * (5i + 6+i)
[498] ['5i', '3', '3', '(4+5i)'] -> (3 + 3) * (4+5i - 5i)
[499] ['5i', '3', '(3+3i)', '(3+5i)'] -> (3 * 3+5i) - (3+3i * 5i)
[500] ['5i', '3', '(3+6i)', '6'] -> ((3 - 3+6i) * 5i) - 6
[501] ['5i', '3', '(6+2i)', '(6+3i)'] -> ((6+3i / 5i) + 3) * 6+2i
[502] ['i', '(1+6i)', '(3+2i)', '(4+4i)'] -> ((1+6i / i) - 3+2i) * 4+4i
[503] ['5i', '(3+i)', '(3+5i)', '(5+3i)'] -> ((3+i - 5i) * 3+5i) - 5+3i
[504] ['6i', '(1+i)', '(1+i)', '6'] -> (1+i + 1+i) * (6 - 6i)
[505] ['6i', '(1+i)', '(1+3i)', '(2+5i)'] -> ((1+3i / 1+i) - 2+5i) * 6i
[506] ['6i', '(1+i)', '(1+3i)', '(4+3i)'] -> (1+3i - (1+i * 4+3i)) * 6i
[507] ['6i', '(1+i)', '(1+3i)', '6'] -> (1+i * 6) - (1+3i * 6i)
[508] ['6i', '(1+i)', '(1+5i)', '2'] -> ((1+i - 6i) * 1+5i) - 2
[509] ['6i', '(1+i)', '(1+5i)', '(3+3i)'] -> (6i - (1+5i * 3+3i)) * 1+i
[510] ['6i', '(1+i)', '(1+5i)', '(3+6i)'] -> ((1+5i / 1+i) - 3+6i) * 6i
[511] ['6i', '(1+i)', '(1+5i)', '(5+4i)'] -> (1+5i - (1+i * 5+4i)) * 6i
[512] ['6i', '(1+i)', '(1+5i)', '6'] -> (6i - (1+5i * 1+i)) * 6
[513] ['i', '(1+6i)', '(3+2i)', '(5+2i)'] -> (3+2i + i) * (5+2i - 1+6i)
[514] ['6i', '(1+i)', '(1+6i)', '6'] -> ((1+i - 1+6i) * 6i) - 6
[515] ['6i', '(1+i)', '2', '(2+6i)'] -> ((1+i * 2) - 2+6i) * 6i
[516] ['6i', '(1+i)', '2', '(3+i)'] -> (2 - (1+i * 3+i)) * 6i
[517] ['6i', '(1+i)', '(2+i)', '6'] -> (6 - (2+i * 6i)) * 1+i
[518] ['6i', '(1+i)', '(2+2i)', '(2+4i)'] -> ((2+2i / 1+i) - 2+4i) * 6i
[519] ['6i', '(1+i)', '(2+2i)', '4'] -> ((4 / 1+i) - 2+2i) * 6i
[520] ['6i', '(1+i)', '(2+3i)', '(3+i)'] -> ((3+i / 1+i) - 2+3i) * 6i
[521] ['6i', '(1+i)', '(2+4i)', '(3+5i)'] -> ((2+4i / 1+i) - 3+5i) * 6i
[522] ['6i', '(1+i)', '(2+4i)', '(5+3i)'] -> (2+4i - (1+i * 5+3i)) * 6i
[523] ['6i', '(1+i)', '(2+6i)', '3'] -> (2+6i - (1+i * 6i)) * 3
[524] ['i', '(1+6i)', '4', '6'] -> 4 / ((1+6i / 6) - i)
[525] ['6i', '(1+i)', '3', '(4+4i)'] -> ((1+i * 3) - 6i) * 4+4i
[526] ['6i', '(1+i)', '3', '6'] -> ((1+i + 3) * 6) - 6i
